"","Jaar","Beschrijving_gebied","Totale_aanzitduur","kbonummer","wbenaam"
"1",2018,"Meerdaal",807.7325,"300000018","ANB_Meerdaal"
"2",2019,"Meerdaal",861.654722222222,"300000018","ANB_Meerdaal"
"3",2020,"Meerdaal",996.133333333333,"300000018","ANB_Meerdaal"
"4",2021,"Meerdaal",1018.36666666667,"300000018","ANB_Meerdaal"
"5",2022,"Meerdaal",682.533333333333,"300000018","ANB_Meerdaal"
"6",2023,"Meerdaal",288.45,"300000018","ANB_Meerdaal"
