labeltype;WBE_Naam_Toek;labeljaar;provincie_toek;toegekend;verwezenlijkt;percentage_verwezelijkt;KboNummer_Toek
Geiten;Moerstuiver-Damkeuken;2016;Oost-Vlaanderen;2;2;100;457159218
Geiten;Moerstuiver-Damkeuken;2017;Oost-Vlaanderen;3;3;100;457159218
Geiten;Moerstuiver-Damkeuken;2018;Oost-Vlaanderen;6;6;100;457159218
Geiten;Moerstuiver-Damkeuken;2019;Oost-Vlaanderen;6;6;100;457159218
Geiten;Moerstuiver-Damkeuken;2020;Oost-Vlaanderen;10;7;70;457159218
Geiten;Moerstuiver-Damkeuken;2021;Oost-Vlaanderen;6;6;100;457159218
Geiten;Moerstuiver-Damkeuken;2022;Oost-Vlaanderen;6;6;100;457159218
Geiten;Moervaart-Noord;2009;Oost-Vlaanderen;5;1;20;456262759
Geiten;Moervaart-Noord;2010;Oost-Vlaanderen;10;4;40;456262759
Geiten;Moervaart-Noord;2011;Oost-Vlaanderen;7;7;100;456262759
Geiten;Moervaart-Noord;2012;Oost-Vlaanderen;7;4;57.14285714285714;456262759
Geiten;Moervaart-Noord;2014;Oost-Vlaanderen;14;5;35.714285714285715;456262759
Geiten;Moervaart-Noord;2015;Oost-Vlaanderen;13;9;69.23076923076923;456262759
Geiten;Moervaart-Noord;2016;Oost-Vlaanderen;13;12;92.3076923076923;456262759
Geiten;Moervaart-Noord;2017;Oost-Vlaanderen;13;13;100;456262759
Geiten;Moervaart-Noord;2018;Oost-Vlaanderen;13;13;100;456262759
Geiten;Moervaart-Noord;2019;Oost-Vlaanderen;13;13;100;456262759
Geiten;Moervaart-Noord;2020;Oost-Vlaanderen;13;13;100;456262759
Geiten;Moervaart-Noord;2021;Oost-Vlaanderen;16;16;100;456262759
Geiten;Moervaart-Noord;2022;Oost-Vlaanderen;16;16;100;456262759
Geiten;Mol;2002;Antwerpen;2;1;50;457333719
Geiten;Mol;2003;Antwerpen;3;1;33.33333333333333;457333719
Geiten;Mol;2004;Antwerpen;7;3;42.857142857142854;457333719
Geiten;Mol;2005;Antwerpen;6;0;0;457333719
Geiten;Mol;2006;Antwerpen;3;1;33.33333333333333;457333719
Geiten;Mol;2007;Antwerpen;6;3;50;457333719
Geiten;Mol;2008;Antwerpen;8;3;37.5;457333719
Geiten;Mol;2009;Antwerpen;9;4;44.44444444444444;457333719
Geiten;Mol;2010;Antwerpen;11;6;54.54545454545454;457333719
Geiten;Mol;2011;Antwerpen;9;4;44.44444444444444;457333719
Geiten;Mol;2012;Antwerpen;7;4;57.14285714285714;457333719
Geiten;Mol;2013;Antwerpen;6;3;50;457333719
Geiten;Mol;2014;Antwerpen;7;7;100;457333719
Geiten;Mol;2015;Antwerpen;7;7;100;457333719
Geiten;Mol;2016;Antwerpen;7;4;57.14285714285714;457333719
Geiten;Mol;2017;Antwerpen;7;7;100;457333719
Geiten;Mol;2018;Antwerpen;9;9;100;457333719
Geiten;Mol;2019;Antwerpen;9;8;88.88888888888889;457333719
Geiten;Mol;2020;Antwerpen;9;5;55.55555555555556;457333719
Geiten;Mol;2021;Antwerpen;13;7;53.84615384615385;457333719
Geiten;Mol;2022;Antwerpen;13;7;53.84615384615385;457333719
Geiten;Molenbeersel;2002;Limburg;14;8;57.14285714285714;417187694
Geiten;Molenbeersel;2003;Limburg;14;14;100;417187694
Geiten;Molenbeersel;2004;Limburg;12;9;75;417187694
Geiten;Molenbeersel;2005;Limburg;12;11;91.66666666666666;417187694
Geiten;Molenbeersel;2006;Limburg;12;7;58.333333333333336;417187694
Geiten;Molenbeersel;2007;Limburg;12;8;66.66666666666666;417187694
Geiten;Molenbeersel;2008;Limburg;12;10;83.33333333333334;417187694
Geiten;Molenbeersel;2009;Limburg;12;0;0;417187694
Geiten;Molenbeersel;2010;Limburg;12;2;16.666666666666664;417187694
Geiten;Molenbeersel;2011;Limburg;12;5;41.66666666666667;417187694
Geiten;Molenbeersel;2012;Limburg;12;2;16.666666666666664;417187694
Geiten;Molenbeersel;2013;Limburg;12;2;16.666666666666664;417187694
Geiten;Molenbeersel;2014;Limburg;8;2;25;417187694
Geiten;Molenbeersel;2015;Limburg;10;6;60;417187694
Geiten;Molenbeersel;2016;Limburg;10;5;50;417187694
Geiten;Molenbeersel;2017;Limburg;10;5;50;417187694
Geiten;Molenbeersel;2018;Limburg;9;9;100;417187694
Geiten;Molenbeersel;2019;Limburg;9;8;88.88888888888889;417187694
Geiten;Molenbeersel;2020;Limburg;9;4;44.44444444444444;417187694
Geiten;Molenbeersel;2021;Limburg;10;10;100;417187694
Geiten;Molenbeersel;2022;Limburg;10;9;90;417187694
Geiten;Nederbrabant;2003;Vlaams-Brabant;1;0;0;456736574
Geiten;Nederbrabant;2004;Vlaams-Brabant;1;1;100;456736574
Geiten;Nederbrabant;2006;Vlaams-Brabant;1;1;100;456736574
Geiten;Nederbrabant;2007;Vlaams-Brabant;2;1;50;456736574
Geiten;Nederbrabant;2008;Vlaams-Brabant;2;2;100;456736574
Geiten;Nederbrabant;2009;Vlaams-Brabant;5;3;60;456736574
Geiten;Nederbrabant;2010;Vlaams-Brabant;10;5;50;456736574
Geiten;Nederbrabant;2011;Vlaams-Brabant;10;2;20;456736574
Geiten;Nederbrabant;2012;Vlaams-Brabant;7;5;71.42857142857143;456736574
Geiten;Nederbrabant;2013;Vlaams-Brabant;12;3;25;456736574
Geiten;Nederbrabant;2014;Vlaams-Brabant;21;11;52.38095238095239;456736574
Geiten;Nederbrabant;2015;Vlaams-Brabant;15;11;73.33333333333333;456736574
Geiten;Nederbrabant;2016;Vlaams-Brabant;15;8;53.333333333333336;456736574
Geiten;Nederbrabant;2017;Vlaams-Brabant;15;10;66.66666666666666;456736574
Geiten;Nederbrabant;2018;Vlaams-Brabant;10;10;100;456736574
Geiten;Nederbrabant;2019;Vlaams-Brabant;10;8;80;456736574
Geiten;Nederbrabant;2020;Vlaams-Brabant;10;1;10;456736574
Geiten;Nederbrabant;2021;Vlaams-Brabant;10;8;80;456736574
Geiten;Nederbrabant;2022;Vlaams-Brabant;10;9;90;456736574
Geiten;Neeroeteren;2002;Limburg;1;1;100;NA
Geiten;Nete & Wimp;2002;Antwerpen;5;3;60;451749091
Geiten;Nete & Wimp;2003;Antwerpen;6;3;50;451749091
Geiten;Nete & Wimp;2004;Antwerpen;10;8;80;451749091
Geiten;Nete & Wimp;2005;Antwerpen;16;13;81.25;451749091
Geiten;Nete & Wimp;2006;Antwerpen;17;8;47.05882352941176;451749091
Geiten;Nete & Wimp;2007;Antwerpen;17;6;35.294117647058826;451749091
Geiten;Nete & Wimp;2008;Antwerpen;14;4;28.57142857142857;451749091
Geiten;Nete & Wimp;2009;Antwerpen;15;7;46.666666666666664;451749091
Geiten;Nete & Wimp;2010;Antwerpen;12;5;41.66666666666667;451749091
Geiten;Nete & Wimp;2011;Antwerpen;9;5;55.55555555555556;451749091
Geiten;Nete & Wimp;2012;Antwerpen;10;8;80;451749091
Geiten;Nete & Wimp;2013;Antwerpen;9;5;55.55555555555556;451749091
Geiten;Nete & Wimp;2014;Antwerpen;12;9;75;451749091
Geiten;Nete & Wimp;2015;Antwerpen;8;8;100;451749091
Geiten;Nete & Wimp;2016;Antwerpen;8;8;100;451749091
Geiten;Nete & Wimp;2017;Antwerpen;8;7;87.5;451749091
Geiten;Nete & Wimp;2018;Antwerpen;9;8;88.88888888888889;451749091
Geiten;Nete & Wimp;2019;Antwerpen;9;8;88.88888888888889;451749091
Geiten;Nete & Wimp;2020;Antwerpen;9;5;55.55555555555556;451749091
Geiten;Nete & Wimp;2021;Antwerpen;9;7;77.77777777777779;451749091
Geiten;Nete & Wimp;2022;Antwerpen;9;9;100;451749091
Geiten;Nieuwenhoven;2002;Limburg;6;3;50;461281025
Geiten;Nieuwenhoven;2003;Limburg;6;1;16.666666666666664;461281025
Geiten;Nieuwenhoven;2005;Limburg;10;3;30;461281025
Geiten;Nieuwenhoven;2006;Limburg;8;2;25;461281025
Geiten;Nieuwenhoven;2007;Limburg;8;6;75;461281025
Geiten;Nieuwenhoven;2008;Limburg;11;3;27.27272727272727;461281025
Geiten;Nieuwenhoven;2009;Limburg;14;11;78.57142857142857;461281025
Geiten;Nieuwenhoven;2010;Limburg;15;8;53.333333333333336;461281025
Geiten;Nieuwenhoven;2011;Limburg;20;14;70;461281025
Geiten;Nieuwenhoven;2012;Limburg;20;8;40;461281025
Geiten;Nieuwenhoven;2013;Limburg;17;9;52.94117647058824;461281025
Geiten;Nieuwenhoven;2014;Limburg;20;12;60;461281025
Geiten;Nieuwenhoven;2015;Limburg;12;10;83.33333333333334;461281025
Geiten;Nieuwenhoven;2016;Limburg;13;13;100;461281025
Geiten;Nieuwenhoven;2017;Limburg;13;12;92.3076923076923;461281025
Geiten;Nieuwenhoven;2018;Limburg;16;16;100;461281025
Geiten;Nieuwenhoven;2019;Limburg;16;16;100;461281025
Geiten;Nieuwenhoven;2020;Limburg;16;11;68.75;461281025
Geiten;Nieuwenhoven;2021;Limburg;17;16;94.11764705882352;461281025
Geiten;Nieuwenhoven;2022;Limburg;17;17;100;461281025
Geiten;Noorderkempen;2002;Antwerpen;2;2;100;461206987
Geiten;Noorderkempen;2005;Antwerpen;6;5;83.33333333333334;461206987
Geiten;Noorderkempen;2006;Antwerpen;11;4;36.36363636363637;461206987
Geiten;Noorderkempen;2007;Antwerpen;9;8;88.88888888888889;461206987
Geiten;Noorderkempen;2008;Antwerpen;8;3;37.5;461206987
Geiten;Noorderkempen;2009;Antwerpen;7;2;28.57142857142857;461206987
Geiten;Noorderkempen;2010;Antwerpen;5;3;60;461206987
Geiten;Noorderkempen;2011;Antwerpen;4;4;100;461206987
Geiten;Noorderkempen;2012;Antwerpen;5;2;40;461206987
Geiten;Noorderkempen;2013;Antwerpen;6;4;66.66666666666666;461206987
Geiten;Noorderkempen;2014;Antwerpen;6;2;33.33333333333333;461206987
Geiten;Noorderkempen;2015;Antwerpen;5;5;100;461206987
Geiten;Noorderkempen;2016;Antwerpen;7;7;100;461206987
Geiten;Noorderkempen;2017;Antwerpen;8;6;75;461206987
Geiten;Noorderkempen;2018;Antwerpen;6;6;100;461206987
Geiten;Noorderkempen;2019;Antwerpen;6;5;83.33333333333334;461206987
Geiten;Noorderkempen;2020;Antwerpen;6;1;16.666666666666664;461206987
Geiten;Noorderkempen;2021;Antwerpen;6;6;100;461206987
Geiten;Noorderkempen;2022;Antwerpen;6;6;100;461206987
Geiten;OJ_Alfred Ludgarde J, Rubens;2022;Antwerpen;3;3;100;300000225
Geiten;OJ_Blom Wilhelmus;2021;Limburg;7;7;100;300000156
Geiten;OJ_Blom Wilhelmus Hendrikus;2018;Limburg;7;5;71.42857142857143;300000015
Geiten;OJ_Blom Wilhelmus Hendrikus;2019;Limburg;7;5;71.42857142857143;300000015
Geiten;OJ_Blom Wilhelmus Hendrikus;2020;Limburg;7;6;85.71428571428571;300000015
Geiten;OJ_Boey Bart;2021;Antwerpen;1;1;100;300000154
Geiten;OJ_Boey Bart;2022;Antwerpen;1;1;100;300000154
Geiten;OJ_Christoffels Jan Petrus J;2018;Limburg;7;7;100;300000016
Geiten;OJ_Christoffels Jean;2014;Limburg;4;3;75;300000003
Geiten;OJ_Christoffels Jean;2015;Limburg;5;4;80;300000003
Geiten;OJ_Christoffels Jean;2017;Limburg;7;7;100;300000003
Geiten;OJ_Corstjens Pieter Albert;2019;Limburg;1;1;100;300000023
Geiten;OJ_Corstjens Pieter Albert;2021;Limburg;1;1;100;300000023
Geiten;OJ_Davy Van De Vyver;2022;Antwerpen;30;28;93.33333333333333;300000226
Geiten;OJ_Hermans Bernhard;2021;Limburg;14;0;0;300000157
Geiten;OJ_Jans Jozef;2014;Limburg;2;2;100;300000028
Geiten;OJ_Rubens Alfred;2014;Antwerpen;5;2;40;300000014
Geiten;OJ_Rubens Alfred;2015;Antwerpen;3;3;100;300000014
Geiten;OJ_Rubens Alfred;2017;Antwerpen;3;3;100;300000014
Geiten;OJ_Rubens Alfred;2018;Antwerpen;3;3;100;300000014
Geiten;OJ_Rubens Alfred;2019;Antwerpen;3;3;100;300000014
Geiten;OJ_Rubens Alfred;2021;Antwerpen;3;3;100;300000014
Geiten;OJ_Schietveld;2022;Limburg;14;0;0;300000296
Geiten;OJ_Vaes Cyriel;2014;Limburg;4;4;100;300000002
Geiten;OJ_Vaes Cyriel;2015;Limburg;3;3;100;300000002
Geiten;OJ_Vaes Cyriel;2017;Limburg;4;4;100;300000002
Geiten;OJ_Van De Vyver Davy;2018;Antwerpen;30;30;100;300000020
Geiten;OJ_Van De Vyver Davy;2019;Antwerpen;30;30;100;300000020
Geiten;OJ_Van De Vyver Davy;2021;Antwerpen;30;30;100;300000020
Geiten;OJ_Van Hulle Carl;2017;Oost-Vlaanderen;3;3;100;300000007
Geiten;OJ_Van Hulle Carl;2018;Oost-Vlaanderen;9;9;100;300000007
Geiten;OJ_Van Hulle Carl;2019;Oost-Vlaanderen;12;11;91.66666666666666;300000007
Geiten;OJ_Van Meir Frederic;2020;Limburg;14;0;0;300000026
Geiten;OJ_Vissers Sus;2022;Antwerpen;1;1;100;300000227
Geiten;Oost-Pajottenland;2010;Vlaams-Brabant;1;0;0;452952782
Geiten;Oost-Pajottenland;2011;Vlaams-Brabant;23;0;0;452952782
Geiten;Oost-Pajottenland;2012;Vlaams-Brabant;6;0;0;452952782
Geiten;Oost-Pajottenland;2013;Vlaams-Brabant;6;1;16.666666666666664;452952782
Geiten;Oost-Pajottenland;2014;Vlaams-Brabant;8;3;37.5;452952782
Geiten;Oost-Pajottenland;2015;Vlaams-Brabant;9;2;22.22222222222222;452952782
Geiten;Oost-Pajottenland;2016;Vlaams-Brabant;9;6;66.66666666666666;452952782
Geiten;Oost-Pajottenland;2017;Vlaams-Brabant;13;4;30.76923076923077;452952782
Geiten;Oost-Pajottenland;2018;Vlaams-Brabant;13;12;92.3076923076923;452952782
Geiten;Oost-Pajottenland;2019;Vlaams-Brabant;15;8;53.333333333333336;452952782
Geiten;Oost-Pajottenland;2020;Vlaams-Brabant;15;6;40;452952782
Geiten;Oost-Pajottenland;2021;Vlaams-Brabant;15;10;66.66666666666666;452952782
Geiten;Oost-Pajottenland;2022;Vlaams-Brabant;15;13;86.66666666666667;452952782
Geiten;Patrijzenkuilen;2007;Limburg;1;0;0;445486455
Geiten;Patrijzenkuilen;2008;Limburg;1;0;0;445486455
Geiten;Patrijzenkuilen;2009;Limburg;8;0;0;445486455
Geiten;Patrijzenkuilen;2010;Limburg;3;0;0;445486455
Geiten;Patrijzenkuilen;2011;Limburg;4;1;25;445486455
Geiten;Patrijzenkuilen;2012;Limburg;5;2;40;445486455
Geiten;Patrijzenkuilen;2013;Limburg;5;0;0;445486455
Geiten;Patrijzenkuilen;2014;Limburg;4;4;100;445486455
Geiten;Patrijzenkuilen;2015;Limburg;5;4;80;445486455
Geiten;Patrijzenkuilen;2016;Limburg;5;3;60;445486455
Geiten;Patrijzenkuilen;2017;Limburg;5;3;60;445486455
Geiten;Patrijzenkuilen;2018;Limburg;4;3;75;445486455
Geiten;Patrijzenkuilen;2019;Limburg;4;4;100;445486455
Geiten;Patrijzenkuilen;2020;Limburg;5;3;60;445486455
Geiten;Patrijzenkuilen;2021;Limburg;5;5;100;445486455
Geiten;Patrijzenkuilen;2022;Limburg;5;5;100;445486455
Geiten;Perdix;2005;Limburg;2;0;0;458856421
Geiten;Perdix;2006;Limburg;3;1;33.33333333333333;458856421
Geiten;Perdix;2007;Limburg;5;4;80;458856421
Geiten;Perdix;2008;Limburg;5;4;80;458856421
Geiten;Perdix;2009;Limburg;7;4;57.14285714285714;458856421
Geiten;Perdix;2010;Limburg;9;5;55.55555555555556;458856421
Geiten;Perdix;2011;Limburg;10;5;50;458856421
Geiten;Perdix;2012;Limburg;9;3;33.33333333333333;458856421
Geiten;Perdix;2013;Limburg;8;4;50;458856421
Geiten;Perdix;2014;Limburg;10;1;10;458856421
Geiten;Perdix;2015;Limburg;6;5;83.33333333333334;458856421
Geiten;Perdix;2016;Limburg;6;6;100;458856421
Geiten;Perdix;2017;Limburg;6;6;100;458856421
Geiten;Perdix;2018;Limburg;6;6;100;458856421
Geiten;Perdix;2019;Limburg;6;6;100;458856421
Geiten;Perdix;2020;Limburg;6;4;66.66666666666666;458856421
Geiten;Perdix;2021;Limburg;8;8;100;458856421
Geiten;Perdix;2022;Limburg;8;0;0;458856421
Geiten;Pitsemburg;2010;Antwerpen;2;1;50;810429258
Geiten;Pitsemburg;2011;Antwerpen;4;4;100;810429258
Geiten;Pitsemburg;2012;Antwerpen;4;2;50;810429258
Geiten;Pitsemburg;2013;Antwerpen;4;2;50;810429258
Geiten;Pitsemburg;2014;Antwerpen;4;3;75;810429258
Geiten;Pitsemburg;2015;Antwerpen;4;4;100;810429258
Geiten;Pitsemburg;2016;Antwerpen;4;4;100;810429258
Geiten;Pitsemburg;2017;Antwerpen;4;4;100;810429258
Geiten;Pitsemburg;2018;Antwerpen;5;5;100;810429258
Geiten;Pitsemburg;2019;Antwerpen;5;5;100;810429258
Geiten;Pitsemburg;2020;Antwerpen;5;5;100;810429258
Geiten;Pitsemburg;2021;Antwerpen;7;7;100;810429258
Geiten;Pitsemburg;2022;Antwerpen;7;7;100;810429258
Geiten;Poperingevaart-Ijzerendeur;2006;West-Vlaanderen;1;1;100;NA
Geiten;Poperingevaart-Ijzerendeur;2007;West-Vlaanderen;2;1;50;NA
Geiten;Poperingevaart-Ijzerendeur;2008;West-Vlaanderen;3;2;66.66666666666666;NA
Geiten;Postel Jacht en Natuur;2002;Antwerpen;14;5;35.714285714285715;461138196
Geiten;Postel Jacht en Natuur;2003;Antwerpen;17;5;29.411764705882355;461138196
Geiten;Postel Jacht en Natuur;2004;Antwerpen;15;5;33.33333333333333;461138196
Geiten;Postel Jacht en Natuur;2005;Antwerpen;15;6;40;461138196
Geiten;Postel Jacht en Natuur;2006;Antwerpen;16;4;25;461138196
Geiten;Postel Jacht en Natuur;2007;Antwerpen;41;14;34.146341463414636;461138196
Geiten;Postel Jacht en Natuur;2008;Antwerpen;33;10;30.303030303030305;461138196
Geiten;Postel Jacht en Natuur;2009;Antwerpen;33;7;21.21212121212121;461138196
Geiten;Postel Jacht en Natuur;2010;Antwerpen;23;13;56.52173913043478;461138196
Geiten;Postel Jacht en Natuur;2011;Antwerpen;20;11;55.00000000000001;461138196
Geiten;Postel Jacht en Natuur;2012;Antwerpen;14;14;100;461138196
Geiten;Postel Jacht en Natuur;2013;Antwerpen;16;16;100;461138196
Geiten;Postel Jacht en Natuur;2014;Antwerpen;15;14;93.33333333333333;461138196
Geiten;Postel Jacht en Natuur;2015;Antwerpen;18;16;88.88888888888889;461138196
Geiten;Postel Jacht en Natuur;2016;Antwerpen;18;15;83.33333333333334;461138196
Geiten;Postel Jacht en Natuur;2017;Antwerpen;18;16;88.88888888888889;461138196
Geiten;Postel Jacht en Natuur;2018;Antwerpen;18;17;94.44444444444444;461138196
Geiten;Postel Jacht en Natuur;2019;Antwerpen;18;18;100;461138196
Geiten;Postel Jacht en Natuur;2020;Antwerpen;18;14;77.77777777777779;461138196
Geiten;Postel Jacht en Natuur;2021;Antwerpen;22;21;95.45454545454545;461138196
Geiten;Postel Jacht en Natuur;2022;Antwerpen;22;19;86.36363636363636;461138196
Geiten;R.O.W.;2002;Vlaams-Brabant;3;1;33.33333333333333;453684341
Geiten;R.O.W.;2003;Vlaams-Brabant;4;4;100;453684341
Geiten;R.O.W.;2004;Vlaams-Brabant;4;1;25;453684341
Geiten;R.O.W.;2005;Vlaams-Brabant;4;4;100;453684341
Geiten;R.O.W.;2006;Vlaams-Brabant;5;3;60;453684341
Geiten;R.O.W.;2007;Vlaams-Brabant;5;5;100;453684341
Geiten;R.O.W.;2008;Vlaams-Brabant;6;6;100;453684341
Geiten;R.O.W.;2009;Vlaams-Brabant;6;5;83.33333333333334;453684341
Geiten;R.O.W.;2010;Vlaams-Brabant;7;7;100;453684341
Geiten;R.O.W.;2011;Vlaams-Brabant;8;8;100;453684341
Geiten;R.O.W.;2012;Vlaams-Brabant;9;9;100;453684341
Geiten;R.O.W.;2013;Vlaams-Brabant;9;7;77.77777777777779;453684341
Geiten;R.O.W.;2014;Vlaams-Brabant;9;7;77.77777777777779;453684341
Geiten;R.O.W.;2015;Vlaams-Brabant;9;9;100;453684341
Geiten;R.O.W.;2016;Vlaams-Brabant;9;9;100;453684341
Geiten;R.O.W.;2017;Vlaams-Brabant;9;8;88.88888888888889;453684341
Geiten;R.O.W.;2018;Vlaams-Brabant;11;10;90.9090909090909;453684341
Geiten;R.O.W.;2019;Vlaams-Brabant;11;11;100;453684341
Geiten;R.O.W.;2020;Vlaams-Brabant;11;9;81.81818181818183;453684341
Geiten;R.O.W.;2021;Vlaams-Brabant;12;12;100;453684341
Geiten;R.O.W.;2022;Vlaams-Brabant;12;12;100;453684341
Geiten;Regio Lier;2004;Antwerpen;8;3;37.5;448656969
Geiten;Regio Lier;2005;Antwerpen;12;9;75;448656969
Geiten;Regio Lier;2006;Antwerpen;24;8;33.33333333333333;448656969
Geiten;Regio Lier;2007;Antwerpen;30;10;33.33333333333333;448656969
Geiten;Regio Lier;2008;Antwerpen;20;8;40;448656969
Geiten;Regio Lier;2009;Antwerpen;26;8;30.76923076923077;448656969
Geiten;Regio Lier;2010;Antwerpen;24;7;29.166666666666668;448656969
Geiten;Regio Lier;2011;Antwerpen;15;5;33.33333333333333;448656969
Geiten;Regio Lier;2012;Antwerpen;14;2;14.285714285714285;448656969
Geiten;Regio Lier;2013;Antwerpen;14;6;42.857142857142854;448656969
Geiten;Regio Lier;2014;Antwerpen;20;10;50;448656969
Geiten;Regio Lier;2015;Antwerpen;9;6;66.66666666666666;448656969
Geiten;Regio Lier;2016;Antwerpen;9;9;100;448656969
Geiten;Regio Lier;2017;Antwerpen;9;9;100;448656969
Geiten;Regio Lier;2018;Antwerpen;10;10;100;448656969
Geiten;Regio Lier;2019;Antwerpen;10;10;100;448656969
Geiten;Regio Lier;2020;Antwerpen;10;7;70;448656969
Geiten;Regio Lier;2021;Antwerpen;10;10;100;448656969
Geiten;Regio Lier;2022;Antwerpen;10;10;100;448656969
Geiten;Retie;2002;Antwerpen;8;2;25;454488253
Geiten;Retie;2003;Antwerpen;14;8;57.14285714285714;454488253
Geiten;Retie;2004;Antwerpen;10;7;70;454488253
Geiten;Retie;2005;Antwerpen;8;6;75;454488253
Geiten;Retie;2006;Antwerpen;10;7;70;454488253
Geiten;Retie;2007;Antwerpen;6;2;33.33333333333333;454488253
Geiten;Retie;2008;Antwerpen;6;4;66.66666666666666;454488253
Geiten;Retie;2009;Antwerpen;2;2;100;454488253
Geiten;Retie;2010;Antwerpen;6;5;83.33333333333334;454488253
Geiten;Retie;2011;Antwerpen;6;6;100;454488253
Geiten;Retie;2012;Antwerpen;7;5;71.42857142857143;454488253
Geiten;Retie;2013;Antwerpen;9;8;88.88888888888889;454488253
Geiten;Retie;2014;Antwerpen;9;4;44.44444444444444;454488253
Geiten;Retie;2015;Antwerpen;8;5;62.5;454488253
Geiten;Retie;2016;Antwerpen;9;8;88.88888888888889;454488253
Geiten;Retie;2017;Antwerpen;9;9;100;454488253
Geiten;Retie;2018;Antwerpen;9;6;66.66666666666666;454488253
Geiten;Retie;2019;Antwerpen;9;4;44.44444444444444;454488253
Geiten;Retie;2020;Antwerpen;9;4;44.44444444444444;454488253
Geiten;Retie;2021;Antwerpen;9;5;55.55555555555556;454488253
Geiten;Retie;2022;Antwerpen;9;4;44.44444444444444;454488253
Geiten;Rozenland;2021;Oost-Vlaanderen;2;0;0;453684143
Geiten;Rozenland;2022;Oost-Vlaanderen;2;2;100;453684143
Geiten;Rupeldal - De Bocht;2016;Antwerpen;1;1;100;453121840
Geiten;Rupeldal - De Bocht;2018;Antwerpen;1;1;100;453121840
Geiten;Rupeldal - De Bocht;2019;Antwerpen;1;1;100;453121840
Geiten;Rupeldal - De Bocht;2020;Antwerpen;1;0;0;453121840
Geiten;Rupeldal - De Bocht;2021;Antwerpen;1;1;100;453121840
Geiten;Rupeldal - De Bocht;2022;Antwerpen;2;2;100;453121840
Geiten;Scaldiana;2009;Oost-Vlaanderen;2;2;100;455415493
Geiten;Scaldiana;2010;Oost-Vlaanderen;6;2;33.33333333333333;455415493
Geiten;Scaldiana;2011;Oost-Vlaanderen;6;4;66.66666666666666;455415493
Geiten;Scaldiana;2012;Oost-Vlaanderen;6;0;0;455415493
Geiten;Scaldiana;2013;Oost-Vlaanderen;5;2;40;455415493
Geiten;Scaldiana;2014;Oost-Vlaanderen;10;9;90;455415493
Geiten;Scaldiana;2015;Oost-Vlaanderen;7;7;100;455415493
Geiten;Scaldiana;2016;Oost-Vlaanderen;8;8;100;455415493
Geiten;Scaldiana;2017;Oost-Vlaanderen;8;8;100;455415493
Geiten;Scaldiana;2018;Oost-Vlaanderen;10;10;100;455415493
Geiten;Scaldiana;2019;Oost-Vlaanderen;10;10;100;455415493
Geiten;Scaldiana;2020;Oost-Vlaanderen;10;9;90;455415493
Geiten;Scaldiana;2021;Oost-Vlaanderen;15;15;100;455415493
Geiten;Scaldiana;2022;Oost-Vlaanderen;15;15;100;455415493
Geiten;Scheldevallei;2016;Oost-Vlaanderen;1;1;100;452434229
Geiten;Scheldevallei;2017;Oost-Vlaanderen;5;0;0;452434229
Geiten;Scheldevallei;2018;Oost-Vlaanderen;1;1;100;452434229
Geiten;Scheldevallei;2019;Oost-Vlaanderen;2;1;50;452434229
Geiten;Scheldevallei;2020;Oost-Vlaanderen;2;1;50;452434229
Geiten;Scheldevallei;2021;Oost-Vlaanderen;2;2;100;452434229
Geiten;Scheldevallei;2022;Oost-Vlaanderen;2;1;50;452434229
Geiten;Schijnvallei;2002;Antwerpen;25;23;92;453391856
Geiten;Schijnvallei;2003;Antwerpen;27;18;66.66666666666666;453391856
Geiten;Schijnvallei;2004;Antwerpen;30;26;86.66666666666667;453391856
Geiten;Schijnvallei;2005;Antwerpen;26;19;73.07692307692307;453391856
Geiten;Schijnvallei;2006;Antwerpen;26;24;92.3076923076923;453391856
Geiten;Schijnvallei;2007;Antwerpen;26;24;92.3076923076923;453391856
Geiten;Schijnvallei;2008;Antwerpen;24;23;95.83333333333334;453391856
Geiten;Schijnvallei;2009;Antwerpen;24;24;100;453391856
Geiten;Schijnvallei;2010;Antwerpen;24;24;100;453391856
Geiten;Schijnvallei;2011;Antwerpen;27;25;92.5925925925926;453391856
Geiten;Schijnvallei;2012;Antwerpen;27;22;81.48148148148148;453391856
Geiten;Schijnvallei;2013;Antwerpen;27;24;88.88888888888889;453391856
Geiten;Schijnvallei;2014;Antwerpen;27;15;55.55555555555556;453391856
Geiten;Schijnvallei;2015;Antwerpen;26;18;69.23076923076923;453391856
Geiten;Schijnvallei;2016;Antwerpen;27;22;81.48148148148148;453391856
Geiten;Schijnvallei;2017;Antwerpen;27;15;55.55555555555556;453391856
Geiten;Schijnvallei;2018;Antwerpen;20;12;60;453391856
Geiten;Schijnvallei;2019;Antwerpen;20;12;60;453391856
Geiten;Schijnvallei;2020;Antwerpen;20;9;45;453391856
Geiten;Schijnvallei;2021;Antwerpen;16;12;75;453391856
Geiten;Schijnvallei;2022;Antwerpen;16;15;93.75;453391856
Geiten;St-Michiel;2002;Limburg;7;5;71.42857142857143;469697853
Geiten;St-Michiel;2003;Limburg;9;6;66.66666666666666;469697853
Geiten;St-Michiel;2005;Limburg;24;18;75;469697853
Geiten;St-Michiel;2006;Limburg;19;16;84.21052631578947;469697853
Geiten;St-Michiel;2007;Limburg;23;21;91.30434782608695;469697853
Geiten;St-Michiel;2008;Limburg;23;15;65.21739130434783;469697853
Geiten;St-Michiel;2009;Limburg;23;8;34.78260869565217;469697853
