NISCODE,Area_m2,Area_ha,Area_km2,Area_hab_m2_bebouwd,Area_hab_m2_bos,Area_hab_m2_grasland,Area_hab_m2_landbouw,Area_hab_m2_water,Area_hab_m2_andere,Area_hab_ha_bebouwd,Area_hab_ha_bos,Area_hab_ha_grasland,Area_hab_ha_landbouw,Area_hab_ha_water,Area_hab_ha_andere,Area_hab_km2_bebouwd,Area_hab_km2_bos,Area_hab_km2_grasland,Area_hab_km2_landbouw,Area_hab_km2_water,Area_hab_km2_andere,perc_bos,perc_water,perc_landbouw,perc_grasland,perc_bebouwd,perc_andere
23101,4.483938750384002,4.4839387503840025e-4,4.483938750384002e-6,11389453.348119363,5659505.418202535,16517.39322115608,5726962.804737341,0,0,1138.9453348119364,565.9505418202535,1.651739322115608,572.6962804737341,0,0,11.389453348119362,5.659505418202535,0.016517393221156074,5.72696280473734,0,0,1262172.775602222,0,1277217.00129086,3683.6794926651346,2540055.5141713247,0
43018,0.32483876000151213,3.2483876000151216e-5,3.248387600015121e-7,6111310.453022778,1016595.5650039198,767029.5917174916,5351702.563716643,537264.205826669,0,611.1310453022778,101.65955650039199,76.70295917174916,535.1702563716643,53.726420582666904,0,6.111310453022778,1.0165955650039198,0.7670295917174915,5.351702563716643,0.537264205826669,0,3129538.9903569003,1653941.1916982075,16474950.722295979,2361262.528258392,18813365.908041053,0
23062,0.1005347700021199,1.005347700021199e-5,1.0053477000211989e-7,22008762.43355986,3862323.6573909433,153398.18842453952,19070454.542388868,0,0,2200.876243355986,386.23236573909435,15.339818842453953,1907.045454238887,0,0,22.00876243355986,3.862323657390943,0.1533981884245395,19.070454542388866,0,0,38417789.75880187,0,189690139.46107146,1525822.2445956252,218916922.30554444,0
35011,3.7422634266540262,3.7422634266540264e-4,3.742263426654026e-6,9371350.779323768,848709.2310104067,10532185.547713326,54800673.21257254,2226181.2992448723,0,937.1350779323768,84.87092310104067,1053.2185547713327,5480.067321257254,222.61812992448725,0,9.371350779323768,0.8487092310104067,10.532185547713325,54.800673212572534,2.2261812992448724,0,226790.3496492339,594875.6261756031,14643724.122213934,2814389.1401921427,2504193.241068209,0
38008,2.4888295751561276,2.4888295751561277e-4,2.4888295751561273e-6,4471644.038829501,5931358.000262612,705603.2781244355,11363479.818576522,2028084.6533374654,0,447.1644038829501,593.1358000262612,70.56032781244356,1136.3479818576523,202.80846533374654,0,4.471644038829501,5.931358000262611,0.7056032781244355,11.363479818576522,2.0280846533374652,0,2383191.7056395994,814874.8606903873,4565792.664957252,283508.0735008431,1796685.5117225086,0
73022,10.553585845158501,0.0010553585845158502,1.0553585845158501e-5,6611756.598115575,2988356.958606336,252206.0885299596,43227213.92547809,0,0,661.1756598115576,298.83569586063356,25.220608852995962,4322.721392547809,0,0,6.611756598115575,2.9883569586063357,0.2522060885299596,43.22721392547809,0,0,283160.3402342395,0,4095974.066038298,23897.66779086372,626493.8472214867,0
13035,3.2659285402041025,3.265928540204103e-4,3.2659285402041025e-6,13975344.178693965,21564643.705921162,10896216.31185251,48777735.02883917,0,0,1397.5344178693967,2156.464370592116,1089.6216311852509,4877.773502883917,0,0,13.975344178693964,21.564643705921164,10.896216311852507,48.77773502883917,0,0,6602913.517689365,0,14935334.447272025,3336330.289447042,4279133.485823479,0
11053,6.820494632406171,6.820494632406171e-4,6.820494632406171e-6,12080940.799613241,9192690.172353571,28358026.30439096,39306865.372328185,537840.5112188302,0,1208.0940799613243,919.2690172353571,2835.802630439096,3930.686537232819,53.784051121883024,0,12.080940799613241,9.19269017235357,28.358026304390958,39.30686537232818,0.5378405112188301,0,1347804.0329621262,78856.5258395472,5763052.02053378,4157766.823780442,1771270.4797410362,0
44045,7.349328109414165,7.349328109414165e-4,7.349328109414165e-6,3803670.4882913064,3511956.019594587,2846044.8537071054,27555979.260171052,226522.1039525123,0,380.3670488291306,351.1956019594587,284.60448537071056,2755.5979260171052,22.652210395251227,0,3.803670488291306,3.511956019594587,2.8460448537071055,27.555979260171053,0.22652210395251227,0,477860.8285423978,30822.15143753719,3749455.5760645736,387252.3870667099,517553.50035589957,0
71017,20.6143249523445,0.00206143249523445,2.06143249523445e-5,6040917.114086701,279711.4881881463,0,50029496.43664169,0,0,604.0917114086701,27.971148818814633,0,5002.94964366417,0,0,6.0409171140867,0.2797114881881463,0,50.02949643664169,0,0,13568.792033441498,0,2426928.6795613337,0,293044.6244566285,0
73083,10.292747329492508,0.001029274732949251,1.0292747329492507e-5,21489433.424935807,6065637.180615813,0,60295348.04722947,0,0,2148.943342493581,606.5637180615813,0,6029.534804722947,0,0,21.489433424935804,6.065637180615812,0,60.29534804722946,0,0,589311.7732751032,0,5858042.184175756,0,2087822.8850873152,0
23064,1.426621244231685,1.4266212442316852e-4,1.426621244231685e-6,4363658.345084887,1382633.5361572837,3604956.281308802,26593065.81238882,0,0,436.3658345084887,138.26335361572836,360.4956281308802,2659.306581238882,0,0,4.363658345084887,1.3826335361572837,3.6049562813088016,26.593065812388815,0,0,969166.5126590126,0,18640592.883299354,2526918.967374744,3058736.411453735,0
24041,6.332693641483754,6.332693641483754e-4,6.332693641483754e-6,6234010.677052511,0,0,27948613.412380178,0,0,623.4010677052511,0,0,2794.8613412380178,0,0,6.2340106770525106,0,0,27.948613412380176,0,0,0,0,4413384.729255875,0,984416.9053458077,0
72018,3.002239897428742,3.002239897428742e-4,3.002239897428742e-6,8783877.016397553,5437367.03601879,6660044.474007883,30256892.134508148,3217199.6131516737,0,878.3877016397553,543.736703601879,666.0044474007883,3025.689213450815,321.7199613151674,0,8.783877016397552,5.43736703601879,6.660044474007883,30.256892134508146,3.2171996131516734,0,1811103.450019302,1071599.7798533798,10078106.07021163,2218358.526149711,2925774.527185677,0
24107,2.2684652269455694,2.2684652269455694e-4,2.2684652269455694e-6,20251291.515301116,624802.6542142327,5485706.331539943,45872165.711305894,539734.6864424223,0,2025.1291515301116,62.480265421423276,548.5706331539943,4587.21657113059,53.97346864424223,0,20.251291515301116,0.6248026542142326,5.485706331539943,45.87216571130589,0.5397346864424223,0,275429.68117501785,237929.4511686923,20221674.6223047,2418245.722428951,8927309.651807608,0
34022,3.6132070801545644,3.613207080154565e-4,3.6132070801545643e-6,37601978.38605346,584229.3060567928,1152192.2113099387,41459373.04245465,0,0,3760.197838605346,58.422930605679284,115.21922113099389,4145.937304245465,0,0,37.60197838605346,0.5842293060567928,1.1521922113099388,41.45937304245465,0,0,161692.72701408548,0,11474397.155416047,318883.5252865304,10406815.206518674,0
24059,10.252077044547057,0.0010252077044547057,1.0252077044547057e-5,9864009.680306679,0,0,43467407.95623629,0,0,986.400968030668,0,0,4346.740795623629,0,0,9.864009680306678,0,0,43.467407956236286,0,0,0,0,4239863.567876328,0,962147.4397281489,0
11022,5.271476074894746,5.271476074894747e-4,5.271476074894746e-6,14536591.627786055,17570569.088663936,1276838.5521361786,24053055.87787416,1436090.7011975914,0,1453.6591627786056,1757.0569088663938,127.68385521361785,2405.305587787416,143.60907011975914,0,14.536591627786054,17.570569088663937,1.2768385521361785,24.053055877874158,1.4360907011975912,0,3333140.2512368914,272426.675336142,4562869.210850856,242216.51279365292,2757594.157927825,0
13014,36.895364062825394,0.0036895364062825395,3.689536406282539e-5,14106554.607881961,10911044.571865588,20411632.492380444,60041465.80801397,0,0,1410.6554607881963,1091.1044571865589,2041.1632492380445,6004.146580801397,0,0,14.106554607881959,10.911044571865588,20.41163249238044,60.04146580801397,0,0,295729.4188312188,0,1627344.446466917,553230.2773222006,382339.48806850996,0
46020,0.2130112450863919,2.1301124508639193e-5,2.130112450863919e-7,7954383.70073928,1453292.8031461034,4123343.0554897785,41917603.80327242,0,0,795.4383700739281,145.32928031461037,412.33430554897785,4191.760380327242,0,0,7.95438370073928,1.4532928031461034,4.123343055489778,41.917603803272414,0,0,6822610.715019693,0,196785872.90671772,19357396.149754703,37342552.96011807,0
11016,2.606668256247676,2.606668256247676e-4,2.606668256247676e-6,13781645.626832472,3983856.62673981,6004709.247660372,23772115.555077102,87569.5074839937,0,1378.1645626832474,398.3856626739811,600.4709247660372,2377.2115555077103,8.75695074839937,0,13.781645626832473,3.98385662673981,6.004709247660371,23.7721155550771,0.0875695074839937,0,1528332.8122753182,33594.419724913845,9119731.863884088,2303595.493315367,5287073.1032997975,0
73066,2.643794649093031,2.6437946490930314e-4,2.643794649093031e-6,12208699.66952888,557865.3201424544,0,44715497.95699103,612791.546494547,0,1220.8699669528878,55.78653201424543,0,4471.549795699104,61.27915464945471,0,12.208699669528878,0.5578653201424543,0,44.71549795699103,0.612791546494547,0,211009.32341089094,231784.85012244378,16913377.887473576,0,4617869.876435805,0
NA,44.93788121792858,0.004493788121792858,4.493788121792858e-5,6.585962227234294,4.9579149348066265,15.785084030858169,122.43682558930632,59.91279456854567,0,6.585962227234294e-4,4.957914934806627e-4,0.0015785084030858168,0.012243682558930633,0.005991279456854568,0,6.585962227234294e-6,4.957914934806627e-6,1.5785084030858168e-5,1.2243682558930633e-4,5.991279456854567e-5,0,0.1103281863860684,1.3332358568040954,2.7245794031886508,0.35126453680153696,0.14655702602655718,0
NA,1.1677406248016147,1.1677406248016147e-4,1.1677406248016147e-6,6.585962227234294,4.9579149348066265,15.785084030858169,122.43682558930632,59.91279456854567,0,6.585962227234294e-4,4.957914934806627e-4,0.0015785084030858168,0.012243682558930633,0.005991279456854568,0,6.585962227234294e-6,4.957914934806627e-6,1.5785084030858168e-5,1.2243682558930633e-4,5.991279456854567e-5,0,4.245733024530955,51.30659437212279,104.8493329673333,13.517628568878356,5.639918734824501,0
NA,10.25979177037382,0.001025979177037382,1.025979177037382e-5,6.585962227234294,4.9579149348066265,15.785084030858169,122.43682558930632,59.91279456854567,0,6.585962227234294e-4,4.957914934806627e-4,0.0015785084030858168,0.012243682558930633,0.005991279456854568,0,6.585962227234294e-6,4.957914934806627e-6,1.5785084030858168e-5,1.2243682558930633e-4,5.991279456854567e-5,0,0.48323738393240145,5.839572177434428,11.933655997079294,1.538538440559699,0.6419196777708415,0
NA,14.187915716103722,0.0014187915716103723,1.4187915716103722e-5,6.585962227234294,4.9579149348066265,15.785084030858169,122.43682558930632,59.91279456854567,0,6.585962227234294e-4,4.957914934806627e-4,0.0015785084030858168,0.012243682558930633,0.005991279456854568,0,6.585962227234294e-6,4.957914934806627e-6,1.5785084030858168e-5,1.2243682558930633e-4,5.991279456854567e-5,0,0.3494463199537646,4.2228045167016885,8.629655549076652,1.1125724416970995,0.4641951896964699,0
NA,6.330921736596405,6.330921736596405e-4,6.330921736596405e-6,6.585962227234294,4.9579149348066265,15.785084030858169,122.43682558930632,59.91279456854567,0,6.585962227234294e-4,4.957914934806627e-4,0.0015785084030858168,0.012243682558930633,0.005991279456854568,0,6.585962227234294e-6,4.957914934806627e-6,1.5785084030858168e-5,1.2243682558930633e-4,5.991279456854567e-5,0,0.7831268717392285,9.463518435588126,19.339494418569473,2.493331095788345,1.0402848907708977,0
NA,54.78007386341643,0.005478007386341644,5.478007386341643e-5,6.585962227234294,4.9579149348066265,15.785084030858169,122.43682558930632,59.91279456854567,0,6.585962227234294e-4,4.957914934806627e-4,0.0015785084030858168,0.012243682558930633,0.005991279456854568,0,6.585962227234294e-6,4.957914934806627e-6,1.5785084030858168e-5,1.2243682558930633e-4,5.991279456854567e-5,0,0.09050580959726766,1.093696856231459,2.2350613453822454,0.2881537558750877,0.12022550834186757,0
NA,12.32148024497284,0.001232148024497284,1.2321480244972839e-5,6.585962227234294,4.9579149348066265,15.785084030858169,122.43682558930632,59.91279456854567,0,6.585962227234294e-4,4.957914934806627e-4,0.0015785084030858168,0.012243682558930633,0.005991279456854568,0,6.585962227234294e-6,4.957914934806627e-6,1.5785084030858168e-5,1.2243682558930633e-4,5.991279456854567e-5,0,0.40237981445690785,4.862467282937866,9.936860113804956,1.2811028964883078,0.5345106347852454,0
NA,65.49684437199156,0.006549684437199156,6.549684437199155e-5,6.585962227234294,4.9579149348066265,15.785084030858169,122.43682558930632,59.91279456854567,0,6.585962227234294e-4,4.957914934806627e-4,0.0015785084030858168,0.012243682558930633,0.005991279456854568,0,6.585962227234294e-6,4.957914934806627e-6,1.5785084030858168e-5,1.2243682558930633e-4,5.991279456854567e-5,0,0.07569700467778233,0.914743223784476,1.8693545736939967,0.24100526036348022,0.10055388607471068,0
NA,0.13795139995975125,1.3795139995975125e-5,1.3795139995975125e-7,6.585962227234294,4.9579149348066265,15.785084030858169,122.43682558930632,59.91279456854567,0,6.585962227234294e-4,4.957914934806627e-4,0.0015785084030858168,0.012243682558930633,0.005991279456854568,0,6.585962227234294e-6,4.957914934806627e-6,1.5785084030858168e-5,1.2243682558930633e-4,5.991279456854567e-5,0,35.93957680931944,434.303635816859,887.5359410997535,114.42496441111602,47.74117717656955,0
11057,51871456.945299275,5187.145694529928,51.87145694529927,7500609.171456799,17573051.632060673,8345175.554811279,18138867.967747204,313752.35603130865,0.2631920175626874,750.0609171456799,1757.3051632060674,834.5175554811279,1813.8867967747203,31.375235603130868,2.6319201756268742e-5,7.500609171456799,17.573051632060672,8.345175554811279,18.138867967747203,0.3137523560313087,2.631920175626874e-7,0.33878076049786354,0.006048651310530458,0.34968880837250116,0.1608818422742903,0.144599932470887,5.073927609942302e-9
12035,36172286.8306549,3617.22868306549,36.1722868306549,12227782.1851291,516538.13586055115,2943423.292612174,20484203.746969327,339.73200764278306,0,1222.77821851291,51.653813586055115,294.3423292612174,2048.420374696933,0.03397320076427831,0,12.227782185129099,0.5165381358605511,2.9434232926121737,20.484203746969325,3.3973200764278303e-4,0,0.01427994138935117,9.392052242460675e-6,0.5662955135479463,0.08137233087839262,0.3380428293730777,0
73098,26792351.39417745,2679.2351394177454,26.79235139417745,6223529.322113412,740355.3230613238,627834.8659044474,19200632.29933329,0,0,622.3529322113413,74.03553230613238,62.78348659044474,1920.063229933329,0,0,6.2235293221134125,0.7403553230613238,0.6278348659044473,19.20063229933329,0,0,0.027633084986419625,0,0.7166460314306715,0.023433361882559112,0.23228753723594106,0
11001,3509670.5820886428,350.9670582088643,3.5096705820886425,2967876.2113131285,3946472.378908868,583195.7865894332,3535470.857211228,0,0,296.78762113131285,394.6472378908868,58.31957865894332,353.5470857211228,0,0,2.9678762113131283,3.9464723789088674,0.5831957865894332,3.535470857211228,0,0,1.1244566367708162,0,1.0073511956518812,0.1661682408502188,0.8456281414157432,0
11001,7523344.386168144,752.3344386168144,7.5233443861681435,2967876.2113131285,3946472.378908868,583195.7865894332,3535470.857211228,0,0,296.78762113131285,394.6472378908868,58.31957865894332,353.5470857211228,0,0,2.9678762113131283,3.9464723789088674,0.5831957865894332,3.535470857211228,0,0,0.5245635685858746,0,0.46993340670557093,0.07751815637492991,0.3944889478633522,0
38014,49567578.49238917,4956.7578492389175,49.56757849238917,16133743.199505556,4761975.312198786,731626.8940160356,21258055.87235625,4171246.288055529,2510930.9262570105,1613.3743199505557,476.19753121987867,73.16268940160356,2125.8055872356254,417.1246288055529,251.09309262570108,16.133743199505556,4.7619753121987864,0.7316268940160355,21.258055872356252,4.171246288055529,2.5109309262570103,0.09607036407739711,0.08415271463575734,0.4288701711668305,0.014760190355644928,0.325489840137799,0.05065671962657103
73109,50695844.907441586,5069.584490744159,50.69584490744158,6655294.002975569,8830597.335168255,10636546.963507159,24572826.376292605,579.3186286839118,0.9108693124726415,665.529400297557,883.0597335168255,1063.6546963507158,2457.2826376292605,0.057931862868391186,9.108693124726415e-5,6.65529400297557,8.830597335168255,10.636546963507158,24.572826376292603,5.793186286839118e-4,9.108693124726414e-7,0.17418779293038317,1.142733945437951e-5,0.484710855912485,0.2098110206650453,0.13127888518529546,1.7967336655216413e-8
31043,60514499.519398175,6051.449951939818,60.51449951939817,14674377.593455998,1426866.2489117205,3394113.869280028,34393617.02524179,4586878.497521644,2038646.2849869858,1467.4377593456,142.68662489117204,339.41138692800286,3439.3617025241797,458.6878497521644,203.8646284986986,14.674377593455999,1.4268662489117205,3.394113869280028,34.393617025241795,4.586878497521644,2.038646284986986,0.0235789151400704,0.07579800765023763,0.5683533252095521,0.05608761365021338,0.24249357939004462,0.03368855895988183
24045,39968181.51282602,3996.818151282602,39.968181512826014,9902991.714842914,3832747.695983423,1643971.0397116789,24301468.031757068,287003.4617743704,0,990.2991714842914,383.2747695983423,164.3971039711679,2430.1468031757067,28.70034617743704,0,9.902991714842912,3.8327476959834224,1.643971039711679,24.301468031757068,0.28700346177437036,0,0.09589497322397499,0.007180798598061544,0.6080203579929847,0.041131994939127246,0.2477718860355202,0
42010,32582188.54452985,3258.2188544529854,32.58218854452985,8083691.103128683,74551.74715639003,5657573.269589811,18766372.094115663,0,0.33053930569440126,808.3691103128684,7.455174715639004,565.7573269589811,1876.6372094115663,0,3.3053930569440126e-5,8.083691103128682,0.07455174715639003,5.65757326958981,18.76637209411566,0,3.305393056944012e-7,0.002288113551810698,0,0.5759702749392599,0.17364006293983733,0.24810153842430682,1.0144785248009214e-8
24109,21897265.318028267,2189.7265318028267,21.897265318028268,11471397.70641507,1376667.9473419695,0,9049199.548304642,0,0.11596658453345299,1147.1397706415073,137.66679473419694,0,904.9199548304642,0,1.15966584533453e-5,11.471397706415072,1.3766679473419694,0,9.049199548304642,0,1.1596658453345298e-7,0.06286940069217424,0,0.41325706278282764,0,0.5238735312290589,5.295939143504663e-9
23050,35104992.234323174,3510.4992234323176,35.10499223432317,11521878.245998671,1229216.7785444944,1120347.0155035537,21233550.199403062,0,0,1152.1878245998673,122.92167785444946,112.03470155035536,2123.355019940306,0,0,11.521878245998671,1.2292167785444945,1.1203470155035535,21.23355019940306,0,0,0.035015440833587576,0,0.6048584217786096,0.03191417927186316,0.3282119582619761,0
23039,12503050.377286866,1250.3050377286868,12.503050377286865,5259479.4272866035,3839.0482868914446,351974.03160311515,9364461.653772682,428808.3710618323,0,525.9479427286603,0.38390482868914444,35.197403160311524,936.4461653772682,42.88083710618323,0,5.259479427286603,0.0038390482868914445,0.3519740316031152,9.36446165377268,0.4288083710618323,0,3.0704893374383966e-4,0.03429630035249708,0.7489741600005253,0.028151052821678922,0.42065570149513376,0
23039,2905512.044294,290.5512044294,2.905512044294,5259479.4272866035,3839.0482868914446,351974.03160311515,9364461.653772682,428808.3710618323,0,525.9479427286603,0.38390482868914444,35.197403160311524,936.4461653772682,42.88083710618323,0,5.259479427286603,0.0038390482868914445,0.3519740316031152,9.36446165377268,0.4288083710618323,0,0.0013212983558029893,0.1475844410639939,3.2229987386089527,0.12114010413219266,1.8101729908900053,0
37020,2990333.5953594106,299.0333595359411,2.9903335953594103,5667594.622589101,0,706410.9782528006,28561710.921885423,0,0,566.7594622589102,0,70.64109782528007,2856.1710921885424,0,0,5.667594622589101,0,0.7064109782528006,28.56171092188542,0,0,0,0,9.551346032499284,0.2362314958267713,1.8953051363180462,0
37020,31945382.325512845,3194.5382325512846,31.945382325512842,5667594.622589101,0,706410.9782528006,28561710.921885423,0,0,566.7594622589102,0,70.64109782528007,2856.1710921885424,0,0,5.667594622589101,0,0.7064109782528006,28.56171092188542,0,0,0,0,0.8940794832521041,0.022113085736608414,0.17741514453757956,0
24086,31114980.747219037,3111.498074721904,31.114980747219036,10261780.326502683,11435453.404121991,522234.08599141974,8706787.646100545,288273.4243717,0,1026.1780326502683,1143.5453404121993,52.223408599141976,870.6787646100546,28.82734243717,0,10.261780326502683,11.435453404121992,0.5222340859914197,8.706787646100546,0.28827342437169995,0,0.36752243226581643,0.009264779133680325,0.2798262263709976,0.016784008006757178,0.32980191792083463,0
24086,99543.51129077155,9.954351129077155,0.09954351129077155,10261780.326502683,11435453.404121991,522234.08599141974,8706787.646100545,288273.4243717,0,1026.1780326502683,1143.5453404121993,52.223408599141976,870.6787646100546,28.82734243717,0,10.261780326502683,11.435453404121992,0.5222340859914197,8.706787646100546,0.28827342437169995,0,114.87894344733795,2.895953946507261,87.46715414395605,5.246289579498034,103.08839012647958,0
44034,60631501.785599016,6063.150178559902,60.63150178559901,15481785.50602762,711935.2029299107,6140227.304340233,37822115.491028085,475438.2202579433,0.06101521849632263,1548.1785506027622,71.19352029299108,614.0227304340233,3782.211549102809,47.543822025794334,6.101521849632263e-6,15.48178550602762,0.7119352029299107,6.1402273043402325,37.822115491028086,0.4754382202579433,6.101521849632263e-8,0.011742001797141815,0.007841438959225447,0.6238030458947244,0.10127123893537862,0.255342273407201,1.006328669081635e-9
12005,29196691.15700636,2919.669115700636,29.19669115700636,9996448.964201119,2783123.4004817125,4829015.445323068,11588103.28883585,0,0.05816461145877838,999.644896420112,278.3123400481713,482.9015445323068,1158.810328883585,0,5.816461145877839e-6,9.996448964201118,2.7831234004817125,4.829015445323067,11.588103288835848,0,5.816461145877838e-8,0.09532324692258298,0,0.3968978274462803,0.16539598337889888,0.34238294026007327,1.9921644937775955e-9
24048,18537757.475431222,1853.7757475431224,18.53775747543122,11755200.929838713,224255.82453018866,0,6294014.096988169,264286.3094638347,0.3146103173494339,1175.5200929838713,22.42558245301887,0,629.4014096988169,26.428630946383468,3.146103173494339e-5,11.755200929838713,0.22425582453018866,0,6.294014096988168,0.2642863094638347,3.146103173494339e-7,0.012097246650648182,0.014256649425590077,0.33952402847700747,0,0.6341220584754287,1.6971325564400044e-8
35006,45761791.73193965,4576.179173193966,45.76179173193965,7983404.5676064035,2253596.5496677253,3255578.4959945735,32269212.616463955,0,0,798.3404567606403,225.35965496677258,325.55784959945737,3226.9212616463956,0,0,7.983404567606402,2.2535965496677255,3.2555784959945733,32.26921261646395,0,0,0.049246248111714935,0,0.7051562317640092,0.0711418494071404,0.17445568159505323,0
31006,90430177.52116445,9043.017752116446,90.43017752116444,8065373.770479715,1356307.87599582,17976041.587335885,61358288.90924494,1674166.0922254017,0,806.5373770479716,135.630787599582,1797.6041587335887,6135.828890924495,167.4166092225402,0,8.065373770479715,1.35630787599582,17.976041587335885,61.35828890924494,1.6741660922254016,0,0.01499839891034591,0.018513356250280243,0.6785156304142446,0.19878365917316415,0.08918896314885681,0
73042,59076633.73267526,5907.663373267526,59.07663373267526,17141122.878921535,18793186.49444618,1375337.9045773407,18791602.34170576,2975383.4221374346,0.6908870115876198,1714.1122878921537,1879.3186494446181,137.53379045773409,1879.1602341705764,297.5383422137435,6.908870115876198e-5,17.141122878921536,18.79318649444618,1.3753379045773406,18.79160234170576,2.9753834221374347,6.908870115876197e-7,0.31811539194136035,0.05036480980959738,0.3180885767245762,0.02328057334479845,0.29015063648490835,1.1694759297117677e-8
73028,1334326.959222788,133.4326959222788,1.334326959222788,260306.12838721415,0,0,1074020.5344437915,0,0.2963917823508382,26.030612838721417,0,0,107.40205344437915,0,2.963917823508382e-5,0.2603061283872141,0,0,1.0740205344437914,0,2.9639178235083816e-7,0,0,0.804915562126828,0,0.19508421574486956,2.221283024390656e-7
44021,2982436.168607264,298.2436168607264,2.9824361686072636,99206718.39553015,5765079.888223866,7984154.883032074,38395715.47499667,6425113.769315948,0,9920.671839553015,576.5079888223867,798.4154883032074,3839.5715474996673,642.5113769315948,0,99.20671839553015,5.765079888223866,7.984154883032074,38.39571547499667,6.4251137693159475,0,1.9330103185128817,2.1543172782525444,12.873943750798421,2.677058093337337,33.263651856079,0
