"afschotjaar","gemeente_afschot_locatie","UTM5","aantal","wildsoort","dataSource"
2016,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2016,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2016,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2016,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2016,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2016,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2016,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2017,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2017,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2018,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2018,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2018,"Zonhoven","FS65C",5,"Wild zwijn","waarnemingen.be"
2018,"Zonhoven","FS65C",2,"Wild zwijn","waarnemingen.be"
2018,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2018,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2018,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2018,"Zonhoven","FS65C",11,"Wild zwijn","waarnemingen.be"
2019,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2019,"Zonhoven","FS65C",2,"Wild zwijn","waarnemingen.be"
2019,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2019,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2019,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2019,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2019,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2020,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2020,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2020,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2020,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2020,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2020,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2020,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2020,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2020,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2020,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2020,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2020,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2020,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2020,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2021,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2021,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2021,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2021,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2021,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2021,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2021,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2022,"Zonhoven","FS65C",1,"Wild zwijn","waarnemingen.be"
2011,"Zonhoven","FS65D",1,"Wild zwijn","waarnemingen.be"
2014,"Zonhoven","FS65D",1,"Wild zwijn","waarnemingen.be"
2017,"Zonhoven","FS65D",1,"Wild zwijn","waarnemingen.be"
2017,"Zonhoven","FS65D",1,"Wild zwijn","waarnemingen.be"
2018,"Zonhoven","FS65D",5,"Wild zwijn","waarnemingen.be"
2018,"Zonhoven","FS65D",7,"Wild zwijn","waarnemingen.be"
2018,"Zonhoven","FS65D",9,"Wild zwijn","waarnemingen.be"
2018,"Zonhoven","FS65D",2,"Wild zwijn","waarnemingen.be"
2018,"Zonhoven","FS65D",9,"Wild zwijn","waarnemingen.be"
2018,"Zonhoven","FS65D",18,"Wild zwijn","waarnemingen.be"
2018,"Zonhoven","FS65D",8,"Wild zwijn","waarnemingen.be"
2018,"Zonhoven","FS65D",1,"Wild zwijn","waarnemingen.be"
2018,"Zonhoven","FS65D",1,"Wild zwijn","waarnemingen.be"
2019,"Zonhoven","FS65D",11,"Wild zwijn","waarnemingen.be"
2019,"Zonhoven","FS65D",7,"Wild zwijn","waarnemingen.be"
2019,"Zonhoven","FS65D",1,"Wild zwijn","waarnemingen.be"
2020,"Zonhoven","FS65D",7,"Wild zwijn","waarnemingen.be"
2018,"Zonhoven","FS65D",1,"Wild zwijn","waarnemingen.be"
2021,"Zonhoven","FS65D",1,"Wild zwijn","waarnemingen.be"
2021,"Zonhoven","FS65D",1,"Wild zwijn","waarnemingen.be"
2021,"Zonhoven","FS65D",1,"Wild zwijn","waarnemingen.be"
2022,"Zonhoven","FS65D",2,"Wild zwijn","waarnemingen.be"
2022,"Zonhoven","FS65D",1,"Wild zwijn","waarnemingen.be"
2009,"Zonhoven","FS75C",1,"Wild zwijn","waarnemingen.be"
2009,"Zonhoven","FS75C",1,"Wild zwijn","waarnemingen.be"
2014,"Zonhoven","FS75C",3,"Wild zwijn","waarnemingen.be"
2015,"Zonhoven","FS75C",1,"Wild zwijn","waarnemingen.be"
2015,"Zonhoven","FS75C",1,"Wild zwijn","waarnemingen.be"
2015,"Zonhoven","FS75C",1,"Wild zwijn","waarnemingen.be"
2016,"Zonhoven","FS75C",1,"Wild zwijn","waarnemingen.be"
2019,"Zonhoven","FS75C",1,"Wild zwijn","waarnemingen.be"
2019,"Zonhoven","FS75C",12,"Wild zwijn","waarnemingen.be"
2020,"Zonhoven","FS75C",12,"Wild zwijn","waarnemingen.be"
2020,"Zonhoven","FS75C",3,"Wild zwijn","waarnemingen.be"
2010,"Jabbeke","ES06B",7,"Wild zwijn","waarnemingen.be"
2011,"Jabbeke","ES06B",1,"Wild zwijn","waarnemingen.be"
2011,"Jabbeke","ES06B",4,"Wild zwijn","waarnemingen.be"
2009,"Jabbeke","ES06B",1,"Wild zwijn","waarnemingen.be"
2009,"Jabbeke","ES06B",1,"Wild zwijn","waarnemingen.be"
2011,"Jabbeke","ES06B",6,"Wild zwijn","waarnemingen.be"
2011,"Jabbeke","ES06B",4,"Wild zwijn","waarnemingen.be"
2012,"Jabbeke","ES06B",3,"Wild zwijn","waarnemingen.be"
2012,"Jabbeke","ES06B",1,"Wild zwijn","waarnemingen.be"
2012,"Jabbeke","ES06B",1,"Wild zwijn","waarnemingen.be"
2012,"Jabbeke","ES06B",1,"Wild zwijn","waarnemingen.be"
2012,"Jabbeke","ES06B",8,"Wild zwijn","waarnemingen.be"
2012,"Jabbeke","ES06B",8,"Wild zwijn","waarnemingen.be"
2013,"Jabbeke","ES06B",1,"Wild zwijn","waarnemingen.be"
2013,"Jabbeke","ES06B",1,"Wild zwijn","waarnemingen.be"
2013,"Jabbeke","ES06B",6,"Wild zwijn","waarnemingen.be"
2013,"Jabbeke","ES06B",9,"Wild zwijn","waarnemingen.be"
2014,"Jabbeke","ES06B",6,"Wild zwijn","waarnemingen.be"
2014,"Jabbeke","ES06B",5,"Wild zwijn","waarnemingen.be"
2014,"Jabbeke","ES06B",1,"Wild zwijn","waarnemingen.be"
2015,"Jabbeke","ES06B",7,"Wild zwijn","waarnemingen.be"
2015,"Jabbeke","ES06B",1,"Wild zwijn","waarnemingen.be"
2015,"Jabbeke","ES06B",4,"Wild zwijn","waarnemingen.be"
2015,"Jabbeke","ES06B",7,"Wild zwijn","waarnemingen.be"
2015,"Jabbeke","ES06B",4,"Wild zwijn","waarnemingen.be"
2015,"Jabbeke","ES06B",3,"Wild zwijn","waarnemingen.be"
2015,"Jabbeke","ES06B",1,"Wild zwijn","waarnemingen.be"
2015,"Jabbeke","ES06B",4,"Wild zwijn","waarnemingen.be"
2015,"Jabbeke","ES06B",1,"Wild zwijn","waarnemingen.be"
2015,"Jabbeke","ES06B",2,"Wild zwijn","waarnemingen.be"
2015,"Jabbeke","ES06B",2,"Wild zwijn","waarnemingen.be"
2016,"Jabbeke","ES06B",7,"Wild zwijn","waarnemingen.be"
2016,"Jabbeke","ES06B",1,"Wild zwijn","waarnemingen.be"
2016,"Jabbeke","ES06B",1,"Wild zwijn","waarnemingen.be"
2016,"Jabbeke","ES06B",1,"Wild zwijn","waarnemingen.be"
2016,"Jabbeke","ES06B",3,"Wild zwijn","waarnemingen.be"
2016,"Jabbeke","ES06B",2,"Wild zwijn","waarnemingen.be"
2016,"Jabbeke","ES06B",5,"Wild zwijn","waarnemingen.be"
2016,"Jabbeke","ES06B",5,"Wild zwijn","waarnemingen.be"
2016,"Jabbeke","ES06B",3,"Wild zwijn","waarnemingen.be"
2016,"Jabbeke","ES06B",3,"Wild zwijn","waarnemingen.be"
2016,"Jabbeke","ES06B",3,"Wild zwijn","waarnemingen.be"
2016,"Jabbeke","ES06B",1,"Wild zwijn","waarnemingen.be"
2016,"Jabbeke","ES06B",2,"Wild zwijn","waarnemingen.be"
2017,"Jabbeke","ES06B",1,"Wild zwijn","waarnemingen.be"
2018,"Jabbeke","ES06B",6,"Wild zwijn","waarnemingen.be"
2018,"Jabbeke","ES06B",1,"Wild zwijn","waarnemingen.be"
2018,"Jabbeke","ES06B",5,"Wild zwijn","waarnemingen.be"
2016,"Jabbeke","ES06B",1,"Wild zwijn","waarnemingen.be"
2008,"Laakdal","FS35B",2,"Wild zwijn","waarnemingen.be"
2013,"Laakdal","FS35B",2,"Wild zwijn","waarnemingen.be"
2020,"Laakdal","FS35B",1,"Wild zwijn","waarnemingen.be"
2021,"Laakdal","FS35B",1,"Wild zwijn","waarnemingen.be"
2014,"Laakdal","FS36D",1,"Wild zwijn","waarnemingen.be"
2014,"Laakdal","FS36D",1,"Wild zwijn","waarnemingen.be"
2014,"Laakdal","FS36D",1,"Wild zwijn","waarnemingen.be"
2014,"Laakdal","FS36D",1,"Wild zwijn","waarnemingen.be"
2010,"Ronse","ES42C",1,"Wild zwijn","waarnemingen.be"
2014,"Ronse","ES42C",7,"Wild zwijn","waarnemingen.be"
2016,"Lommel","FS57B",1,"Wild zwijn","waarnemingen.be"
2018,"Lommel","FS57B",1,"Wild zwijn","waarnemingen.be"
2018,"Lommel","FS57D",1,"Wild zwijn","waarnemingen.be"
2018,"Lommel","FS57D",1,"Wild zwijn","waarnemingen.be"
2020,"Lommel","FS57D",1,"Wild zwijn","waarnemingen.be"
2020,"Lommel","FS57D",1,"Wild zwijn","waarnemingen.be"
2020,"Lommel","FS57D",1,"Wild zwijn","waarnemingen.be"
2020,"Lommel","FS57D",1,"Wild zwijn","waarnemingen.be"
2021,"Lommel","FS57D",1,"Wild zwijn","waarnemingen.be"
2021,"Lommel","FS57D",1,"Wild zwijn","waarnemingen.be"
2018,"Lommel","FS57D",1,"Wild zwijn","waarnemingen.be"
2012,"Lommel","FS58D",1,"Wild zwijn","waarnemingen.be"
2012,"Lommel","FS58D",2,"Wild zwijn","waarnemingen.be"
2014,"Lommel","FS58D",1,"Wild zwijn","waarnemingen.be"
2015,"Lommel","FS58D",3,"Wild zwijn","waarnemingen.be"
2016,"Lommel","FS58D",1,"Wild zwijn","waarnemingen.be"
2016,"Lommel","FS58D",2,"Wild zwijn","waarnemingen.be"
2016,"Lommel","FS58D",7,"Wild zwijn","waarnemingen.be"
2016,"Lommel","FS58D",8,"Wild zwijn","waarnemingen.be"
2017,"Lommel","FS58D",1,"Wild zwijn","waarnemingen.be"
2017,"Lommel","FS58D",1,"Wild zwijn","waarnemingen.be"
2019,"Lommel","FS58D",2,"Wild zwijn","waarnemingen.be"
2019,"Lommel","FS58D",1,"Wild zwijn","waarnemingen.be"
2019,"Lommel","FS58D",1,"Wild zwijn","waarnemingen.be"
2019,"Lommel","FS58D",4,"Wild zwijn","waarnemingen.be"
2019,"Lommel","FS58D",1,"Wild zwijn","waarnemingen.be"
2012,"Lommel","FS58D",1,"Wild zwijn","waarnemingen.be"
2015,"Lommel","FS58D",1,"Wild zwijn","waarnemingen.be"
2015,"Lommel","FS58D",1,"Wild zwijn","waarnemingen.be"
2019,"Lommel","FS58D",4,"Wild zwijn","waarnemingen.be"
2015,"Lommel","FS67C",1,"Wild zwijn","waarnemingen.be"
2017,"Lommel","FS67C",1,"Wild zwijn","waarnemingen.be"
2018,"Lommel","FS67C",1,"Wild zwijn","waarnemingen.be"
2018,"Lommel","FS67C",1,"Wild zwijn","waarnemingen.be"
2019,"Lommel","FS67C",1,"Wild zwijn","waarnemingen.be"
2019,"Lommel","FS67C",1,"Wild zwijn","waarnemingen.be"
2020,"Lommel","FS67C",1,"Wild zwijn","waarnemingen.be"
2018,"Lommel","FS67C",2,"Wild zwijn","waarnemingen.be"
2021,"Lommel","FS67C",1,"Wild zwijn","waarnemingen.be"
2021,"Lommel","FS67C",1,"Wild zwijn","waarnemingen.be"
2021,"Lommel","FS67C",1,"Wild zwijn","waarnemingen.be"
2021,"Lommel","FS67C",6,"Wild zwijn","waarnemingen.be"
2021,"Lommel","FS67C",1,"Wild zwijn","waarnemingen.be"
2020,"Lommel","FS68C",6,"Wild zwijn","waarnemingen.be"
2021,"Lommel","FS68C",1,"Wild zwijn","waarnemingen.be"
2021,"Lommel","FS68C",1,"Wild zwijn","waarnemingen.be"
2021,"Lommel","FS68C",1,"Wild zwijn","waarnemingen.be"
2014,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2014,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2014,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2014,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2014,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2015,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2015,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2016,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2016,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2016,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Lommel","FS68D",9,"Wild zwijn","waarnemingen.be"
2018,"Lommel","FS68D",5,"Wild zwijn","waarnemingen.be"
2018,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2019,"Lommel","FS68D",6,"Wild zwijn","waarnemingen.be"
2019,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2020,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2020,"Lommel","FS68D",2,"Wild zwijn","waarnemingen.be"
2020,"Lommel","FS68D",13,"Wild zwijn","waarnemingen.be"
2020,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2020,"Lommel","FS68D",17,"Wild zwijn","waarnemingen.be"
2020,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2020,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2021,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2021,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2021,"Lommel","FS68D",5,"Wild zwijn","waarnemingen.be"
2021,"Lommel","FS68D",2,"Wild zwijn","waarnemingen.be"
2021,"Lommel","FS68D",4,"Wild zwijn","waarnemingen.be"
2021,"Lommel","FS68D",2,"Wild zwijn","waarnemingen.be"
2021,"Lommel","FS68D",11,"Wild zwijn","waarnemingen.be"
2021,"Lommel","FS68D",2,"Wild zwijn","waarnemingen.be"
2021,"Lommel","FS68D",4,"Wild zwijn","waarnemingen.be"
2021,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2021,"Lommel","FS68D",8,"Wild zwijn","waarnemingen.be"
2021,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2022,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2022,"Lommel","FS68D",1,"Wild zwijn","waarnemingen.be"
2021,"Ravels","FS39B",1,"Wild zwijn","waarnemingen.be"
2017,"Ravels","FS39D",1,"Wild zwijn","waarnemingen.be"
2014,"Ravels","FS49A",6,"Wild zwijn","waarnemingen.be"
2014,"Ravels","FS49A",1,"Wild zwijn","waarnemingen.be"
2015,"Ravels","FS49A",1,"Wild zwijn","waarnemingen.be"
2015,"Ravels","FS49A",1,"Wild zwijn","waarnemingen.be"
2015,"Ravels","FS49A",1,"Wild zwijn","waarnemingen.be"
2016,"Ravels","FS49A",1,"Wild zwijn","waarnemingen.be"
2016,"Ravels","FS49A",1,"Wild zwijn","waarnemingen.be"
2016,"Ravels","FS49A",1,"Wild zwijn","waarnemingen.be"
2016,"Ravels","FS49A",1,"Wild zwijn","waarnemingen.be"
2017,"Ravels","FS49A",1,"Wild zwijn","waarnemingen.be"
2017,"Ravels","FS49A",1,"Wild zwijn","waarnemingen.be"
2017,"Ravels","FS49A",1,"Wild zwijn","waarnemingen.be"
2019,"Ravels","FS49A",5,"Wild zwijn","waarnemingen.be"
2019,"Ravels","FS49A",4,"Wild zwijn","waarnemingen.be"
2019,"Ravels","FS49A",1,"Wild zwijn","waarnemingen.be"
2020,"Ravels","FS49A",3,"Wild zwijn","waarnemingen.be"
2020,"Ravels","FS49A",2,"Wild zwijn","waarnemingen.be"
2015,"Ravels","FS49C",1,"Wild zwijn","waarnemingen.be"
2016,"Ravels","FS49C",1,"Wild zwijn","waarnemingen.be"
2016,"Ravels","FS49C",1,"Wild zwijn","waarnemingen.be"
2018,"Ravels","FS49C",1,"Wild zwijn","waarnemingen.be"
2018,"Ravels","FS49C",1,"Wild zwijn","waarnemingen.be"
2019,"Ravels","FS49C",15,"Wild zwijn","waarnemingen.be"
2019,"Ravels","FS49C",15,"Wild zwijn","waarnemingen.be"
2019,"Ravels","FS49C",8,"Wild zwijn","waarnemingen.be"
2019,"Ravels","FS49C",1,"Wild zwijn","waarnemingen.be"
2019,"Ravels","FS49C",1,"Wild zwijn","waarnemingen.be"
2019,"Ravels","FS49C",1,"Wild zwijn","waarnemingen.be"
2019,"Ravels","FS49C",9,"Wild zwijn","waarnemingen.be"
2019,"Ravels","FS49C",1,"Wild zwijn","waarnemingen.be"
2020,"Ravels","FS49C",3,"Wild zwijn","waarnemingen.be"
2020,"Ravels","FS49C",2,"Wild zwijn","waarnemingen.be"
2021,"Ravels","FS49C",9,"Wild zwijn","waarnemingen.be"
2021,"Ravels","FS49C",1,"Wild zwijn","waarnemingen.be"
2021,"Ravels","FS49C",1,"Wild zwijn","waarnemingen.be"
2022,"Ravels","FS49C",1,"Wild zwijn","waarnemingen.be"
2015,"Schilde","FS17A",1,"Wild zwijn","waarnemingen.be"
2010,"Oosterzele","ES54C",1,"Wild zwijn","waarnemingen.be"
2011,"Oosterzele","ES54C",1,"Wild zwijn","waarnemingen.be"
2014,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2014,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2014,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2014,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2014,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2014,"Neerpelt","FS68D",2,"Wild zwijn","waarnemingen.be"
2014,"Neerpelt","FS68D",2,"Wild zwijn","waarnemingen.be"
2014,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2014,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2014,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2014,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2014,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2014,"Neerpelt","FS68D",2,"Wild zwijn","waarnemingen.be"
2014,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2014,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2014,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2014,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2015,"Neerpelt","FS68D",2,"Wild zwijn","waarnemingen.be"
2015,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2015,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2015,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2015,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2015,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2015,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2015,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2016,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2016,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2016,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2016,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2016,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2016,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2016,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2016,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2016,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2016,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2016,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2016,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2016,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2016,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2016,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2016,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2016,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",4,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",2,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",2,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",10,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",4,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",6,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",8,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",3,"Wild zwijn","waarnemingen.be"
2017,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",9,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",3,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",10,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",4,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",4,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",9,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",6,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",18,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2018,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2019,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2019,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2019,"Neerpelt","FS68D",1,"Wild zwijn","waarnemingen.be"
2019,"Neerpelt","FS68D",7,"Wild zwijn","waarnemingen.be"
2019,"Neerpelt","FS68D",2,"Wild zwijn","waarnemingen.be"
2019,"Neerpelt","FS68D",2,"Wild zwijn","waarnemingen.be"
