TAG,Area_m2,Area_ha,Area_km2,Area_hab_m2_bebouwd,Area_hab_m2_bos,Area_hab_m2_grasland,Area_hab_m2_landbouw,Area_hab_m2_water,Area_hab_m2_andere,Area_hab_ha_bebouwd,Area_hab_ha_bos,Area_hab_ha_grasland,Area_hab_ha_landbouw,Area_hab_ha_water,Area_hab_ha_andere,Area_hab_km2_bebouwd,Area_hab_km2_bos,Area_hab_km2_grasland,Area_hab_km2_landbouw,Area_hab_km2_water,Area_hab_km2_andere,perc_bos,perc_water,perc_landbouw,perc_grasland,perc_bebouwd,perc_andere,densiteit_bos,gem_opp_bos_m2,perimeter_bos_m,gem_opp_bos_ha,gem_opp_bos_km2
DS74D,25018125.9466382,2501.81259466382,25.0181259466382,201614.52447530063,328361.967447704,5607225.455735262,18879255.199890416,0,1668.7990895165713,20.161452447530063,32.836196744770405,560.7225455735262,1887.9255199890415,0,0.16687990895165714,0.20161452447530062,0.32836196744770396,5.607225455735262,18.879255199890416,0,0.0016687990895165711,0.013124962603037318,0,0.7546230776900901,0.22412651801717906,0.00805873808874931,6.670360094421122e-5,1,328361.967447704,2436.78400454209,32.836196744770405,0.32836196744770396
DS75A,25018999.17063399,2501.8999170633992,25.01899917063399,2033767.6527837117,2637260.886743782,997958.6574482678,19096107.73700414,0,253904.23665409232,203.37676527837118,263.7260886743782,99.79586574482678,1909.610773700414,0,25.390423665409234,2.0337676527837116,2.637260886743782,0.9979586574482676,19.09610773700414,0,0.2539042366540923,0.10541032711809123,0,0.7632642539681669,0.03988803271633744,0.08128892922187084,0.010148456975533697,5,527452.1773487565,18177.7199464831,52.74521773487565,0.5274521773487565
DS75B,25019155.07197097,2501.915507197097,25.019155071970967,6614735.436838942,0,1259686.6484765995,17143021.22694464,0,1711.7597107877955,661.4735436838943,0,125.96866484765997,1714.302122694464,0,0.17117597107877955,6.6147354368389415,0,1.2596866484765994,17.14302122694464,0,0.0017117597107877954,0,0,0.6851958500449128,0.05034888847576752,0.26438684351293096,6.84179663887005e-5,NA,NA,NA,NA,NA
DS75C,24737316.443869617,2473.7316443869618,24.737316443869616,252277.71735479677,0,0,24483342.87667998,0,1695.849834840803,25.227771735479678,0,0,2448.334287667998,0,0.1695849834840803,0.25227771735479676,0,0,24.483342876679977,0,0.001695849834840803,0,0,0.9897331803243121,0,0.01019826535862244,6.855431706542554e-5,NA,NA,NA,NA,NA
DS75D,25018780.947000615,2501.878094700062,25.018780947000614,846298.2784157391,0,2107395.8306851108,22063359.18754725,0,1727.6503525138833,84.62982784157391,0,210.73958306851108,2206.3359187547253,0,0.17276503525138834,0.8462982784157391,0,2.107395830685111,22.06335918754725,0,0.0017276503525138832,0,0,0.8818718719463557,0.08423255454170146,0.03382651937392648,6.905413801630503e-5,NA,NA,NA,NA,NA
DS76B,4024898.124259642,402.4898124259642,4.024898124259642,690803.3431036844,198938.67909825398,0,0,2393864.314288305,741291.7877693983,69.08033431036844,19.8938679098254,0,0,239.38643142883052,74.12917877693984,0.6908033431036844,0.19893867909825397,0,0,2.3938643142883054,0.7412917877693983,0.04942700981651496,0.5947639518773269,0,0,0.1716325039235009,0.1841765343826572,2,99469.33954912699,2596.35469240073,9.9469339549127,0.09946933954912698
DS76C,13932968.84812835,1393.296884812835,13.93296884812835,6913127.019798158,2793058.6028554896,0,682557.7493676705,3079506.884066662,464718.5920403702,691.3127019798158,279.305860285549,0,68.25577493676705,307.9506884066662,46.471859204037024,6.913127019798157,2.7930586028554893,0,0.6825577493676704,3.0795068840666615,0.4647185920403702,0.20046399538391904,0.2210230222742757,0.04898867978588498,0,0.49617042104610853,0.033353881509811674,5,558611.7205710979,23276.9192472328,55.8611720571098,0.5586117205710979
DS76D,24865348.58723839,2486.534858723839,24.86534858723839,9733848.183791215,3343485.748929482,465684.07546111627,8220611.379507909,1255709.0651062743,1846010.1344423965,973.3848183791215,334.34857489294825,46.56840754611163,822.0611379507909,125.57090651062745,184.60101344423967,9.733848183791215,3.343485748929482,0.46568407546111623,8.220611379507908,1.2557090651062741,1.8460101344423965,0.13446365882219946,0.050500360399159665,0.3306051130015914,0.0187282343469787,0.39146236577543514,0.07424026765463573,5,668697.1497858964,24084.6930716377,66.86971497858964,0.6686971497858963
DS81B,5815596.538480586,581.5596538480587,5.8155965384805866,0,0,712421.6952981155,5102742.865845059,0,431.97733741183765,0,0,71.24216952981155,510.2742865845059,0,0.04319773374118377,0,0,0.7124216952981154,5.102742865845058,0,4.319773374118376e-4,0,0,0.8774238089044307,0.12250191198515407,0,7.427911041516273e-5,NA,NA,NA,NA,NA
DS82A,21245459.661751878,2124.545966175188,21.245459661751877,1726941.2111655716,340299.8159705809,1285149.560151883,17891573.535121117,0,1495.5393427251838,172.69412111655717,34.02998159705809,128.5149560151883,1789.1573535121117,0,0.1495539342725184,1.7269412111655715,0.3402998159705809,1.2851495601518828,17.891573535121115,0,0.0014955393427251837,0.016017531340271323,0,0.842136335008616,0.060490550951247855,0.08128518933739887,7.039336246593891e-5,1,340299.8159705809,4459.51705293078,34.02998159705809,0.3402998159705809
DS82B,25017593.018826954,2501.7593018826956,25.017593018826954,1770561.7614826153,468011.4104688432,79903.35610269217,22387151.292634543,310277.62984492315,1687.5682933381759,177.05617614826153,46.80114104688432,7.990335610269217,2238.7151292634544,31.027762984492316,0.16875682933381758,1.770561761482615,0.46801141046884315,0.07990335610269217,22.38715129263454,0.31027762984492313,0.0016875682933381758,0.018707291709343973,0.012402377383444688,0.8948563227400463,0.003193886639796283,0.07077266626530304,6.745526206570708e-5,1,468011.4104688432,4155.28178504812,46.80114104688432,0.46801141046884315
DS82C,5592587.652896212,559.2587652896212,5.592587652896212,36294.59538570623,0,1436451.6019894874,4119436.753682057,0,404.70183896186063,3.629459538570623,0,143.64516019894876,411.94367536820573,0,0.04047018389618606,0.03629459538570622,0,1.436451601989487,4.119436753682057,0,4.0470183896186064e-4,0,0,0.7365886794011605,0.25684918880897606,0.006489767820967541,7.236396889591516e-5,NA,NA,NA,NA,NA
DS82D,22876484.939507503,2287.6484939507504,22.876484939507503,736400.9355916035,278332.54642586916,5066905.430138003,16793254.691128727,0,1591.3362233015941,73.64009355916035,27.83325464258692,506.6905430138004,1679.3254691128727,0,0.15913362233015943,0.7364009355916035,0.27833254642586913,5.066905430138004,16.793254691128723,0,0.001591336223301594,0.012166753203644111,0,0.7340836992892606,0.22148968443082348,0.03219030098106747,6.956209520429292e-5,1,278332.54642586916,5159.72339398048,27.83325464258692,0.27833254642586913
DS83A,25017968.869660147,2501.796886966015,25.017968869660145,439935.68262433325,290832.1417981083,658078.8187155465,23627421.888492607,0,1700.338029551378,43.99356826243333,29.08321417981083,65.80788187155466,2362.7421888492604,0,0.17003380295513781,0.4399356826243332,0.2908321417981083,0.6580788187155465,23.627421888492602,0,0.0017003380295513779,0.011624930197703099,0,0.9444180705311418,0.026304246445586297,0.01758478815431948,6.79646712492882e-5,1,290832.1417981083,4114.95899356703,29.08321417981083,0.2908321417981083
DS83B,25018062.707031164,2501.8062707031168,25.018062707031163,2112558.2304940075,299699.43408750586,1021774.2654526811,21582322.95797992,0,1707.8190170470625,211.25582304940076,29.969943408750588,102.17742654526812,2158.2322957979923,0,0.17078190170470625,2.1125582304940074,0.2996994340875058,1.0217742654526811,21.58232295797992,0,0.0017078190170470625,0.01197932220400412,0,0.8626696323658326,0.040841462323360396,0.08444131966702148,6.82634397813341e-5,1,299699.43408750586,2959.54098229995,29.969943408750588,0.2996994340875058
DS83C,25017719.139249858,2501.7719139249857,25.017719139249856,5118092.68476348,40911.60541575965,1421351.3884744085,18435644.145364173,0,1719.3152320347726,511.80926847634805,4.091160541575966,142.13513884744086,1843.5644145364174,0,0.17193152320347727,5.11809268476348,0.04091160541575965,1.4213513884744085,18.435644145364172,0,0.0017193152320347726,0.0016353051686304272,0,0.7369034740037839,0.056813787882224465,0.20457870904521408,6.872390014713089e-5,1,40911.60541575965,1613.20279360882,4.091160541575966,0.04091160541575965
DS83D,25017812.056597773,2501.7812056597772,25.017812056597773,2746974.747504889,143537.70386075118,2803437.6732880203,19301654.219047833,20462.888010729373,1744.8248855490237,274.6974747504889,14.35377038607512,280.343767328802,1930.1654219047834,2.0462888010729374,0.1744824885549024,2.746974747504889,0.14353770386075118,2.80343767328802,19.30165421904783,0.020462888010729374,0.0017448248855490237,0.005737420344194207,8.179327578461378e-4,0.7715164769557673,0.11205766783065625,0.10980075880698163,6.974330455443938e-5,1,143537.70386075118,2188.19756254734,14.35377038607512,0.14353770386075118
DS84A,25018562.428663418,2501.8562428663417,25.018562428663415,490318.6572868966,0,3680386.5081117507,20846142.222413164,0,1715.0408516067546,49.03186572868966,0,368.0386508111751,2084.6142222413164,0,0.17150408516067547,0.4903186572868966,0,3.6803865081117504,20.846142222413164,0,0.0017150408516067544,0,0,0.8332270202116021,0.14710623436521608,0.01959819468784287,6.855073533888806e-5,NA,NA,NA,NA,NA
DS84B,25018656.105544973,2501.8656105544974,25.018656105544974,54288.57553838511,194759.89228302316,13294854.446995903,10714769.371498438,758234.3650719433,1749.4541572803573,5.428857553838511,19.475989228302318,1329.4854446995903,1071.476937149844,75.82343650719433,0.17494541572803574,0.054288575538385106,0.19475989228302315,13.294854446995902,10.714769371498438,0.7582343650719432,0.0017494541572803573,0.007784586488634689,0.030306758359570446,0.4282711799665245,0.5313976254723497,0.002169923728491273,6.992598442938026e-5,1,194759.89228302316,2421.38639374106,19.475989228302318,0.19475989228302315
DS84C,25018250.167825148,2501.825016782515,25.018250167825148,856219.0843552005,0,8790114.069789939,15370211.205721011,0,1705.8079589969711,85.62190843552006,0,879.0114069789939,1537.0211205721012,0,0.17058079589969713,0.8562190843552004,0,8.790114069789938,15.370211205721011,0,0.001705807958996971,0,0,0.6143599613328654,0.3513480763372696,0.03422377978522038,6.818254464457848e-5,NA,NA,NA,NA,NA
DS84D,25018343.521244064,2501.8343521244065,25.018343521244063,1082656.4605008622,0,6515835.482226177,17418159.35411789,0,1692.2243991356809,108.26564605008623,0,651.5835482226177,1741.8159354117888,0,0.16922243991356808,1.0826564605008622,0,6.515835482226176,17.418159354117886,0,0.0016922243991356809,0,0,0.696215532388363,0.26044232211830187,0.04327450614712104,6.763934621405874e-5,NA,NA,NA,NA,NA
DS85A,25019280.010032337,2501.928001003234,25.019280010032336,395020.2100885839,0,1719447.4716746374,22903114.49534075,0,1697.8329283662606,39.50202100885839,0,171.94474716746376,2290.311449534075,0,0.16978329283662608,0.3950202100885839,0,1.7194474716746373,22.903114495340752,0,0.0016978329283662606,0,0,0.9154186086153143,0.06872489819791641,0.015788632204051713,6.786098271754648e-5,NA,NA,NA,NA,NA
DS85B,25019373.633556146,2501.9373633556147,25.019373633556146,442913.95540396654,0,2887257.609042368,21374657.383190185,312837.4131482093,1707.2727714174544,44.29139554039666,0,288.72576090423684,2137.465738319019,31.28374131482093,0.17072727714174543,0.4429139554039665,0,2.887257609042368,21.374657383190183,0.3128374131482093,0.0017072727714174544,0,0.012503806759120049,0.8543242407364809,0.11540087499112925,0.017702839483156662,6.8238030113098e-5,NA,NA,NA,NA,NA
DS85C,25018905.760082144,2501.8905760082143,25.01890576008214,383814.6362529545,0,5744565.584902783,18888788.548182853,0,1736.9907435543137,38.38146362529545,0,574.4565584902783,1888.8788548182854,0,0.1736990743554314,0.3838146362529545,0,5.744565584902783,18.888788548182852,0,0.0017369907435543135,0,0,0.7549806026417054,0.22960898609995492,0.015340984131501614,6.942712683804484e-5,NA,NA,NA,NA,NA
DS85D,25018999.31123736,2501.899931123736,25.01899931123736,1034816.0926109103,0,7919592.236509938,16062855.413610645,0,1735.5685058685485,103.48160926109104,0,791.9592236509937,1606.2855413610644,0,0.17355685058685486,1.0348160926109102,0,7.919592236509938,16.06285541361064,0,0.0017355685058685485,0,0,0.6420262942489455,0.3165431254060121,0.041361210324112344,6.937002093001428e-5,NA,NA,NA,NA,NA
DS86A,16830816.924697306,1683.0816924697306,16.830816924697306,7348832.100523446,826131.9098241087,322745.11817307334,4009691.8293045643,3266880.6686573634,1056535.2982147485,734.8832100523447,82.61319098241088,32.274511817307335,400.96918293045644,326.68806686573635,105.65352982147486,7.348832100523445,0.8261319098241087,0.32274511817307333,4.009691829304564,3.2668806686573633,1.0565352982147485,0.049084480778342626,0.1941011350354354,0.23823512829141397,0.01917584390686834,0.43662955478648646,0.06277385720145309,3,275377.3032747029,8124.50652687592,27.537730327470292,0.2753773032747029
DS86B,24985076.533944942,2498.5076533944944,24.98507653394494,1725581.372468369,269750.28314829216,3425970.316366193,19174663.65135421,294836.74678382435,94274.16382405628,172.5581372468369,26.975028314829217,342.5970316366193,1917.4663651354208,29.483674678382435,9.427416382405628,1.725581372468369,0.26975028314829214,3.4259703163661928,19.174663651354205,0.2948367467838243,0.09427416382405628,0.010796456147805155,0.01180051405418977,0.7674446634295213,0.1371206652783969,0.06906448215693793,0.003773218933148937,1,269750.28314829216,3764.96126017078,26.975028314829217,0.26975028314829214
DS86C,25019685.318996355,2501.9685318996358,25.019685318996356,3893234.7478774376,0,1174688.5458770632,19303252.405607272,646738.886959113,1770.7326754690148,389.3234747877438,0,117.46885458770632,1930.3252405607275,64.67388869591129,0.17707326754690147,3.8932347478774374,0,1.174688545877063,19.30325240560727,0.6467388869591129,0.0017707326754690146,0,0.02584920148728139,0.7715225894928085,0.046950572355327486,0.15560686308558302,7.077357899959577e-5,NA,NA,NA,NA,NA
DS86D,25019779.26956352,2501.977926956352,25.019779269563518,481025.9902850983,0,2497310.0102776615,22039714.942299616,0,1728.326701143058,48.102599028509836,0,249.73100102776618,2203.9714942299615,0,0.1728326701143058,0.4810259902850983,0,2.4973100102776615,22.039714942299614,0,0.001728326701143058,0,0,0.8808916619464688,0.09981343094084091,0.01922582869746836,6.907841522189454e-5,NA,NA,NA,NA,NA
DS87D,7410328.43324051,741.032843324051,7.410328433240509,2427311.574365914,453474.68835336214,0,2461364.967283425,2067710.4640371972,466.7392006115988,242.7311574365914,45.347468835336215,0,246.1364967283425,206.77104640371974,0.04667392006115988,2.4273115743659135,0.45347468835336213,0,2.461364967283425,2.067710464037197,4.6673920061159876e-4,0.061194951403126856,0.27903088002983356,0.3321532897573717,0,0.32755789385497713,6.298495469079978e-5,2,226737.34417668107,6928.37153847774,22.673734417668108,0.22673734417668107
DS91A,617056.038929401,61.7056038929401,0.617056038929401,0,0,0,617014.1309091292,0,41.90802027180325,0,0,0,61.701413090912915,0,0.004190802027180325,0,0,0,0.617014130909129,0,4.190802027180325e-5,0,0,0.999932083931397,0,0,6.791606860296535e-5,NA,NA,NA,NA,NA
DS92A,25017654.95880454,2501.765495880454,25.01765495880454,1519979.874242646,1280223.1141097974,2763484.395111276,19452219.82950649,0,1747.7458343289327,151.99798742426458,128.02231141097974,276.3484395111276,1945.221982950649,0,0.1747745834328933,1.5199798742426458,1.2802231141097973,2.7634843951112757,19.452219829506486,0,0.0017477458343289325,0.05117278642694065,0,0.7775396959282393,0.11046136816827087,0.06075628897854452,6.986049800458389e-5,5,256044.62282195946,14056.1153619644,25.604462282195946,0.25604462282195944
DS92B,15070761.557421451,1507.0761557421451,15.07076155742145,668335.8124378291,667623.9765290571,2307505.453767235,11426230.395387627,0,1065.9192997040227,66.8335812437829,66.76239765290572,230.75054537672352,1142.6230395387627,0,0.10659192997040227,0.668335812437829,0.6676239765290571,2.3075054537672353,11.426230395387625,0,0.0010659192997040227,0.04429928600391744,0,0.7581720639565749,0.15311140349313843,0.044346518912888884,7.072763348041433e-5,3,222541.32550968573,7007.82665210867,22.254132550968574,0.22254132550968572
DS92C,10926382.953275913,1092.6382953275913,10.926382953275914,672888.4517392946,0,1832054.7841366231,8420658.773936259,0,780.9434637370287,67.28884517392946,0,183.20547841366235,842.0658773936259,0,0.07809434637370287,0.6728884517392946,0,1.8320547841366233,8.420658773936259,0,7.809434637370286e-4,0,0,0.7706721254366802,0.16767257673202296,0.06158382463956668,7.147319173019545e-5,NA,NA,NA,NA,NA
DS92D,1401160.3088732555,140.11603088732556,1.4011603088732554,0,0,195011.9124992912,1206035.4307327785,0,112.96564118578681,0,0,19.50119124992912,120.60354307327786,0,0.011296564118578682,0,0,0.1950119124992912,1.2060354307327785,0,1.129656411857868e-4,0,0,0.8607405042058415,0.1391788728700931,0,8.062292406543278e-5,NA,NA,NA,NA,NA
DS93A,25018124.68153145,2501.8124681531453,25.01812468153145,4572989.001237614,0,1961571.976753873,18481858.36227344,0,1705.341266524978,457.2989001237614,0,196.1571976753873,1848.1858362273442,0,0.17053412665249781,4.572989001237614,0,1.9615719767538728,18.48185836227344,0,0.0017053412665249778,0,0,0.7387387583017712,0.0784060356930717,0.1827870417726963,6.816423246079162e-5,NA,NA,NA,NA,NA
DS93B,25018156.144230787,2501.815614423079,25.018156144230787,2537238.39353407,0,1740432.4703301867,20738745.11312625,0,1740.1672402783297,253.72383935340702,0,174.04324703301867,2073.874511312625,0,0.17401672402783297,2.5372383935340697,0,1.7404324703301866,20.73874511312625,0,0.0017401672402783297,0,0,0.8289477847034954,0.06956677623628679,0.10141588288548434,6.955617473350906e-5,NA,NA,NA,NA,NA
DS93C,25017874.416701976,2501.787441670198,25.017874416701975,10165283.835349819,61173.24212140695,2979534.454259582,11475634.513286782,334543.4933872317,1704.8782971538603,1016.5283835349818,6.117324212140695,297.9534454259582,1147.5634513286784,33.454349338723176,0.17048782971538604,10.165283835349818,0.06117324212140694,2.9795344542595816,11.475634513286783,0.3345434933872317,0.0017048782971538603,0.0024451814371794747,0.013372178939546115,0.458697422576621,0.11909622714671712,0.4063208434911424,6.814640879385343e-5,2,30586.621060703474,1519.14427615467,3.0586621060703476,0.03058662106070347
DS93D,25017905.899153266,2501.7905899153266,25.017905899153266,2523119.9029002734,2938281.078485167,3458526.575127391,16096284.851468671,0,1693.4911717618816,252.31199029002738,293.8281078485167,345.85265751273914,1609.6284851468672,0,0.16934911717618817,2.5231199029002735,2.9382810784851667,3.458526575127391,16.09628485146867,0,0.0016934911717618815,0.11744712328559097,0,0.6433905745889568,0.13824204907751472,0.10085256188391327,6.769116402421187e-5,6,489713.5130808612,22782.3977956599,48.97135130808612,0.48971351308086114
DS94A,25018718.276418027,2501.8718276418026,25.018718276418024,2370337.0807461487,541680.8151596567,1943871.0158066347,19692203.487969145,468906.11702940846,1719.7597070317715,237.03370807461488,54.168081515965675,194.38710158066345,1969.2203487969148,46.890611702940845,0.17197597070317716,2.3703370807461486,0.5416808151596566,1.9438710158066346,19.692203487969145,0.46890611702940843,0.0017197597070317714,0.021651021813944422,0.018742211805126197,0.787098814191872,0.07769666672488476,0.09474254654285647,6.8738921316076007e-05,2,270840.40757982834,6003.88489275436,27.084040757982837,0.27084040757982836
DS94B,25018749.777571056,2501.8749777571056,25.018749777571056,4327097.28785267,1231310.5785033244,716789.6337543372,18741847.283954583,0,1704.9935061400756,432.709728785267,123.13105785033245,71.67896337543372,1874.1847283954583,0,0.17049935061400756,4.32709728785267,1.2313105785033243,0.7167896337543371,18.74184728395458,0,0.0017049935061400755,0.04921551194405311,0,0.7491120639751702,0.028650098031554265,0.1729541774198425,6.814862937989721e-5,1,1231310.5785033244,8069.21799231528,123.13105785033245,1.2313105785033243
DS94C,25018406.02129634,2501.840602129634,25.01840602129634,1638124.7103363483,0,1940584.6741469647,21437954.461001102,0,1742.1758119261358,163.81247103363484,0,194.05846741469648,2143.7954461001104,0,0.17421758119261357,1.6381247103363483,0,1.9405846741469646,21.4379544610011,0,0.0017421758119261358,0,0,0.8568873030021392,0.07756627950218278,0.065476781731895,6.963576378299836e-5,NA,NA,NA,NA,NA
DS94D,25018437.60237865,2501.8437602378654,25.01843760237865,1985975.591859394,132453.5837927454,1082203.2439023315,21816088.57229205,0,1716.6105321315117,198.59755918593942,13.24535837927454,108.22032439023315,2181.608857229205,0,0.17166105321315117,1.985975591859394,0.13245358379274538,1.0822032439023315,21.816088572292045,0,0.0017166105321315117,0.0052942388288928265,0,0.8720004389969526,0.04325622811072103,0.07938048024512032,6.861381831327083e-5,1,132453.5837927454,2496.83675749973,13.24535837927454,0.13245358379274538
DS95A,25019436.440651592,2501.9436440651593,25.019436440651592,1323650.566014374,107031.1168369661,3368918.912466274,20218108.433731034,0,1727.4116029443685,132.3650566014374,10.70311168369661,336.8918912466274,2021.8108433731036,0,0.17274116029443687,1.323650566014374,0.1070311168369661,3.368918912466274,20.218108433731032,0,0.0017274116029443684,0.004277918772904968,0,0.8080960768916698,0.13465207021979334,0.05290489132935488,6.904278627705896e-5,1,107031.1168369661,1757.84024240428,10.70311168369661,0.1070311168369661
DS95B,25019467.793033604,2501.9467793033605,25.019467793033602,3341716.5685471985,969201.5228381716,349434.15228849975,20357409.861810256,0,1705.6875494779088,334.17165685471986,96.92015228381716,34.94341522884998,2035.7409861810258,0,0.1705687549477909,3.3417165685471986,0.9692015228381714,0.3494341522884997,20.357409861810254,0,0.0017056875494779087,0.03873789526042737,0,0.8136627857239455,0.01396649022189816,0.13356465437996498,6.817441376402254e-5,2,484600.7614190858,8545.68892486094,48.46007614190858,0.48460076141908576
DS95C,25019061.651128422,2501.9061651128422,25.01906165112842,4466067.84572886,0,5830744.846220222,14720552.204160837,0,1696.7550185024738,446.6067845728861,0,583.0744846220223,1472.0552204160838,0,0.16967550185024738,4.46606784572886,0,5.830744846220222,14.720552204160835,0,0.0016967550185024737,0,0,0.5883734733711288,0.2330520995361647,0.1785066086012634,6.781849144314115e-5,NA,NA,NA,NA,NA
DS95D,25019093.225167073,2501.9093225167076,25.019093225167072,2359517.424817222,0,4211872.055170605,18445969.457114138,0,1734.2880651084706,235.95174248172222,0,421.1872055170605,1844.5969457114138,0,0.17342880651084708,2.3595174248172217,0,4.211872055170604,18.44596945711414,0,0.0017342880651084705,0,0,0.7372756994469754,0.16834631124575775,0.09430867072527428,6.931858199256897e-5,NA,NA,NA,NA,NA
DS96A,25020278.834096476,2502.027883409648,25.020278834096477,1386704.5854410436,0,3892085.5511272447,19739779.930142645,0,1708.767385543324,138.67045854410438,0,389.20855511272447,1973.9779930142647,0,0.1708767385543324,1.3867045854410436,0,3.8920855511272445,19.739779930142646,0,0.001708767385543324,0,0,0.7889512367560904,0.15555724126556458,0.05542322668088362,6.829529746146134e-5,NA,NA,NA,NA,NA
