WBE_NR,Area_m2,Area_ha,Area_km2,Area_hab_m2_bebouwd,Area_hab_m2_bos,Area_hab_m2_grasland,Area_hab_m2_landbouw,Area_hab_m2_water,Area_hab_ha_bebouwd,Area_hab_ha_bos,Area_hab_ha_grasland,Area_hab_ha_landbouw,Area_hab_ha_water,Area_hab_km2_bebouwd,Area_hab_km2_bos,Area_hab_km2_grasland,Area_hab_km2_landbouw,Area_hab_km2_water,Area_hab_m2_andere,Area_hab_ha_andere,Area_hab_km2_andere,perc_bos,perc_water,perc_landbouw,perc_grasland,perc_andere
101,269805237.8551092,26980.523785510923,269.8052378551092,17073437.928928047,2309212.467287806,28517018.73214292,221909341.7687289,14801.628839467932,1707.3437928928047,230.9212467287806,2851.7018732142924,22190.934176872892,1.4801628839467933,17.073437928928044,2.309212467287806,28.517018732142922,221.9093417687289,0.014801628839467932,17054863.25811011,1705.486325811011,17.05486325811011,0.008558812592540916,5.4860420639486255e-5,0.8224797395812554,0.10569482994046664,0.06321175746509751
102,209149131.93295208,20914.913193295208,209.14913193295206,21646323.599453688,5165657.494805905,25511123.455829903,156175030.7830038,665329.6653833053,2164.6323599453685,516.5657494805905,2551.1123455829907,15617.50307830038,66.53296653833053,21.646323599453684,5.165657494805905,25.511123455829903,156.1750307830038,0.6653296653833053,21631990.533929154,2163.1990533929156,21.63199053392915,0.02469844099788989,0.0031811256362115486,0.7467161318798567,0.12197575586404119,0.10342854562200059
103,78815729.80217649,7881.572980217649,78.81572980217649,1271039.1010303062,328384.5379979196,12320951.119735727,64900772.8064229,0,127.10391010303061,32.838453799791964,1232.0951119735728,6490.07728064229,0,1.2710391010303062,0.3283845379979196,12.320951119735728,64.90077280642289,0,1265621.3380199503,126.56213380199503,1.2656213380199504,0.004166484771785381,0,0.8234494937662896,0.15632604241133963,0.01605797905058541
104,60160734.07112169,6016.07340711217,60.16073407112169,28507863.674267724,3269468.2308745403,6786207.946445753,21601339.102265425,0,2850.7863674267724,326.94682308745405,678.6207946445753,2160.1339102265424,0,28.50786367426772,3.2694682308745397,6.786207946445752,21.601339102265424,0,28503718.791535977,2850.371879153598,28.503718791535977,0.05434555082072956,0,0.3590604309569833,0.11280128228527156,0.4737927359370156
105,219964763.6631386,21996.476366313862,219.9647636631386,49407165.56459281,10637670.950991254,15532231.720876154,144104711.10626408,298159.0658731033,4940.7165564592815,1063.7670950991255,1553.2231720876155,14410.471110626408,29.81590658731033,49.40716556459281,10.637670950991254,15.532231720876153,144.10471110626406,0.29815906587310326,49391990.819134,4939.1990819134,49.391990819133994,0.04836079549214591,0.0013554855828168645,0.6551263425398027,0.07061236291764772,0.22454501346758676
106,105809718.86546834,10580.971886546835,105.80971886546833,10643452.51598981,911822.41912344,17093525.706003573,75765850.41477472,1402394.2633745885,1064.345251598981,91.18224191234401,1709.3525706003572,7576.585041477471,140.23942633745884,10.643452515989809,0.9118224191234401,17.09352570600357,75.7658504147747,1.4023942633745883,10636126.062192027,1063.6126062192027,10.636126062192027,0.00861756773291096,0.013253926750884399,0.7160575722831958,0.16154967510817336,0.10052125812483557
107,72321469.45783515,7232.146945783516,72.32146945783515,18273110.747864988,552578.5974561442,1587161.3233131683,51913568.40559798,0,1827.311074786499,55.25785974561441,158.71613233131686,5191.356840559798,0,18.273110747864987,0.5525785974561441,1.5871613233131683,51.91356840559797,0,18268161.131467864,1826.8161131467864,18.268161131467863,0.007640588632927438,0,0.7178168363388221,0.021945921940074997,0.25259665308817547
108,86871598.38538261,8687.15983853826,86.8715983853826,34424059.06598603,300689.6221748886,3577428.417321655,48575373.154563636,0,3442.4059065986035,30.068962217488863,357.7428417321655,4857.537315456363,0,34.42405906598603,0.3006896221748886,3.577428417321655,48.57537315456363,0,34418107.19132243,3441.8107191322433,34.41810719132243,0.003461311035638593,0,0.5591628801288079,0.041180644581343497,0.39619516425421003
109,120768641.20670113,12076.864120670114,120.76864120670112,9266896.543014018,839742.1312041017,5018730.917001747,105651558.27746595,0,926.6896543014019,83.97421312041018,501.87309170017465,10565.155827746596,0,9.266896543014017,0.8397421312041017,5.018730917001746,105.65155827746595,0,9258609.88102933,925.8609881029331,9.25860988102933,0.0069533127375909125,0,0.8748260907948646,0.04155657351821949,0.07666402294932498
110,229945046.17932788,22994.504617932787,229.94504617932787,34263990.38523446,24207510.705803256,33837933.20841724,137079917.23827258,282514.6622581575,3426.399038523446,2420.7510705803256,3383.7933208417235,13707.99172382726,28.25146622581575,34.26399038523446,24.207510705803255,33.83793320841723,137.07991723827257,0.28251466225815747,34537170.36457667,3453.717036457667,34.53717036457667,0.10527519991417636,0.0012286181718297684,0.5961420761870542,0.14715660881003698,0.1501974969169028
