"ID";"wildsoort";"postcode_afschot_locatie";"gemeente_afschot_locatie";"provincie";"afschotjaar"
31535;"Ree";2235;"Hilshout";"Antwerpen";2005
31536;"Ree";2460;"Kasterlee";"Antwerpen";2007
31537;"Ree";2440;"GEEL";"Antwerpen";2014
31538;"Ree";3790;"Diepenbeek";"Voeren";2010
31539;"Ree";3680;"0poeteren";"Limburg";2006
31540;"Ree";NA;NA;"Limburg";2014
31541;"Ree";3201;"Aarschot";"Vlaams-Brabant";2003
31542;"Ree";3720;"Kortesem";"Limburg";2012
31543;"Ree";3910;"Bocholt";"Limburg";2013
31544;"Ree";1670;"Pepingen";"Vlaams-Brabant";2008
31545;"Ree";3540;"Berbroek";"Limburg";2011
31546;"Ree";3640;"KINROOI";"Limburg";2018
31547;"Ree";3980;"Maaseik";"Limburg";2012
31548;"Ree";1570;"GALMAARDEN";"Vlaams-Brabant";2019
31549;"Ree";3550;"Beringen";"Limburg";2002
31550;"Ree";2450;"Meerhout";"Antwerpen";2013
31551;"Ree";3580;"BERINGEN";"Limburg";2018
31552;"Ree";3740;"Beeverst-Bilzen";"Limburg";2007
31553;"Wild zwijn";3530;NA;"Limburg";2013
31554;"Ree";3560;"Linkhout";"Limburg";2007
31555;"Ree";2490;"Balen";"Antwerpen";2009
31556;"Ree";2370;"Arendonk";"Antwerpen";2010
31557;"Ree";3545;"Halen";"Limburg";2011
31558;"Ree";2380;"RAVELS";"Antwerpen";2017
31559;"Ree";3590;"DIEPENBEEK";"Limburg";2018
31560;"Ree";3910;"Bocholt";"Limburg";2012
31561;"Ree";2960;"Brecht";"Antwerpen";2011
31562;"Ree";3200;"Aarschot";"Vlaams-Brabant";2003
31563;"Ree";3530;"Achel";"Limburg";2011
31564;"Ree";3580;"Beringen";"Limburg";2011
31565;"Ree";3680;"MAASEIK";"Limburg";2015
31566;"Ree";3960;"Bree";"Limburg";2003
31567;"Ree";8970;"POPERINGE";"West-Vlaanderen";2017
31568;"Ree";2900;"Schoten";"Antwerpen";2004
31569;"Ree";3360;"Bierbeek";"Vlaams-Brabant";2010
31570;"Ree";2990;"LOENHOUT";"Antwerpen";2011
31571;"Wild zwijn";2400;"MOL";"Antwerpen";2016
31572;"Ree";9180;"MOERBEKE";"Oost-Vlaanderen";2017
31573;"Ree";3530;"Achel";"Limburg";2004
31574;"Ree";3660;"Opglabbeek";"Limburg";2013
31575;"Damhert";9910;"KNESSELARE";"Oost-Vlaanderen";2017
31576;"Ree";3690;"Bree";"Limburg";2013
31577;"Wild zwijn";3790;"VOEREN";"Voeren";2015
31578;"Ree";NA;NA;"Limburg";2014
31579;"Ree";3294;"";"Vlaams-Brabant";2005
31580;"Wild zwijn";3970;"LEOPOLDSBURG";"Limburg";2014
31581;"Ree";3690;"Bree";"Limburg";2010
31582;"Ree";3680;"MAASEIK";"Limburg";2018
31583;"Ree";2380;"RAVELS";"Antwerpen";2014
31584;"Ree";2400;"GEEL";"Antwerpen";2011
31585;"Ree";3520;"ZONHOVEN";"Limburg";2017
31586;"Wild zwijn";3940;"HECHTEL-EKSEL";"Limburg";2017
31587;"Wild zwijn";3582;NA;"Limburg";2012
31588;"Ree";2490;"Balen";"Antwerpen";2013
31589;"Ree";3500;"HASSELT";"Limburg";2018
31590;"Ree";2440;"GEEL";"Antwerpen";2004
31591;"Ree";2990;"LOENHOUT";"Antwerpen";2005
31592;"Ree";2320;"HOOGSTRATEN";"Antwerpen";2015
31593;"Ree";3590;"DIEPENBEEK";"Limburg";2016
31594;"Ree";3550;"Beringen";"Limburg";2003
31595;"Ree";1540;"Herne";"Vlaams-Brabant";2009
31596;"Ree";3950;"Bochelt";"Limburg";2013
31597;"Ree";1850;"GRIMBERGEN";"Vlaams-Brabant";2016
31598;"Ree";2880;"BORNEM";"Antwerpen";2014
31599;"Ree";3640;"Gellik";"Limburg";2002
31600;"Ree";3580;"BERINGEN";"Limburg";2014
31601;"Ree";3640;"Gellik";"Limburg";2005
31602;"Ree";2400;"MOL";"Antwerpen";2015
31603;"Ree";2880;"BORNEM";"Antwerpen";2018
31604;"Ree";2990;"LOENHOUT";"Antwerpen";2010
31605;"Ree";2381;"RAVELS";"Antwerpen";2010
31606;"Ree";9310;"";"Oost-Vlaanderen";2013
31607;"Wild zwijn";2400;"MOL";"Antwerpen";2017
31608;"Ree";3800;"Binderveld";"Limburg";2009
31609;"Wild zwijn";3620;"LANAKEN";"Limburg";2014
31610;"Ree";3271;"Averbode";"Vlaams-Brabant";2002
31611;"Ree";3190;"Boortmeerbeek";"Vlaams-Brabant";2009
31612;"Ree";3360;"Bierbeek";"Vlaams-Brabant";2006
31613;"Ree";3740;"BILZEN";"Limburg";2017
31614;"Ree";3590;"DIEPENBEEK";"Limburg";2016
31615;"Ree";2450;"Meerhout";"Antwerpen";2011
31616;"Ree";3660;"OPGLABBEEK";"Limburg";2015
31617;"Ree";2460;"Kasterlee";"Antwerpen";2013
31618;"Ree";9160;"LOKEREN";"Oost-Vlaanderen";2017
31619;"Ree";3600;"GENK";"Limburg";2015
31620;"Ree";3870;"Heers";"Limburg";2012
31621;"Ree";3660;"Opglabbeek";"Limburg";2006
31622;"Wild zwijn";3740;"BILZEN";"Limburg";2017
31623;"Ree";3580;"BERINGEN";"Limburg";2018
31624;"Ree";2880;"BORNEM";"Antwerpen";2015
31625;"Ree";3680;"MAASEIK";"Limburg";2016
31626;"Ree";3980;"Maaseik";"Limburg";2008
31627;"Ree";9100;"SINT-NIKLAAS";"Oost-Vlaanderen";2015
31628;"Ree";3202;"";"Vlaams-Brabant";2005
31629;"Ree";2460;"KASTERLEE";"Antwerpen";2015
31630;"Ree";2310;"RIJKEVORSEL";"Antwerpen";2016
31631;"Wild zwijn";3790;"VOEREN";"Voeren";2018
31632;"Ree";2940;"Stabroek";"Antwerpen";2012
31633;"Ree";2400;"GEEL";"Antwerpen";2002
31634;"Ree";9160;"Lokeren";"Oost-Vlaanderen";2012
31635;"Ree";2360;"OUD-TURNHOUT";"Antwerpen";2018
31636;"Ree";3680;"0poeteren";"Limburg";2010
31637;"Ree";2330;"MERKSPLAS";"Antwerpen";2018
31638;"Ree";3580;"BERINGEN";"Limburg";2014
31639;"Ree";2260;"Westerlo";"Antwerpen";2009
31640;"Ree";3580;"BERINGEN";"Limburg";2016
31641;"Ree";3980;"TESSENDERLO";"Limburg";2015
31642;"Ree";3540;"Berbroek";"Limburg";2009
31643;"Ree";3530;"Achel";"Limburg";2007
31644;"Ree";3665;"As";"Limburg";2010
31645;"Ree";3640;"Gellik";"Limburg";2011
31646;"Ree";2990;"WUUSTWEZEL";"Antwerpen";2018
31647;"Ree";3050;"OUD-HEVERLEE";"Vlaams-Brabant";2018
31648;"Ree";3640;"Gellik";"Limburg";2003
31649;"Ree";2235;"Hilshout";"Antwerpen";2011
31650;"Ree";3272;"Averbode";"Vlaams-Brabant";2010
31651;"Ree";2520;"Oelegem";"Antwerpen";2013
31652;"Ree";3582;"Beringen";"Limburg";2012
31653;"Ree";3620;"LANAKEN";"Limburg";2017
31654;"Ree";2381;"RAVELS";"Antwerpen";2011
31655;"Ree";1745;"Opwijk";"Vlaams-Brabant";2004
31656;"Ree";2390;"Malle";"Antwerpen";2006
31657;"Ree";3940;"Bilzen";"Limburg";2011
31658;"Ree";3650;"DILSEN-STOKKEM";"Limburg";2014
31659;"Ree";3950;"Bochelt";"Limburg";2012
31660;"Ree";3560;"LUMMEN";"Limburg";2015
31661;"Ree";3700;"TONGEREN";"Limburg";2016
31662;"Ree";2230;"HERSELT";"Antwerpen";2016
31663;"Ree";2880;"Bornem";"Antwerpen";2011
31664;"Ree";9500;"GERAARDSBERGEN";"Oost-Vlaanderen";2018
31665;"Ree";2380;"Bornem";"Antwerpen";2007
31666;"Ree";3580;"Beringen";"Limburg";2012
31667;"Ree";2880;"Bornem";"Antwerpen";2009
31668;"Ree";2920;"ESSEN";"Antwerpen";2012
31669;"Wild zwijn";3580;"BERINGEN";"Limburg";2017
31670;"Ree";2460;"Kasterlee";"Antwerpen";2010
31671;"Ree";3545;"Halen";"Limburg";2009
31672;"Ree";2380;"RAVELS";"Antwerpen";2014
31673;"Ree";3640;"KINROOI";"Limburg";2017
31674;"Ree";3740;"Beeverst-Bilzen";"Limburg";2005
31675;"Ree";3970;"Hoogbosch";"Limburg";2011
31676;"Wild zwijn";3790;NA;"Voeren";2010
31677;"Ree";3790;"VOEREN";"Voeren";2019
31678;"Wild zwijn";3940;"HECHTEL-EKSEL";"Limburg";2015
31679;"Ree";2380;"Bornem";"Antwerpen";2007
31680;"Ree";3740;"BILZEN";"Limburg";2015
31681;"Ree";3640;"KINROOI";"Limburg";2015
31682;"Ree";2380;"Bornem";"Antwerpen";2008
31683;"Ree";2275;"GIERLE";"Antwerpen";2006
31684;"Ree";2220;"HEIST-OP-DEN-BERG";"Antwerpen";2018
31685;"Ree";2288;"Bouwel";"Antwerpen";2010
31686;"Ree";3550;"Beringen";"Limburg";2008
31687;"Ree";3900;"Lommel";"Limburg";2010
31688;"Ree";3040;"Huldenberg";"Vlaams-Brabant";2011
31689;"Ree";3790;"VOEREN";"Voeren";2018
31690;"Ree";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2019
31691;"Ree";3990;"Opgrimbie";"Limburg";2006
31692;"Ree";2450;"MEERHOUT";"Antwerpen";2018
31693;"Ree";3580;"BERINGEN";"Limburg";2018
31694;"Ree";3990;"PEER";"Limburg";2018
31695;"Ree";3800;"SINT-TRUIDEN";"Limburg";2017
31696;"Ree";3670;"Ellekom";"Limburg";2002
31697;"Ree";3990;"PEER";"Limburg";2016
31698;"Ree";2490;"BALEN";"Antwerpen";2018
31699;"Ree";2950;"Berlaar";"Antwerpen";2009
31700;"Ree";2450;"Meerhout";"Antwerpen";2012
31701;"Ree";2490;"BALEN";"Antwerpen";2018
31702;"Ree";2490;"Balen";"Antwerpen";2006
31703;"Ree";2460;"Kasterlee";"Antwerpen";2013
31704;"Ree";2990;"WUUSTWEZEL";"Antwerpen";2018
31705;"Ree";1790;"AFFLIGEM";"Vlaams-Brabant";2016
31706;"Ree";3840;"Borgloon";"Limburg";2003
31707;"Ree";3370;"Boutersem";"Vlaams-Brabant";2008
31708;"Ree";2370;"ARENDONK";"Antwerpen";2016
31709;"Ree";2880;"BORNEM";"Antwerpen";2015
31710;"Ree";3580;"BERINGEN";"Limburg";2015
31711;"Ree";3212;"";"Vlaams-Brabant";2006
31712;"Ree";2920;"KALMTHOUT";"Antwerpen";2018
31713;"Ree";3740;"Beeverst-Bilzen";"Limburg";2003
31714;"Ree";3220;"Holsbeek";"Vlaams-Brabant";2008
31715;"Ree";3470;"KORTENAKEN";"Vlaams-Brabant";2018
31716;"Ree";NA;NA;"Limburg";2017
31717;"Ree";9180;"MOERBEKE";"Oost-Vlaanderen";2018
31718;"Ree";3550;"Beringen";"Limburg";2004
31719;"Ree";3850;"Binderveld";"Limburg";2004
31720;"Ree";2480;"DESSEL";"Antwerpen";2018
31721;"Ree";2340;"Beerse";"Antwerpen";2003
31722;"Ree";2222;"Heist op den berg";"Antwerpen";2006
31723;"Ree";9200;"DENDERMONDE";"Oost-Vlaanderen";2016
31724;"Ree";3980;"Maaseik";"Limburg";2007
31725;"Ree";2470;"Retie";"Antwerpen";2013
31726;"Ree";3440;"Halle-Booienhoven";"Vlaams-Brabant";2010
31727;"Ree";3660;"OPGLABBEEK";"Limburg";2016
31728;"Ree";NA;NA;"Limburg";2018
31729;"Ree";3670;"MEEUWEN-GRUITRODE";"Limburg";2015
31730;"Ree";2880;"Bornem";"Antwerpen";2006
31731;"Ree";3530;"Achel";"Limburg";2011
31732;"Ree";NA;NA;"Antwerpen";2015
31733;"Ree";3850;"Binderveld";"Limburg";2009
31734;"Ree";3630;"Eisden";"Limburg";2013
31735;"Ree";3660;"OPGLABBEEK";"Limburg";2015
31736;"Ree";3290;"Deurne";"Vlaams-Brabant";2006
31737;"Ree";3940;"Bilzen";"Limburg";2007
31738;"Ree";3111;"";"Vlaams-Brabant";2013
31739;"Ree";8750;"WINGENE";"West-Vlaanderen";2019
31740;"Ree";1785;"MERCHTEM";"Vlaams-Brabant";2015
31741;"Ree";3300;"TIENEN";"Vlaams-Brabant";2018
31742;"Ree";3530;"Achel";"Limburg";2009
31743;"Ree";2980;"Hal";"Antwerpen";2012
31744;"Ree";2320;"HOOGSTRATEN";"Antwerpen";2017
31745;"Ree";2440;"GEEL";"Antwerpen";2003
31746;"Ree";3500;"HASSELT";"Limburg";2014
31747;"Ree";3830;"WELLEN";"Limburg";2018
31748;"Ree";3530;"Achel";"Limburg";2006
31749;"Ree";3500;"HASSELT";"Limburg";2017
31750;"Ree";3220;"Holsbeek";"Vlaams-Brabant";2006
31751;"Ree";3950;"Bochelt";"Limburg";2006
31752;"Ree";2400;"GEEL";"Antwerpen";2006
31753;"Ree";3550;"Beringen";"Limburg";2012
31754;"Ree";2920;"ESSEN";"Antwerpen";2005
31755;"Ree";3670;"Ellekom";"Limburg";2004
31756;"Ree";3940;"Bilzen";"Limburg";2010
31757;"Ree";3220;"Holsbeek";"Vlaams-Brabant";2004
31758;"Ree";3620;"Gellik";"Limburg";2011
31759;"Wild zwijn";3670;"MEEUWEN-GRUITRODE";"Limburg";2018
31760;"Ree";3090;"Overijse";"Vlaams-Brabant";2011
31761;"Ree";2360;"Kessel";"Antwerpen";2004
31762;"Ree";3640;"Gellik";"Limburg";2005
31763;"Ree";3650;"Bilzen";"Limburg";2009
31764;"Ree";3650;"Bilzen";"Limburg";2005
31765;"Ree";2460;"KASTERLEE";"Antwerpen";2018
31766;"Ree";3720;"KORTESSEM";"Limburg";2018
31767;"Ree";3670;"Ellekom";"Limburg";2004
31768;"Ree";3940;"HECHTEL-EKSEL";"Limburg";2018
31769;"Ree";NA;NA;"Limburg";2016
31770;"Ree";2920;"ESSEN";"Antwerpen";2002
31771;"Ree";3930;"Achel";"Limburg";2005
31772;"Ree";3560;"Linkhout";"Limburg";2012
31773;"Ree";3665;"As";"Limburg";2008
31774;"Ree";3950;"Bochelt";"Limburg";2008
31775;"Wild zwijn";3550;"HEUSDEN-ZOLDER";"Limburg";2018
31776;"Ree";1860;"";"Vlaams-Brabant";2012
31777;"Ree";2275;"GIERLE";"Antwerpen";2007
31778;"Ree";3580;"Beringen";"Limburg";2010
31779;"Ree";3640;"Gellik";"Limburg";2002
31780;"Ree";3201;"Aarschot";"Vlaams-Brabant";2011
31781;"Ree";2880;"Bornem";"Antwerpen";2008
31782;"Ree";2960;"Brecht";"Antwerpen";2012
31783;"Ree";3040;"Huldenberg";"Vlaams-Brabant";2006
31784;"Wild zwijn";3582;NA;"Limburg";2011
31785;"Ree";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2018
31786;"Ree";3200;"AARSCHOT";"Vlaams-Brabant";2016
31787;"Ree";3980;"Maaseik";"Limburg";2007
31788;"Ree";3798;"4375";"Voeren";2011
31789;"Ree";2320;"Hoogstraten";"Antwerpen";2011
31790;"Ree";2460;"KASTERLEE";"Antwerpen";2017
31791;"Ree";3200;"AARSCHOT";"Vlaams-Brabant";2014
31792;"Ree";3201;"Aarschot";"Vlaams-Brabant";2009
31793;"Ree";2235;"HULSHOUT";"Antwerpen";2014
31794;"Wild zwijn";3792;NA;"Voeren";2013
31795;"Ree";2530;"Boechout";"Antwerpen";2002
31796;"Ree";3450;"GEETBETS";"Vlaams-Brabant";2018
31797;"Ree";3220;"Holsbeek";"Vlaams-Brabant";2013
31798;"Ree";2220;"Hallaar";"Antwerpen";2011
31799;"Ree";3660;"OPGLABBEEK";"Limburg";2014
31800;"Wild zwijn";2400;"MOL";"Antwerpen";2016
31801;"Ree";1730;"Asse";"Vlaams-Brabant";2004
31802;"Ree";3581;"Beringen";"Limburg";2010
31803;"Ree";3560;"Linkhout";"Limburg";2013
31804;"Ree";2880;"BORNEM";"Antwerpen";2014
31805;"Ree";3670;"MEEUWEN-GRUITRODE";"Limburg";2014
31806;"Ree";2880;"Bornem";"Antwerpen";2009
31807;"Ree";2310;"Rijkevorsel";"Antwerpen";2005
31808;"Ree";2910;"Essen";"Antwerpen";2010
31809;"Ree";3670;"Ellekom";"Limburg";2012
31810;"Ree";2240;"ZANDHOVEN";"Antwerpen";2016
31811;"Ree";2240;"GEEL";"Antwerpen";2012
31812;"Ree";3530;"Achel";"Limburg";2008
31813;"Ree";2321;"Meer";"Antwerpen";2009
31814;"Wild zwijn";3740;NA;"Limburg";2012
31815;"Damhert";9990;"MALDEGEM";"Oost-Vlaanderen";2018
31816;"Ree";2450;"MEERHOUT";"Antwerpen";2015
31817;"Ree";NA;NA;"Limburg";2014
31818;"Ree";3640;"Gellik";"Limburg";2002
31819;"Ree";3690;"Bree";"Limburg";2003
31820;"Ree";2430;"Eindhout";"Antwerpen";2004
31821;"Ree";2380;"Bornem";"Antwerpen";2013
31822;"Ree";2990;"WUUSTWEZEL";"Antwerpen";2015
31823;"Ree";NA;NA;"West-Vlaanderen";2018
31824;"Ree";3945;"HAM";"Limburg";2015
31825;"Wild zwijn";3920;"LOMMEL";"Limburg";2018
31826;"Ree";3220;"Holsbeek";"Vlaams-Brabant";2008
31827;"Ree";3650;"Bilzen";"Limburg";2009
31828;"Ree";2490;"BALEN";"Antwerpen";2015
31829;"Ree";NA;NA;"Limburg";2014
31830;"Wild zwijn";3620;NA;"Limburg";2013
31831;"Ree";3560;"Linkhout";"Limburg";2006
31832;"Ree";2330;"MERKSPLAS";"Antwerpen";2017
31833;"Ree";2400;"GEEL";"Antwerpen";2007
31834;"Wild zwijn";3520;"ZONHOVEN";"Limburg";2018
31835;"Ree";3520;"ZONHOVEN";"Limburg";2017
31836;"Ree";2430;"Eindhout";"Antwerpen";2002
31837;"Ree";3650;"Bilzen";"Limburg";2006
31838;"Ree";2480;"Dessel";"Antwerpen";2009
31839;"Ree";3560;"Linkhout";"Limburg";2013
31840;"Ree";2380;"RAVELS";"Antwerpen";2015
31841;"Ree";1790;"AFFLIGEM";"Vlaams-Brabant";2017
31842;"Ree";3390;"Tielt-Winge";"Vlaams-Brabant";2004
31843;"Ree";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2015
31844;"Ree";2340;"Beerse";"Antwerpen";2008
31845;"Ree";3050;"";"Vlaams-Brabant";2010
31846;"Ree";2540;"Hove";"Antwerpen";2006
31847;"Ree";3940;"Bilzen";"Limburg";2012
31848;"Ree";2320;"HOOGSTRATEN";"Antwerpen";2019
31849;"Wild zwijn";2400;"MOL";"Antwerpen";2016
31850;"Ree";3350;"Linter";"Vlaams-Brabant";2005
31851;"Ree";2387;"Baarle-Hertog";"Antwerpen";2009
31852;"Ree";3740;"Beeverst-Bilzen";"Limburg";2007
31853;"Ree";2380;"Bornem";"Antwerpen";2009
31854;"Ree";9200;"DENDERMONDE";"Oost-Vlaanderen";2016
31855;"Ree";3560;"LUMMEN";"Limburg";2017
31856;"Ree";3580;"BERINGEN";"Limburg";2015
31857;"Ree";3650;"Bilzen";"Limburg";2008
31858;"Ree";3581;"Beringen";"Limburg";2011
31859;"Ree";3800;"SINT-TRUIDEN";"Limburg";2017
31860;"Ree";2460;"Kasterlee";"Antwerpen";2013
31861;"Ree";3920;"Lommel";"Limburg";2011
31862;"Ree";2240;"GEEL";"Antwerpen";2003
31863;"Ree";3200;"Aarschot";"Vlaams-Brabant";2002
31864;"Ree";2370;"ARENDONK";"Antwerpen";2016
31865;"Ree";3270;"Scherpenheuvel-Zichem";"Vlaams-Brabant";2010
31866;"Ree";2470;"RETIE";"Antwerpen";2016
31867;"Ree";NA;NA;"Limburg";2014
31868;"Ree";3990;"Opgrimbie";"Limburg";2011
31869;"Ree";2240;"GEEL";"Antwerpen";2006
31870;"Ree";2880;"BORNEM";"Antwerpen";2017
31871;"Ree";3970;"Hoogbosch";"Limburg";2013
31872;"Ree";3272;"Averbode";"Vlaams-Brabant";2006
31873;"Ree";2400;"MOL";"Antwerpen";2015
31874;"Ree";3580;"BERINGEN";"Limburg";2016
31875;"Ree";2460;"Kasterlee";"Antwerpen";2003
31876;"Ree";3460;"Bekkevoort";"Vlaams-Brabant";2006
31877;"Ree";2490;"BALEN";"Antwerpen";2016
31878;"Ree";3720;"Kortesem";"Limburg";2012
31879;"Ree";3290;"Deurne";"Vlaams-Brabant";2013
31880;"Ree";NA;NA;NA;2015
31881;"Ree";2230;"Herselt";"Antwerpen";2009
31882;"Ree";2430;"Eindhout";"Antwerpen";2011
31883;"Ree";2290;"VORSELAAR";"Antwerpen";2018
31884;"Ree";3512;"Kuringen";"Limburg";2010
31885;"Ree";3050;"";"Vlaams-Brabant";2011
31886;"Wild zwijn";2400;"MOL";"Antwerpen";2016
31887;"Ree";2370;"Arendonk";"Antwerpen";2011
31888;"Ree";1820;"Steenokkerzeel";"Vlaams-Brabant";2010
31889;"Ree";3550;"Beringen";"Limburg";2012
31890;"Ree";2240;"ZANDHOVEN";"Antwerpen";2016
31891;"Ree";NA;NA;"Antwerpen";2018
31892;"Ree";3650;"DILSEN-STOKKEM";"Limburg";2015
31893;"Ree";3590;"Diepenbeek";"Limburg";2010
31894;"Ree";3560;"Linkhout";"Limburg";2005
31895;"Ree";3350;"LINTER";"Vlaams-Brabant";2014
31896;"Ree";9910;"KNESSELARE";"Oost-Vlaanderen";2018
31897;"Ree";9850;"NEVELE";"Oost-Vlaanderen";2017
31898;"Ree";3520;"Geetbets";"Limburg";2003
31899;"Ree";2880;"Bornem";"Antwerpen";2005
31900;"Ree";3290;"Deurne";"Vlaams-Brabant";2005
31901;"Ree";3620;"Gellik";"Limburg";2008
31902;"Ree";NA;NA;"Limburg";2016
31903;"Ree";3950;"Bochelt";"Limburg";2005
31904;"Ree";2220;"HEIST-OP-DEN-BERG";"Antwerpen";2018
31905;"Ree";3210;"LUBBEEK";"Vlaams-Brabant";2015
31906;"Ree";3581;"Beringen";"Limburg";2008
31907;"Ree";3120;"TREMELO";"Vlaams-Brabant";2016
31908;"Ree";3650;"Bilzen";"Limburg";2005
31909;"Ree";2275;"GIERLE";"Antwerpen";2008
31910;"Ree";3460;"BEKKEVOORT";"Vlaams-Brabant";2016
31911;"Ree";3620;"LANAKEN";"Limburg";2018
31912;"Ree";3520;"Geetbets";"Limburg";2013
31913;"Ree";2880;"Bornem";"Antwerpen";2007
31914;"Ree";9500;"GERAARDSBERGEN";"Oost-Vlaanderen";2017
31915;"Ree";2370;"Arendonk";"Antwerpen";2011
31916;"Ree";3545;"Halen";"Limburg";2003
31917;"Ree";3390;"TIELT-WINGE";"Vlaams-Brabant";2018
31918;"Ree";3798;"4375";"Voeren";2011
31919;"Ree";3300;"Tienen";"Vlaams-Brabant";2012
31920;"Ree";NA;NA;"Limburg";2018
31921;"Ree";2275;"LILLE";"Antwerpen";2018
31922;"Ree";3920;"Lommel";"Limburg";2007
31923;"Wild zwijn";2400;NA;"Antwerpen";2012
31924;"Ree";3930;"HAMONT-ACHEL";"Limburg";2015
31925;"Ree";3770;"Riemst";"Limburg";2010
31926;"Ree";3560;"Linkhout";"Limburg";2011
31927;"Ree";3460;"Bekkevoort";"Vlaams-Brabant";2013
31928;"Ree";3670;"Ellekom";"Limburg";2007
31929;"Ree";3890;"GINGELOM";"Limburg";2015
31930;"Ree";NA;NA;"Limburg";2014
31931;"Ree";2880;"Bornem";"Antwerpen";2011
31932;"Ree";3300;"TIENEN";"Vlaams-Brabant";2015
31933;"Ree";2980;"Hal";"Antwerpen";2004
31934;"Ree";NA;NA;"Limburg";2018
31935;"Ree";3980;"Maaseik";"Limburg";2010
31936;"Ree";3640;"Gellik";"Limburg";2005
31937;"Ree";1670;"Pepingen";"Vlaams-Brabant";2006
31938;"Ree";3650;"Bilzen";"Limburg";2008
31939;"Ree";3680;"0poeteren";"Limburg";2008
31940;"Wild zwijn";3791;NA;"Voeren";2010
31941;"Ree";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2018
31942;"Ree";2360;"OUD-TURNHOUT";"Antwerpen";2017
31943;"Ree";8950;"HEUVELLAND";"West-Vlaanderen";2015
31944;"Ree";3460;"Bekkevoort";"Vlaams-Brabant";2010
31945;"Ree";9300;"AALST";"Oost-Vlaanderen";2015
31946;"Ree";2520;"Oelegem";"Antwerpen";2003
31947;"Wild zwijn";3630;NA;"Limburg";2012
31948;"Damhert";3020;NA;"Vlaams-Brabant";2012
31949;"Ree";3580;"Beringen";"Limburg";2012
31950;"Ree";3580;"Beringen";"Limburg";2003
31951;"Ree";3550;"Beringen";"Limburg";2009
31952;"Ree";3582;"Beringen";"Limburg";2005
31953;"Ree";3870;"Heers";"Limburg";2012
31954;"Ree";2380;"Bornem";"Antwerpen";2013
31955;"Ree";3670;"MEEUWEN-GRUITRODE";"Limburg";2018
31956;"Ree";2440;"GEEL";"Antwerpen";2008
31957;"Ree";2990;"LOENHOUT";"Antwerpen";2011
31958;"Ree";9680;"MAARKEDAL";"Oost-Vlaanderen";2018
31959;"Ree";2880;"BORNEM";"Antwerpen";2015
31960;"Ree";3290;"DIEST";"Vlaams-Brabant";2015
31961;"Wild zwijn";3790;"VOEREN";"Voeren";2016
31962;"Ree";3470;"KORTENAKEN";"Vlaams-Brabant";2015
31963;"Ree";3560;"LUMMEN";"Limburg";2017
31964;"Ree";3583;"Beringen";"Limburg";2004
31965;"Ree";3940;"Bilzen";"Limburg";2011
31966;"Ree";3630;"MAASMECHELEN";"Limburg";2016
31967;"Wild zwijn";2400;"MOL";"Antwerpen";2015
31968;"Ree";8820;"TORHOUT";"West-Vlaanderen";2017
31969;"Ree";3550;"Beringen";"Limburg";2005
31970;"Wild zwijn";8210;"ZEDELGEM";"West-Vlaanderen";2016
31971;"Ree";2870;"PUURS";"Antwerpen";2018
31972;"Ree";3930;"HAMONT-ACHEL";"Limburg";2015
31973;"Ree";3520;"Geetbets";"Limburg";2010
31974;"Ree";3690;"Bree";"Limburg";2012
31975;"Ree";2490;"BALEN";"Antwerpen";2015
31976;"Ree";3580;"BERINGEN";"Limburg";2017
31977;"Ree";3380;"Glabbeek";"Vlaams-Brabant";2002
31978;"Ree";3320;"Hoegaarden";"Vlaams-Brabant";2007
31979;"Ree";3670;"Ellekom";"Limburg";2003
31980;"Ree";2930;"Brasschaat";"Antwerpen";2006
31981;"Ree";3950;"Bochelt";"Limburg";2007
31982;"Ree";2860;"Sint-Katelijne-Waver";"Antwerpen";2012
31983;"Ree";2440;"GEEL";"Antwerpen";2006
31984;"Ree";3790;"Diepenbeek";"Voeren";2006
31985;"Ree";8950;"Heuvelland";"West-Vlaanderen";2012
31986;"Ree";2240;"GEEL";"Antwerpen";2003
31987;"Ree";2430;"LAAKDAL";"Antwerpen";2017
31988;"Ree";NA;NA;"Limburg";2016
31989;"Ree";3600;"Genk";"Limburg";2013
31990;"Ree";3730;"HOESELT";"Limburg";2016
31991;"Ree";3930;"Achel";"Limburg";2010
31992;"Ree";9100;"SINT-NIKLAAS";"Oost-Vlaanderen";2014
31993;"Ree";3210;"Lubbeek";"Vlaams-Brabant";2004
31994;"Ree";8902;"";"West-Vlaanderen";2012
31995;"Wild zwijn";3970;"LEOPOLDSBURG";"Limburg";2014
31996;"Ree";2440;"GEEL";"Antwerpen";2007
31997;"Ree";3690;"Bree";"Limburg";2008
31998;"Ree";2540;"HOVE";"Antwerpen";2015
31999;"Ree";3550;"Beringen";"Limburg";2013
32000;"Ree";2470;"RETIE";"Antwerpen";2018
32001;"Ree";2900;"Schoten";"Antwerpen";2006
32002;"Ree";3680;"0poeteren";"Limburg";2013
32003;"Ree";3530;"Achel";"Limburg";2004
32004;"Ree";3940;"HECHTEL-EKSEL";"Limburg";2017
32005;"Ree";2880;"BORNEM";"Antwerpen";2018
32006;"Ree";2490;"Balen";"Antwerpen";2006
