"id","afschotjaar","gemeente_afschot_locatie","UTM5","aantal"
162749466,2018,"Oud-Heverlee","FS12B",6
163086879,2018,"Oud-Heverlee","FS12B",1
163086884,2018,"Oud-Heverlee","FS12B",1
163136069,2018,"Oud-Heverlee","FS12B",13
163136423,2018,"Oud-Heverlee","FS12B",11
163136324,2018,"Oud-Heverlee","FS12B",1
163370036,2018,"Oud-Heverlee","FS12B",1
163370192,2018,"Oud-Heverlee","FS12B",1
163369923,2018,"Oud-Heverlee","FS12B",2
163369923,2018,"Oud-Heverlee","FS12B",16
163370020,2018,"Oud-Heverlee","FS12B",1
164643553,2018,"Oud-Heverlee","FS12B",1
71253116,2012,"Oud-Heverlee","FS12B",1
72072237,2012,"Oud-Heverlee","FS12B",1
72149396,2012,"Oud-Heverlee","FS12B",1
72149415,2012,"Oud-Heverlee","FS12B",1
76836560,2013,"Oud-Heverlee","FS12B",1
96971954,2015,"Oud-Heverlee","FS12B",1
110419820,2015,"Oud-Heverlee","FS12B",1
115232682,2016,"Oud-Heverlee","FS12B",1
119210732,2016,"Oud-Heverlee","FS12B",5
122027011,2016,"Oud-Heverlee","FS12B",1
134622055,2017,"Oud-Heverlee","FS12B",1
137250404,2017,"Oud-Heverlee","FS12B",1
137807881,2017,"Oud-Heverlee","FS12B",3
140552860,2017,"Oud-Heverlee","FS12B",16
143384331,2017,"Oud-Heverlee","FS12B",3
145278381,2017,"Oud-Heverlee","FS12B",1
149312810,2018,"Oud-Heverlee","FS12B",1
149414899,2018,"Oud-Heverlee","FS12B",15
149414899,2018,"Oud-Heverlee","FS12B",3
150259304,2018,"Oud-Heverlee","FS12B",2
150310827,2018,"Oud-Heverlee","FS12B",11
150310827,2018,"Oud-Heverlee","FS12B",1
150310827,2018,"Oud-Heverlee","FS12B",1
154767149,2018,"Oud-Heverlee","FS12B",1
154915927,2018,"Oud-Heverlee","FS12B",1
155779999,2018,"Oud-Heverlee","FS12B",1
156056305,2018,"Oud-Heverlee","FS12B",1
155007578,2018,"Oud-Heverlee","FS12B",1
156883806,2018,"Oud-Heverlee","FS12B",11
156883806,2018,"Oud-Heverlee","FS12B",2
166010058,2018,"Oud-Heverlee","FS12B",1
166010104,2018,"Oud-Heverlee","FS12B",1
166010170,2018,"Oud-Heverlee","FS12B",1
115382115,2016,"Oud-Heverlee","FS13D",1
162662765,2018,"Oud-Heverlee","FS13D",1
163370337,2018,"Oud-Heverlee","FS13D",8
163370337,2018,"Oud-Heverlee","FS13D",2
137128453,2017,"Oud-Heverlee","FS13D",1
148945027,2018,"Oud-Heverlee","FS13D",1
115768301,2016,"Oud-Heverlee","FS13D",1
134204416,2017,"Oud-Heverlee","FS13D",1
143383670,2017,"Oud-Heverlee","FS13D",10
166010016,2018,"Oud-Heverlee","FS22A",1
166010019,2018,"Oud-Heverlee","FS22A",1
166010033,2018,"Oud-Heverlee","FS22A",1
166010046,2018,"Oud-Heverlee","FS22A",1
63782209,2012,"Lanaken","FS84A",2
47235371,2010,"Lanaken","FS84B",1
47249049,2010,"Lanaken","FS84B",4
52153493,2011,"Lanaken","FS84B",12
53110020,2011,"Lanaken","FS84B",6
86030392,2014,"Lanaken","FS84B",3
105261420,2015,"Lanaken","FS84B",1
140504208,2017,"Lanaken","FS84B",6
72158508,2012,"Lanaken","FS84B",1
73209284,2013,"Lanaken","FS84B",1
74713188,2013,"Lanaken","FS84B",1
80742429,2013,"Lanaken","FS84B",1
84129726,2014,"Lanaken","FS84B",1
84262265,2014,"Lanaken","FS84B",1
84950995,2014,"Lanaken","FS84B",1
86721937,2014,"Lanaken","FS84B",1
89106648,2014,"Lanaken","FS84B",1
96598329,2014,"Lanaken","FS84B",1
96598348,2014,"Lanaken","FS84B",1
121582872,2016,"Lanaken","FS84B",1
142090100,2017,"Lanaken","FS84B",1
144132984,2017,"Lanaken","FS84B",2
144284006,2017,"Lanaken","FS84B",1
148075005,2018,"Lanaken","FS84B",1
49176042,2010,"Lanaken","FS84C",1
49176124,2010,"Lanaken","FS84D",1
52410591,2011,"Lanaken","FS84D",4
55064168,2011,"Lanaken","FS84D",1
120796810,2016,"Lanaken","FS84D",5
132998923,2016,"Lanaken","FS84D",6
133119118,2016,"Lanaken","FS84D",2
162638754,2018,"Lanaken","FS84D",5
123573427,2016,"Lanaken","FS84D",1
82976516,2014,"Lanaken","FS84D",20
105831889,2015,"Lanaken","FS84D",1
143249580,2017,"Lanaken","FS84D",1
144514196,2017,"Lanaken","FS84D",1
61495316,2011,"Riemst","FS83D",1
43571947,2009,"Hamont-Achel","FS78A",1
43558385,2009,"Hamont-Achel","FS78A",1
43745821,2009,"Hamont-Achel","FS78A",3
43745821,2009,"Hamont-Achel","FS78A",6
43745821,2009,"Hamont-Achel","FS78A",11
47298033,2010,"Hamont-Achel","FS78A",1
49647029,2010,"Hamont-Achel","FS78A",1
51689448,2011,"Hamont-Achel","FS78A",1
55377483,2011,"Hamont-Achel","FS78A",1
55379050,2011,"Hamont-Achel","FS78A",1
61926856,2011,"Hamont-Achel","FS78A",1
62176196,2011,"Hamont-Achel","FS78A",1
62622865,2012,"Hamont-Achel","FS78A",1
63379865,2012,"Hamont-Achel","FS78A",1
72073688,2012,"Hamont-Achel","FS78A",1
96277364,2014,"Hamont-Achel","FS78A",1
110482675,2015,"Hamont-Achel","FS78A",1
115182112,2016,"Hamont-Achel","FS78A",1
70262411,2012,"Hamont-Achel","FS78A",1
72073592,2012,"Hamont-Achel","FS78A",1
96277473,2014,"Hamont-Achel","FS78A",1
109499772,2015,"Hamont-Achel","FS78A",1
112861335,2015,"Hamont-Achel","FS78A",9
133483377,2017,"Hamont-Achel","FS78A",1
96277442,2014,"Hamont-Achel","FS78B",1
67439866,2012,"Hamont-Achel","FS78C",1
110571824,2015,"Hamont-Achel","FS78C",1
56149284,2011,"Hamont-Achel","FS78D",1
73152207,2013,"Leuven","FS13D",3
81696504,2014,"Maaseik","FS86B",1
86653759,2014,"Maaseik","FS86B",15
61551810,2011,"Maaseik","FS86D",1
61566620,2011,"Maaseik","FS86D",1
72376882,2012,"Maaseik","FS86D",2
80879136,2013,"Maaseik","FS86D",2
157656230,2018,"Maaseik","FS86D",5
72798097,2012,"Maaseik","FS86D",1
73724156,2013,"Maaseik","FS86D",2
80212949,2013,"Maaseik","FS86D",10
71511995,2012,"Maaseik","FS86D",2
73552042,2013,"Maaseik","FS86D",2
73587675,2013,"Maaseik","FS86D",2
73782749,2013,"Maaseik","FS86D",1
73873550,2013,"Maaseik","FS86D",2
80991038,2014,"Maaseik","FS86D",2
81607886,2014,"Maaseik","FS86D",2
81614827,2014,"Maaseik","FS86D",2
81616731,2014,"Maaseik","FS86D",2
162658190,2018,"Maaseik","FS86D",1
62582232,2012,"Maaseik","FS96A",1
82976546,2014,"Maaseik","FS96A",1
100128932,2015,"Bree","FS87D",1
100172865,2015,"Bree","FS87D",3
100281327,2015,"Bree","FS87D",5
144960805,2017,"Bree","FS87D",1
145087196,2017,"Bree","FS87D",1
145120984,2017,"Bree","FS87D",1
145158144,2017,"Bree","FS87D",1
145226854,2017,"Bree","FS87D",5
145226854,2017,"Bree","FS87D",3
145329016,2017,"Bree","FS87D",1
145523071,2017,"Bree","FS87D",1
145525576,2017,"Bree","FS87D",1
146937643,2017,"Bree","FS87D",3
147319806,2017,"Bree","FS87D",4
149117482,2018,"Bree","FS87D",3
150687575,2018,"Bree","FS87D",1
150775421,2018,"Bree","FS87D",6
150777743,2018,"Bree","FS87D",1
161977656,2018,"Bree","FS87D",1
161978441,2018,"Bree","FS87D",1
162741659,2018,"Bree","FS87D",6
163269667,2018,"Bree","FS87D",1
163957881,2018,"Bree","FS87D",6
163984064,2018,"Bree","FS87D",3
163996993,2018,"Bree","FS87D",3
164151255,2018,"Bree","FS87D",7
164190749,2018,"Bree","FS87D",2
82791203,2014,"Bree","FS87D",7
89292686,2014,"Bree","FS87D",1
98452508,2015,"Bree","FS87D",6
98385209,2015,"Bree","FS87D",1
103293605,2015,"Bree","FS87D",1
108055325,2015,"Bree","FS87D",1
113021041,2015,"Bree","FS87D",1
138201665,2017,"Bree","FS87D",1
138288989,2017,"Bree","FS87D",1
145327408,2017,"Bree","FS87D",1
149958876,2018,"Bree","FS87D",1
156601616,2018,"Bree","FS87D",1
158322875,2018,"Bree","FS87D",5
164008374,2018,"Bree","FS87D",3
95295790,2014,"Mol","FS48B",8
143144609,2017,"Mol","FS48B",2
145619834,2017,"Mol","FS48D",1
142373872,2017,"Mol","FS57A",1
142373874,2017,"Mol","FS57A",1
122280914,2016,"Mol","FS58A",1
134770881,2017,"Mol","FS58A",1
74885163,2013,"Mol","FS58A",1
89523111,2014,"Mol","FS58A",1
89523119,2014,"Mol","FS58A",1
95295804,2014,"Mol","FS58A",1
138329088,2017,"Mol","FS58A",1
109551405,2015,"Mol","FS58A",2
109551413,2015,"Mol","FS58A",1
115890572,2016,"Mol","FS58A",1
123342700,2016,"Mol","FS58A",1
125855633,2016,"Mol","FS58A",1
113263834,2015,"Mol","FS58C",4
122921057,2016,"Mol","FS58C",1
124463037,2016,"Mol","FS58C",1
134524284,2017,"Mol","FS58C",2
135114207,2017,"Mol","FS58C",1
139410732,2017,"Mol","FS58C",5
77066970,2013,"Mol","FS58C",1
77066990,2013,"Mol","FS58C",1
77401714,2013,"Mol","FS58C",2
77401721,2013,"Mol","FS58C",2
79035127,2013,"Mol","FS58C",1
89195728,2014,"Mol","FS58C",1
89195735,2014,"Mol","FS58C",1
89523090,2014,"Mol","FS58C",1
89523097,2014,"Mol","FS58C",1
89532827,2014,"Mol","FS58C",1
89532834,2014,"Mol","FS58C",1
89532858,2014,"Mol","FS58C",1
89532879,2014,"Mol","FS58C",3
95512650,2014,"Mol","FS58C",1
139411708,2017,"Mol","FS58C",1
139411701,2017,"Mol","FS58C",1
139411676,2017,"Mol","FS58C",1
139411689,2017,"Mol","FS58C",1
139411730,2017,"Mol","FS58C",1
139411718,2017,"Mol","FS58C",2
139478619,2017,"Mol","FS58C",1
86946133,2014,"Mol","FS58C",1
122424174,2016,"Mol","FS58C",5
121824614,2016,"Mol","FS58C",1
122424215,2016,"Mol","FS58C",3
123949320,2016,"Mol","FS58C",1
123949357,2016,"Mol","FS58C",2
123949371,2016,"Mol","FS58C",1
124092264,2016,"Mol","FS58C",5
124092618,2016,"Mol","FS58C",1
125934608,2016,"Mol","FS58C",1
124092281,2016,"Mol","FS58C",4
125934609,2016,"Mol","FS58C",4
124092288,2016,"Mol","FS58C",3
124092419,2016,"Mol","FS58C",1
125934586,2016,"Mol","FS58C",1
125934588,2016,"Mol","FS58C",1
125934613,2016,"Mol","FS58C",4
125934622,2016,"Mol","FS58C",1
125934594,2016,"Mol","FS58C",1
125934591,2016,"Mol","FS58C",1
125934596,2016,"Mol","FS58C",1
132622176,2016,"Mol","FS58C",1
132622157,2016,"Mol","FS58C",1
132622154,2016,"Mol","FS58C",1
133369366,2016,"Mol","FS58C",2
133369278,2016,"Mol","FS58C",9
133369346,2016,"Mol","FS58C",3
135453958,2017,"Mol","FS58C",4
135453961,2017,"Mol","FS58C",1
135453973,2017,"Mol","FS58C",1
135453984,2017,"Mol","FS58C",4
135453944,2017,"Mol","FS58C",4
139411745,2017,"Mol","FS58C",1
138701915,2017,"Mol","FS58C",2
138914786,2017,"Mol","FS58C",1
141578997,2017,"Mol","FS58C",2
141579010,2017,"Mol","FS58C",2
141580310,2017,"Mol","FS58C",2
141578333,2017,"Mol","FS58C",4
141580792,2017,"Mol","FS58C",1
141578352,2017,"Mol","FS58C",3
141578378,2017,"Mol","FS58C",1
141578573,2017,"Mol","FS58C",2
141578595,2017,"Mol","FS58C",2
141578396,2017,"Mol","FS58C",9
141579749,2017,"Mol","FS58C",1
141579786,2017,"Mol","FS58C",4
141578411,2017,"Mol","FS58C",5
141578807,2017,"Mol","FS58C",2
141578824,2017,"Mol","FS58C",2
141578841,2017,"Mol","FS58C",3
141579889,2017,"Mol","FS58C",6
141578480,2017,"Mol","FS58C",2
141579909,2017,"Mol","FS58C",1
141578848,2017,"Mol","FS58C",3
143243674,2017,"Mol","FS58C",4
143327701,2017,"Mol","FS58C",4
143327577,2017,"Mol","FS58C",3
143327584,2017,"Mol","FS58C",3
143327712,2017,"Mol","FS58C",4
143327589,2017,"Mol","FS58C",2
143327614,2017,"Mol","FS58C",10
143327867,2017,"Mol","FS58C",2
142508411,2017,"Mol","FS58C",1
143327629,2017,"Mol","FS58C",1
143327636,2017,"Mol","FS58C",1
143327643,2017,"Mol","FS58C",2
143327650,2017,"Mol","FS58C",1
144739260,2017,"Mol","FS58C",1
144739271,2017,"Mol","FS58C",2
144739279,2017,"Mol","FS58C",4
144739286,2017,"Mol","FS58C",2
144739317,2017,"Mol","FS58C",1
144739376,2017,"Mol","FS58C",1
144739402,2017,"Mol","FS58C",4
144739413,2017,"Mol","FS58C",3
144739416,2017,"Mol","FS58C",1
144739438,2017,"Mol","FS58C",1
145619825,2017,"Mol","FS58C",4
145619827,2017,"Mol","FS58C",3
146922566,2017,"Mol","FS58C",1
146923406,2017,"Mol","FS58C",4
146923527,2017,"Mol","FS58C",2
145662826,2017,"Mol","FS58C",1
146922850,2017,"Mol","FS58C",1
146923833,2017,"Mol","FS58C",1
146923839,2017,"Mol","FS58C",1
146923844,2017,"Mol","FS58C",1
146923856,2017,"Mol","FS58C",2
146922985,2017,"Mol","FS58C",5
146923015,2017,"Mol","FS58C",1
146923078,2017,"Mol","FS58C",4
146923860,2017,"Mol","FS58C",4
146923150,2017,"Mol","FS58C",1
146923872,2017,"Mol","FS58C",1
147944726,2018,"Mol","FS58C",1
150631021,2018,"Mol","FS58C",3
150631028,2018,"Mol","FS58C",1
150631047,2018,"Mol","FS58C",1
160865489,2018,"Mol","FS58C",2
162240165,2018,"Mol","FS58C",1
162706673,2018,"Mol","FS58C",3
164689204,2018,"Mol","FS58C",2
89523372,2014,"Mol","FS58D",1
48506705,2010,"Hechtel-Eksel","FS56B",1
48808306,2010,"Hechtel-Eksel","FS66A",1
48808407,2010,"Hechtel-Eksel","FS66A",1
48808435,2010,"Hechtel-Eksel","FS66A",1
48808515,2010,"Hechtel-Eksel","FS66A",1
69425500,2012,"Hechtel-Eksel","FS66A",21
56010447,2011,"Hechtel-Eksel","FS66C",4
144373295,2017,"Hechtel-Eksel","FS66C",10
49987704,2010,"Hechtel-Eksel","FS66D",3
50738123,2010,"Hechtel-Eksel","FS66D",1
83173092,2014,"Hechtel-Eksel","FS66D",1
116979341,2016,"Hechtel-Eksel","FS66D",1
138831324,2017,"Hechtel-Eksel","FS66D",6
147335225,2018,"Hechtel-Eksel","FS66D",1
43744865,2009,"Hechtel-Eksel","FS67C",1
46452020,2010,"Hechtel-Eksel","FS67C",1
154897955,2018,"Hechtel-Eksel","FS77C",1
122948455,2016,"Zonhoven","FS64A",9
159214882,2018,"Zonhoven","FS64A",2
110566693,2015,"Zonhoven","FS64A",1
113190373,2015,"Zonhoven","FS64A",1
113450504,2015,"Zonhoven","FS64A",1
116540882,2016,"Zonhoven","FS64A",1
116824649,2016,"Zonhoven","FS64A",1
119192092,2016,"Zonhoven","FS64A",1
122021967,2016,"Zonhoven","FS64A",1
122037604,2016,"Zonhoven","FS64A",1
122523694,2016,"Zonhoven","FS64A",1
122961553,2016,"Zonhoven","FS64A",1
123305237,2016,"Zonhoven","FS64A",1
124459576,2016,"Zonhoven","FS64A",1
124492488,2016,"Zonhoven","FS64A",1
126497154,2016,"Zonhoven","FS64A",1
126497159,2016,"Zonhoven","FS64A",1
132703146,2016,"Zonhoven","FS64A",3
132705364,2016,"Zonhoven","FS64A",1
133135842,2016,"Zonhoven","FS64A",1
135491181,2017,"Zonhoven","FS64A",1
143929992,2017,"Zonhoven","FS64A",1
145220667,2017,"Zonhoven","FS64A",1
162690811,2018,"Zonhoven","FS64A",6
164405049,2018,"Zonhoven","FS64A",1
166047827,2018,"Zonhoven","FS64A",1
162270362,2018,"Zonhoven","FS64B",1
124137714,2016,"Zonhoven","FS65C",1
126564094,2016,"Zonhoven","FS65C",1
134516224,2017,"Zonhoven","FS65C",1
109102079,2015,"Zonhoven","FS65C",1
110604664,2015,"Zonhoven","FS65C",1
113199371,2015,"Zonhoven","FS65C",1
113450495,2015,"Zonhoven","FS65C",1
121754215,2016,"Zonhoven","FS65C",1
122616297,2016,"Zonhoven","FS65C",1
123915634,2016,"Zonhoven","FS65C",1
124521275,2016,"Zonhoven","FS65C",1
126465870,2016,"Zonhoven","FS65C",1
126465878,2016,"Zonhoven","FS65C",1
126497273,2016,"Zonhoven","FS65C",1
126497276,2016,"Zonhoven","FS65C",1
126607045,2016,"Zonhoven","FS65C",1
126607060,2016,"Zonhoven","FS65C",1
126607067,2016,"Zonhoven","FS65C",1
126634260,2016,"Zonhoven","FS65C",1
126634261,2016,"Zonhoven","FS65C",1
126634262,2016,"Zonhoven","FS65C",1
134381148,2017,"Zonhoven","FS65C",1
147352178,2018,"Zonhoven","FS65C",1
148434881,2018,"Zonhoven","FS65C",1
56553129,2011,"Zonhoven","FS65D",1
56563291,2011,"Zonhoven","FS65D",1
43745104,2009,"Zonhoven","FS75C",1
47611938,2009,"Zonhoven","FS75C",1
45783402,2009,"Zonhoven","FS75C",1
40376022,2008,"Laakdal","FS35B",2
40370642,2008,"Laakdal","FS35B",4
40867508,2008,"Laakdal","FS35B",1
40867459,2008,"Laakdal","FS35B",1
40869512,2008,"Laakdal","FS35B",1
40878530,2008,"Laakdal","FS35B",1
40880945,2008,"Laakdal","FS35B",1
40889724,2008,"Laakdal","FS35B",1
40907723,2008,"Laakdal","FS35B",1
40918992,2008,"Laakdal","FS35B",1
40918073,2008,"Laakdal","FS35B",1
43813407,2009,"Laakdal","FS35B",1
87640606,2014,"Laakdal","FS35B",2
84833897,2014,"Laakdal","FS36D",1
84842653,2014,"Laakdal","FS36D",1
84934796,2014,"Laakdal","FS36D",1
96972788,2015,"Lommel","FS57B",1
141403431,2017,"Lommel","FS57B",1
53040053,2011,"Lommel","FS57D",1
117254557,2016,"Lommel","FS58D",7
139679818,2017,"Lommel","FS58D",1
72132164,2012,"Lommel","FS58D",1
114052038,2016,"Lommel","FS58D",1
114295473,2016,"Lommel","FS58D",1
114674905,2016,"Lommel","FS58D",1
115142776,2016,"Lommel","FS58D",2
132490209,2016,"Lommel","FS58D",8
141090892,2017,"Lommel","FS58D",1
141403301,2017,"Lommel","FS58D",1
142429860,2017,"Lommel","FS58D",1
74084489,2013,"Lommel","FS67C",1
137191773,2017,"Lommel","FS67C",1
84908689,2014,"Lommel","FS68D",1
89399519,2014,"Lommel","FS68D",1
95532363,2014,"Lommel","FS68D",1
96222684,2014,"Lommel","FS68D",1
136569276,2017,"Lommel","FS68D",1
156996454,2018,"Lommel","FS68D",1
82907239,2014,"Lommel","FS68D",1
110413486,2015,"Lommel","FS68D",1
126547923,2016,"Lommel","FS68D",1
126679914,2016,"Lommel","FS68D",1
126679931,2016,"Lommel","FS68D",1
134165596,2017,"Lommel","FS68D",1
134821856,2017,"Lommel","FS68D",1
146266753,2017,"Lommel","FS68D",9
150354051,2018,"Lommel","FS68D",5
150354051,2018,"Lommel","FS68D",1
156996456,2018,"Lommel","FS68D",1
164729257,2018,"Lommel","FS68D",1
135036169,2017,"Ravels","FS49A",1
145397780,2017,"Ravels","FS49A",1
88092505,2014,"Ravels","FS49A",1
88092509,2014,"Ravels","FS49A",1
89007408,2014,"Ravels","FS49A",1
89007326,2014,"Ravels","FS49A",1
133194518,2016,"Ravels","FS49A",1
135247201,2017,"Ravels","FS49A",1
139314069,2017,"Ravels","FS49C",1
81843334,2014,"Neerpelt","FS68D",1
81843343,2014,"Neerpelt","FS68D",1
82474385,2014,"Neerpelt","FS68D",1
82907194,2014,"Neerpelt","FS68D",1
83174076,2014,"Neerpelt","FS68D",2
83174009,2014,"Neerpelt","FS68D",2
83720206,2014,"Neerpelt","FS68D",1
89161423,2014,"Neerpelt","FS68D",1
95590283,2014,"Neerpelt","FS68D",1
98566308,2015,"Neerpelt","FS68D",1
121428195,2016,"Neerpelt","FS68D",1
121822533,2016,"Neerpelt","FS68D",1
124092545,2016,"Neerpelt","FS68D",14
124501648,2016,"Neerpelt","FS68D",1
125938353,2016,"Neerpelt","FS68D",1
126536993,2016,"Neerpelt","FS68D",1
132710353,2016,"Neerpelt","FS68D",1
135049226,2017,"Neerpelt","FS68D",1
135068695,2017,"Neerpelt","FS68D",1
135146253,2017,"Neerpelt","FS68D",1
135614173,2017,"Neerpelt","FS68D",1
139567641,2017,"Neerpelt","FS68D",1
139646431,2017,"Neerpelt","FS68D",10
146932811,2017,"Neerpelt","FS68D",10
147322184,2018,"Neerpelt","FS68D",9
157072106,2018,"Neerpelt","FS68D",4
157072106,2018,"Neerpelt","FS68D",1
159688136,2018,"Neerpelt","FS68D",1
160289010,2018,"Neerpelt","FS68D",1
165034369,2018,"Neerpelt","FS68D",1
166011946,2018,"Neerpelt","FS68D",1
97798588,2015,"Neerpelt","FS68D",1
97992372,2015,"Neerpelt","FS68D",1
132710348,2016,"Neerpelt","FS68D",1
82907221,2014,"Neerpelt","FS68D",1
82907234,2014,"Neerpelt","FS68D",1
82907271,2014,"Neerpelt","FS68D",1
83032995,2014,"Neerpelt","FS68D",1
83032995,2014,"Neerpelt","FS68D",2
83249902,2014,"Neerpelt","FS68D",1
83720650,2014,"Neerpelt","FS68D",1
83836103,2014,"Neerpelt","FS68D",1
84264829,2014,"Neerpelt","FS68D",1
84264907,2014,"Neerpelt","FS68D",1
89523467,2014,"Neerpelt","FS68D",1
89373895,2014,"Neerpelt","FS68D",2
95590249,2014,"Neerpelt","FS68D",1
97963007,2015,"Neerpelt","FS68D",2
100130364,2015,"Neerpelt","FS68D",1
103262895,2015,"Neerpelt","FS68D",1
103293947,2015,"Neerpelt","FS68D",1
121822534,2016,"Neerpelt","FS68D",1
124501660,2016,"Neerpelt","FS68D",1
125938358,2016,"Neerpelt","FS68D",1
126067516,2016,"Neerpelt","FS68D",1
126536999,2016,"Neerpelt","FS68D",1
126679894,2016,"Neerpelt","FS68D",1
132710360,2016,"Neerpelt","FS68D",1
132710372,2016,"Neerpelt","FS68D",1
133644792,2017,"Neerpelt","FS68D",1
133644828,2017,"Neerpelt","FS68D",1
134453490,2017,"Neerpelt","FS68D",1
134453508,2017,"Neerpelt","FS68D",1
134657471,2017,"Neerpelt","FS68D",1
134973646,2017,"Neerpelt","FS68D",1
135049230,2017,"Neerpelt","FS68D",4
135049257,2017,"Neerpelt","FS68D",1
135068702,2017,"Neerpelt","FS68D",1
135146263,2017,"Neerpelt","FS68D",1
135146266,2017,"Neerpelt","FS68D",1
135205870,2017,"Neerpelt","FS68D",1
135376441,2017,"Neerpelt","FS68D",1
136424469,2017,"Neerpelt","FS68D",2
136501127,2017,"Neerpelt","FS68D",1
136931355,2017,"Neerpelt","FS68D",1
137216376,2017,"Neerpelt","FS68D",1
139439562,2017,"Neerpelt","FS68D",2
139439566,2017,"Neerpelt","FS68D",1
139567643,2017,"Neerpelt","FS68D",1
141769814,2017,"Neerpelt","FS68D",4
142630388,2017,"Neerpelt","FS68D",1
144096484,2017,"Neerpelt","FS68D",1
146043584,2017,"Neerpelt","FS68D",6
146251655,2017,"Neerpelt","FS68D",8
146350681,2017,"Neerpelt","FS68D",1
146932802,2017,"Neerpelt","FS68D",3
146952113,2017,"Neerpelt","FS68D",1
147322189,2018,"Neerpelt","FS68D",1
147579995,2018,"Neerpelt","FS68D",1
148063076,2018,"Neerpelt","FS68D",3
147974186,2018,"Neerpelt","FS68D",1
148063047,2018,"Neerpelt","FS68D",1
148715683,2018,"Neerpelt","FS68D",1
149984738,2018,"Neerpelt","FS68D",10
149984738,2018,"Neerpelt","FS68D",1
150608939,2018,"Neerpelt","FS68D",1
162427937,2018,"Neerpelt","FS68D",1
162427959,2018,"Neerpelt","FS68D",1
163958513,2018,"Neerpelt","FS68D",4
164338513,2018,"Neerpelt","FS68D",1
164628984,2018,"Neerpelt","FS68D",9
164709335,2018,"Neerpelt","FS68D",6
164709335,2018,"Neerpelt","FS68D",1
164709350,2018,"Neerpelt","FS68D",1
165034488,2018,"Neerpelt","FS68D",2
165044464,2018,"Neerpelt","FS68D",1
165044489,2018,"Neerpelt","FS68D",3
165048083,2018,"Neerpelt","FS68D",1
165048148,2018,"Neerpelt","FS68D",1
165517210,2018,"Neerpelt","FS68D",6
165516724,2018,"Neerpelt","FS68D",1
165612338,2018,"Neerpelt","FS68D",18
165612381,2018,"Neerpelt","FS68D",1
165612443,2018,"Neerpelt","FS68D",1
165612451,2018,"Neerpelt","FS68D",1
165700123,2018,"Neerpelt","FS68D",1
165700139,2018,"Neerpelt","FS68D",1
165696115,2018,"Neerpelt","FS68D",1
165822915,2018,"Neerpelt","FS68D",2
165927358,2018,"Neerpelt","FS68D",7
165799938,2018,"Neerpelt","FS68D",1
165927105,2018,"Neerpelt","FS68D",1
76524641,2013,"Meeuwen-Gruitrode","FS75B",1
