WBE_NR,Area_m2,Area_ha,Area_km2,Area_hab_m2_bebouwd,Area_hab_m2_bos,Area_hab_m2_grasland,Area_hab_m2_landbouw,Area_hab_m2_water,Area_hab_m2_andere,Area_hab_ha_bebouwd,Area_hab_ha_bos,Area_hab_ha_grasland,Area_hab_ha_landbouw,Area_hab_ha_water,Area_hab_ha_andere,Area_hab_km2_bebouwd,Area_hab_km2_bos,Area_hab_km2_grasland,Area_hab_km2_landbouw,Area_hab_km2_water,Area_hab_km2_andere,perc_bos,perc_water,perc_landbouw,perc_grasland,perc_bebouwd,perc_andere
0,457389.06382062315,45.73890638206232,0.4573890638206231,331909.08288187854,0,0,125480.08376853917,0,0,33.190908288187856,0,0,12.548008376853918,0,0,0.3319090828818785,0,0,0.12548008376853917,0,0,0,0,0.27433993003765694,0,0.7256602947814362,0
101,269805403.41474766,26980.540341474767,269.8054034147476,17072261.966754187,2309053.361178254,28515221.96250568,221894066.31913322,14800.609866646919,0,1707.2261966754188,230.90533611782536,2851.522196250568,22189.406631913324,1.4800609866646919,0,17.072261966754187,2.3090533611782535,28.51522196250568,221.8940663191332,0.014800609866646918,0,0.00855821763372453,5.485661028031847e-5,0.8224226183418402,0.1056881055813096,0.06327620481532954,0
102,209149131.93953198,20914.913193953198,209.14913193953197,21644839.326404717,5165303.376924286,25509375.006383367,156164326.2774761,665284.0417296381,3.910613890737295,2164.4839326404717,516.5303376924286,2550.9375006383366,15616.43262774761,66.52840417296382,3.910613890737295e-4,21.644839326404718,5.165303376924285,25.509375006383365,156.1643262774761,0.6652840417296382,3.910613890737295e-6,0.024696747861318636,0.0031809074967711617,0.7466649506469166,0.12196739603852859,0.10348997925873558,1.8697729483610334e-8
103,792629.762826257,79.2629762826257,0.792629762826257,0,0,144367.82370744887,648261.8513302433,0,0.08778856488061137,0,0,14.436782370744888,64.82618513302432,0,8.778856488061138e-6,0,0,0.14436782370744886,0.6482618513302433,0,8.778856488061137e-8,0,0,0.8178621113327296,0.1821377779111911,0,1.1075607931701457e-7
104,60160734.07376081,6016.073407376081,60.16073407376081,28505899.55359469,3269243.019714412,6785740.23106183,21599850.54920434,0,0.720185536891222,2850.589955359469,326.9243019714412,678.574023106183,2159.985054920434,0,7.201855368912221e-5,28.505899553594688,3.2692430197144113,6.78574023106183,21.599850549204337,0,7.20185536891222e-7,0.054341807327452425,0,0.3590356880074232,0.11279350785085318,0.4738289848432481,1.1971023093039883e-8
105,219964763.6721234,21996.47636721234,219.96476367212338,49403764.59269303,10636938.703247331,15531162.227654021,144094792.05199453,298138.5204479179,0,4940.376459269303,1063.6938703247333,1553.1162227654022,14409.479205199454,29.813852044791794,0,49.40376459269303,10.636938703247331,15.53116222765402,144.09479205199452,0.2981385204479179,0,0.04835746655815571,0.0013553921795052561,0.6550812486802675,0.07060750080319486,0.22459853918391054,0
106,105809718.87037303,10580.971887037304,105.80971887037302,10642718.423670879,911759.5578590832,17092346.836046945,75760624.3282664,1402297.5536889532,0,1064.271842367088,91.17595578590833,1709.2346836046947,7576.062432826639,140.22975536889533,0,10.642718423670878,0.9117595578590831,17.092346836046946,75.76062432826639,1.4022975536889533,0,0.008616973635248718,0.013253012754025942,0.7160081808844079,0.16153853368599058,0.10058356205169793,0
107,72321469.46004629,7232.146946004629,72.32146946004629,18271860.011784177,552540.8023359963,1587052.652117415,51910016.17982828,0,0,1827.1860011784177,55.25408023359963,158.70526521174153,5191.001617982828,0,0,18.271860011784177,0.5525408023359963,1.587052652117415,51.910016179828276,0,0,0.007640066033797133,0,0.7177677191488173,0.02194441932618883,0.2526477980633178,0
108,86870801.19254577,8687.080119254577,86.87080119254577,34420902.56704896,300669.0131142687,3577183.2129280614,48572043.15082383,0,3.24863064289093,3442.090256704896,30.06690131142687,357.71832129280614,4857.204315082384,0,3.2486306428909303e-4,34.420902567048955,0.3006690131142687,3.577183212928061,48.57204315082383,0,3.24863064289093e-6,0.0034611055612097726,0,0.5591296786035825,0.04117819985335893,0.3962309785857317,3.73961169724965e-8
109,13572897.821157696,1357.2897821157696,13.572897821157696,199108.9947968747,0,396601.0064080398,12977186.64826592,0,1.1716868606745265,19.910899479687473,0,39.66010064080398,1297.718664826592,0,1.1716868606745266e-4,0.1991089947968747,0,0.39660100640803975,12.97718664826592,0,1.1716868606745266e-6,0,0,0.9561102440509669,0.02922006867168855,0.014669600951868932,8.6325475673152e-8
