NISCODE,Area_m2,Area_ha,Area_km2,Area_hab_m2_bebouwd,Area_hab_m2_bos,Area_hab_m2_grasland,Area_hab_m2_landbouw,Area_hab_m2_water,Area_hab_m2_andere,Area_hab_ha_bebouwd,Area_hab_ha_bos,Area_hab_ha_grasland,Area_hab_ha_landbouw,Area_hab_ha_water,Area_hab_ha_andere,Area_hab_km2_bebouwd,Area_hab_km2_bos,Area_hab_km2_grasland,Area_hab_km2_landbouw,Area_hab_km2_water,Area_hab_km2_andere,perc_bos,perc_water,perc_landbouw,perc_grasland,perc_bebouwd,perc_andere,densiteit_bos,gem_opp_bos_m2,perimeter_bos_m,gem_opp_bos_ha,gem_opp_bos_km2
11001,11025464.526982911,1102.5464526982912,11.02546452698291,2968557.0307348324,3946007.0444383835,581760.1318653886,3529140.133485001,0,0.18645930523052812,296.85570307348326,394.60070444383837,58.17601318653887,352.91401334850013,0,1.8645930523052812e-5,2.9685570307348326,3.9460070444383835,0.5817601318653886,3.5291401334850008,0,1.864593052305281e-7,0.3578993914298319,0,0.3200899268097088,0.05276513569488448,0.26924552915387867,1.6911696080850048e-8,1,3946007.0444383835,27595.24572793,394.60070444383837,3.9460070444383835
11002,204368182.9774095,20436.818297740952,204.3681829774095,114844876.2849493,36810865.768733114,1437586.8183990964,14813784.602000592,36461005.12277368,64.38055372238159,11484.487628494931,3681.0865768733115,143.75868183990966,1481.3784602000592,3646.100512277368,0.006438055372238159,114.84487628494931,36.81086576873311,1.4375868183990965,14.813784602000592,36.46100512277368,6.438055372238159e-5,0.1801203359174658,0.17840842244413363,0.07248576753083957,0.007034298575517524,0.561950860509652,3.150223913743858e-7,19,1937413.9878280584,167871.79597628,193.74139878280585,1.9374139878280583
11004,20712115.91824888,2071.2115918248883,20.71211591824888,821287.4578507479,5039067.319694864,2041002.2655096645,12810759.409521258,0,0,82.1287457850748,503.9067319694864,204.10022655096648,1281.0759409521256,0,0,0.8212874578507479,5.039067319694864,2.0410022655096647,12.810759409521255,0,0,0.24329080329523836,0,0.6185152429662701,0.09854146594995604,0.03965251358636584,0,2,2519533.659847432,36708.0508516014,251.9533659847432,2.519533659847432
11005,7199506.442041934,719.9506442041934,7.199506442041933,2844920.4411218814,3528583.0364526934,0,628115.777401456,197886.9952916142,0.1917742881923914,284.4920441121881,352.85830364526936,0,62.81157774014561,19.78869952916142,1.917742881923914e-5,2.8449204411218814,3.528583036452693,0,0.6281157774014561,0.1978869952916142,1.9177428819239138e-7,0.49011457450018087,0.02748618907207884,0.08724428298772506,0,0.3951549268028714,2.663714377315011e-8,3,1176194.3454842311,21810.0094982867,117.61943454842311,1.1761943454842312
11007,3902969.5321440273,390.2969532144028,3.902969532144027,313610.2552888744,2228301.1394557613,151919.14211488253,1209138.6806036606,0,0.31468084844527766,31.36102552888744,222.83011394557613,15.191914211488253,120.91386806036607,0,3.146808484452777e-5,0.3136102552888743,2.2283011394557612,0.15191914211488253,1.2091386806036608,0,3.1468084844527766e-07,0.5709245540104648,0,0.3097996719281182,0.03892398873824374,0.08035170469716635,8.062600690413622e-8,1,2228301.1394557613,12411.6344689373,222.83011394557613,2.2283011394557612
11008,38578936.980774604,3857.8936980774606,38.5789369807746,24695380.172937904,9615771.049989272,675438.8393856769,3523434.997127743,68903.95382422364,7.967509787529707,2469.5380172937903,961.5771049989273,67.5438839385677,352.3434997127743,6.890395382422365,7.967509787529707e-4,24.695380172937906,9.615771049989272,0.675438839385677,3.5234349971277426,0.06890395382422364,7.967509787529707e-6,0.24924924848969238,0.001786051125736336,0.09133053611310256,0.017507969172978366,0.6401259885736245,2.0652486592619775e-7,11,874161.0045444793,62288.7774986226,87.41610045444793,0.8741610045444793
11009,91470951.76575793,9147.095176575795,91.47095176575793,18355557.20732455,13769233.508841356,24797206.21644296,28232479.909643594,6316475.640710018,0,1835.555720732455,1376.9233508841357,2479.720621644296,2823.2479909643594,631.6475640710019,0,18.35555720732455,13.769233508841356,24.79720621644296,28.232479909643594,6.316475640710017,0,0.15053121502553182,0.06905444317323245,0.3086496791018676,0.2710937815531266,0.20067088898703178,0,30,458974.4502947119,115989.431363659,45.89744502947119,0.4589744502947119
11013,8714942.985861633,871.4942985861634,8.714942985861633,1218934.538094621,5394638.355107677,127333.46989538695,1974036.552944948,0,0.0698189998511225,121.8934538094621,539.4638355107677,12.733346989538697,197.4036552944948,0,6.98189998511225e-6,1.218934538094621,5.394638355107677,0.12733346989538696,1.9740365529449477,0,6.98189998511225e-8,0.6190101718232087,0,0.2265117002081888,0.01461093550490941,0.13986718445228094,8.011412118747166e-9,1,5394638.355107677,23351.4663988434,539.4638355107677,5.394638355107677
11016,47586223.25226008,4758.622325226009,47.586223252260076,13783407.478317251,3979238.898333792,5980152.710589761,23759027.93842777,84378.48556632797,17.741025179624557,1378.3407478317251,397.92388983337923,598.0152710589762,2375.902793842777,8.437848556632797,0.0017741025179624558,13.783407478317251,3.9792388983337923,5.980152710589761,23.75902793842777,0.08437848556632797,1.7741025179624558e-5,0.08362165825262882,0.0017731704640443484,0.49928374883794435,0.12566983260865816,0.2896512170182074,3.728185169387646e-7,6,663206.4830556321,31928.393808462,66.32064830556321,0.663206483055632
11018,5451251.185323426,545.1251185323426,5.451251185323425,1803716.094355966,2671821.6087131514,173863.43140355198,267423.0145829358,534427.1737685582,0,180.3716094355966,267.18216087131515,17.386343140355198,26.74230145829358,53.442717376855825,0,1.803716094355966,2.6718216087131514,0.17386343140355198,0.26742301458293577,0.5344271737685582,0,0.4901299752810108,0.09803752489105863,0.04905718072631236,0.03189422492062922,0.3308811194046914,0,1,2671821.6087131514,11786.5681572797,267.18216087131515,2.6718216087131514
