"","Question_label","meanAnswer","pci2"
"1","Inschatting populatiegroei",0.97037037037037,0.059184763260947
"2","Inschatting schade andere",0.753846153846154,0.0471074380165289
"3","Inschatting schade landbouw",0.78030303030303,0.0712788259958071
"4","Inschatting schade verkeer",0.382113821138211,0.0655032467532468
