"","Question_label","Year","meanAnswer","pci2","Sector"
"1","Houding aanwezigheid everzwijn",2017,0.429189189189189,0.101627584078988,"Publiek buiten everzwijngebied"
"2","Houding aanwezigheid everzwijn",2020,0.552659019812304,0.128425104384134,"Publiek buiten everzwijngebied"
"3","Houding aanwezigheid everzwijn",2017,0.245989304812834,0.14487117160914,"Publiek in everzwijngebied"
"4","Houding aanwezigheid everzwijn",2020,0.195320447609359,0.191744076300233,"Publiek in everzwijngebied"
