"","Question_label","Year","meanAnswer","pci2","Sector","group"
"1","Aantrekkingskracht aanwezigheid everzwijn",2017,0.547151277013752,0.501125130750615,"Publiek buiten everzwijngebied","Aantrekkingskracht aanwezigheid everzwijn-2017"
"2","Aantrekkingskracht aanwezigheid everzwijn",2020,0.178467507274491,0.584096297132536,"Publiek buiten everzwijngebied","Aantrekkingskracht aanwezigheid everzwijn-2020"
"3","Aantrekkingskracht aanwezigheid everzwijn",2017,0.309002433090024,0.564799905280606,"Publiek in everzwijngebied","Aantrekkingskracht aanwezigheid everzwijn-2017"
"4","Aantrekkingskracht aanwezigheid everzwijn",2020,-0.0586510263929619,0.614087726272016,"Publiek in everzwijngebied","Aantrekkingskracht aanwezigheid everzwijn-2020"
