id,jaar,Aanwezig,x,y,gemeente,provincie,aantal,gedrag,methode,typewaarne,status,bijzonderh,periode_3jaar,periode_2jaar,TAG,Shape_Leng,Shape_Area,UIDN,OIDN,TERRID,NISCODE,NAAM,DATPUBLBS,NUMAC,LENGTE,OPPERVL,geometry,
119613540,2016,3,169010.3011,166965.6634,Huldenberg,Vlaams-Brabant,1,ter plaatse,,losse waarneming,Goedgekeurd op basis van kennisregels,Vision fugitive depuis l'observatoire De Roerdomp,3,5,FS13D,20003.7490661,25009373.3399,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,c(4.63849156719973, 50.8128219324599)
46592463,2010,9,227630.0248,167697.6636,Tongeren,Limburg,1,dood,,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,1,2,FS73C,19999.8051171,24999513.0969,323,15,52,73083,Tongeren,1982-07-17,1982001074,55544.44,87852973.97,c(5.47033309503068, 50.8145310770832)
113145833,2015,4,173176.9105,165410.7913,Oud-Heverlee,Vlaams-Brabant,1,sporen,onbekend,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,"Wroetsporen - tijdens ""ree?�nsafari"" met ANB en Bosbeheerders.",3,4,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.69751357635181, 50.7986930454407)
113994792,2016,3,169335.9119,166551.1621,Oud-Heverlee,Vlaams-Brabant,1,uitwerpselen,onbekend,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,3,5,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.64308987798954, 50.8090850057514)
120511633,2016,3,172973.3397,165865.3022,Oud-Heverlee,Vlaams-Brabant,6,ter plaatse,,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,3,5,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.69465434072055, 50.8027869718713)
143731555,2017,2,171534.3666,166377.8404,Oud-Heverlee,Vlaams-Brabant,1,sporen,onbekend,ObsMapp,Goedgekeurd op basis van bewijsmateriaal,,4,5,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67427110748978, 50.8074495717997)
149965354,2018,1,169069.6024,165641.6649,Oud-Heverlee,Vlaams-Brabant,13,ter plaatse,onbekend,ObsMapp,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.63926437793661, 50.8009178385618)
149965354,2018,1,169069.6024,165641.6649,Oud-Heverlee,Vlaams-Brabant,2,ter plaatse,onbekend,ObsMapp,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.63926437793661, 50.8009178385618)
154733094,2018,1,169082.4877,165640.0205,Oud-Heverlee,Vlaams-Brabant,3,ter plaatse,onbekend,ObsMapp,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.63944707612763, 50.8009026329039)
154733094,2018,1,169082.4877,165640.0205,Oud-Heverlee,Vlaams-Brabant,9,ter plaatse,onbekend,ObsMapp,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.63944707612763, 50.8009026329039)
157064745,2018,1,171830.7288,166596.3283,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67848866535788, 50.8094026123349)
157617858,2018,1,171850.9082,166585.4767,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67877432547137, 50.8093043028631)
158489128,2018,1,171824.5959,166616.2882,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67840283567665, 50.8095822727972)
159806400,2018,1,171619.2235,166541.1485,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.6754845961342, 50.808914482631)
160055268,2018,1,171571.2259,166444.4143,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67479794571926, 50.8080466722519)
160366540,2018,1,171583.4248,166420.3311,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.6749696059001, 50.8078297224662)
160366298,2018,1,171873.1258,166584.4384,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67908948536773, 50.8092941328457)
161290042,2018,1,171865.1213,166554.6157,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67897414642778, 50.8090263423093)
161290065,2018,1,171502.947,166360.0405,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.6738243061436, 50.8072907229875)
161290052,2018,1,171502.947,166360.0405,Oud-Heverlee,Vlaams-Brabant,9,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.6738243061436, 50.8072907229875)
161290072,2018,1,171502.947,166360.0405,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.6738243061436, 50.8072907229875)
161290072,2018,1,171502.947,166360.0405,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.6738243061436, 50.8072907229875)
161290086,2018,1,171587.5183,166390.5578,Oud-Heverlee,Vlaams-Brabant,13,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67502593607551, 50.8075619223731)
161290086,2018,1,171587.5183,166390.5578,Oud-Heverlee,Vlaams-Brabant,2,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67502593607551, 50.8075619223731)
161290102,2018,1,171587.5183,166390.5578,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67502593607551, 50.8075619223731)
161290059,2018,1,171502.947,166360.0405,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.6738243061436, 50.8072907229875)
161740126,2018,1,171834.6975,166596.722,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67854499644529, 50.8094060023417)
161740213,2018,1,171587.2938,166444.8578,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.6750259358218, 50.8080500621874)
161740136,2018,1,171834.6975,166596.722,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,1 oog,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67854499644529, 50.8094060023417)
161740218,2018,1,171587.2938,166444.8578,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.6750259358218, 50.8080500621874)
161740222,2018,1,171587.2938,166444.8578,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.6750259358218, 50.8080500621874)
161740251,2018,1,171587.2938,166444.8578,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.6750259358218, 50.8080500621874)
161740261,2018,1,171587.2938,166444.8578,Oud-Heverlee,Vlaams-Brabant,10,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.6750259358218, 50.8080500621874)
161740261,2018,1,171587.2938,166444.8578,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.6750259358218, 50.8080500621874)
162257855,2018,1,170808.2717,166441.4939,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,andere sporen,ObsMapp,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.6639733252711, 50.808048252425)
162590560,2018,1,171689.6861,166553.8841,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67648505650164, 50.8090263428159)
162590560,2018,1,171689.6861,166553.8841,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67648505650164, 50.8090263428159)
162590755,2018,1,171508.8972,166384.1997,Oud-Heverlee,Vlaams-Brabant,2,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67391013536878, 50.8075076825778)
162590755,2018,1,171508.8972,166384.1997,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67391013536878, 50.8075076825778)
162590743,2018,1,171689.6861,166553.8841,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67648505650164, 50.8090263428159)
162590743,2018,1,171689.6861,166553.8841,Oud-Heverlee,Vlaams-Brabant,7,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67648505650164, 50.8090263428159)
162749458,2018,1,171677.487,166577.9671,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67631339609378, 50.8092432929619)
162749466,2018,1,171677.487,166577.9671,Oud-Heverlee,Vlaams-Brabant,6,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67631339609378, 50.8092432929619)
163086879,2018,1,171975.941,166590.9037,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.68054860513892, 50.8093483721595)
163086884,2018,1,171975.941,166590.9037,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.68054860513892, 50.8093483721595)
163136069,2018,1,171655.2622,166603.5158,Oud-Heverlee,Vlaams-Brabant,13,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67599957598723, 50.8094737926514)
163136423,2018,1,171486.7966,166379.5834,Oud-Heverlee,Vlaams-Brabant,11,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67359631613472, 50.8074670021394)
163136324,2018,1,171673.3853,166609.6247,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67625706585876, 50.8095280328223)
163370036,2018,1,171677.5621,166559.8674,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67631339552661, 50.8090805824361)
163370192,2018,1,171689.661,166559.9177,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67648505596434, 50.809080582958)
163369923,2018,1,171677.5621,166559.8674,Oud-Heverlee,Vlaams-Brabant,2,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67631339552661, 50.8090805824361)
163369923,2018,1,171677.5621,166559.8674,Oud-Heverlee,Vlaams-Brabant,16,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67631339552661, 50.8090805824361)
163370020,2018,1,171677.5621,166559.8674,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,cameraval,losse waarneming,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67631339552661, 50.8090805824361)
164643553,2018,1,173537.3621,165988.6842,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,prenten,Geotagged by foto,Goedgekeurd op basis van bewijsmateriaal,,4,6,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.7026634151637, 50.8038735428801)
71253116,2012,7,172605.5288,166010.2122,Oud-Heverlee,Vlaams-Brabant,1,sporen,,,Goedgekeurd op basis van expertoordeel,,2,3,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.68944549147012, 50.8041040721861)
72072237,2012,7,172604.7399,166017.7513,Oud-Heverlee,Vlaams-Brabant,1,sporen,,,Goedgekeurd op basis van expertoordeel,Verse zoelplas.,2,3,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.68943476276843, 50.804171875856)
72149396,2012,7,172606.6703,165921.2151,Oud-Heverlee,Vlaams-Brabant,1,sporen,,,Goedgekeurd op basis van expertoordeel,Zoelplaats.,2,3,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.68945622032139, 50.8033039854721)
72149415,2012,7,172587.7209,165930.9385,Oud-Heverlee,Vlaams-Brabant,1,sporen,,,Goedgekeurd op basis van expertoordeel,Printen van adult.,2,3,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.68918799868656, 50.803392131327)
76836560,2013,6,172502.7343,166171.9293,Oud-Heverlee,Vlaams-Brabant,1,sporen,,losse waarneming,Goedgekeurd op basis van expertoordeel,Wroetsporen in de bodem.,2,3,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.68799709807921, 50.8055618235624)
96971954,2015,4,172402.2253,166037.4068,Oud-Heverlee,Vlaams-Brabant,1,vluchtend,,losse waarneming,Goedgekeurd op basis van expertoordeel,visuele waarneming.  In de buurt ook zoelbad en andere sporen.,3,4,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.68656301189773, 50.804356413865)
110419820,2015,4,171894.6164,166258.0707,Oud-Heverlee,Vlaams-Brabant,1,sporen,,losse waarneming,Goedgekeurd op basis van kennisregels,,3,4,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.67937497815643, 50.8063594317589)
115232682,2016,3,172730.039,165440.9924,Oud-Heverlee,Vlaams-Brabant,1,ter plaatse,,losse waarneming,Goedgekeurd op basis van kennisregels,weg overstekend,3,5,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.69117669613305, 50.7989821921127)
119210732,2016,3,172608.4797,166147.4729,Oud-Heverlee,Vlaams-Brabant,5,verplaatsend richting oost,,losse waarneming,Goedgekeurd op basis van kennisregels,,3,5,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.68949578348637, 50.8053378665113)
122027011,2016,3,172636.768,165923.498,Oud-Heverlee,Vlaams-Brabant,1,sporen,,ObsMapp,Goedgekeurd op basis van kennisregels,,3,5,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.68988332982295, 50.8033233357737)
134622055,2017,2,173542.1704,166114.2661,Oud-Heverlee,Vlaams-Brabant,1,sporen,,ObsMapp,Goedgekeurd op basis van kennisregels,,4,5,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.70273965701367, 50.8050022695008)
137250404,2017,2,172231.7029,165562.9017,Oud-Heverlee,Vlaams-Brabant,1,sporen,,ObsMapp,Goedgekeurd op basis van kennisregels,,4,5,FS12B,25363.6148568,11683799.0674,328,20,283,24086,Oud-Heverlee,1982-12-29,1982001920,40732.21,31188921.54,c(4.68411525536884, 50.8000973824624)
