id,naam_nl,naam_lat,speciesid,datum,invoerdatum,aantal,gedrag,methode,kleed,geslacht,x,y,lon,lat,utm1,gebied,gemeente,deelgemeente,provincie,typewaarneming,status,embargo_datum,toestemming_wnr,bijzonderheden,precisie,soortgroep,familie,aanleverdatum,jaar,TAG,Shape_Leng,Shape_Area,UIDN,OIDN,TERRID,NISCODE,NAAM,DATPUBLBS,NUMAC,LENGTE,OPPERVL,geometry
96732666,Everzwijn,Sus scrofa,432,2014-12-13,26/12/2014,3,ter plaatse,NULL,adult,Vrouw,251824.9356,161589.6945,5.81190085,50.75590148,FS9826,Altenbroek,Voeren,Sint-Martens-Voeren,Limburg,ObsMapp,Goedgekeurd op basis van kennisregels,1/01/2007,3,Klimop,25,Zoogdieren,Suidae,5/08/2022,2014,FS92B,18793.5663561,11842395.0468,317,9,55,73109,Voeren,1976-01-23,1975123003,53709.95,50733587.75,"c(5.81190084579083, 50.7559014839099)"
108841013,Everzwijn,Sus scrofa,432,2015-09-21,22/09/2015,1,sporen,NULL,onbekend,onbekend,248538.7948,163743.0791,5.765912533,50.77582148,FS9528,'s-Gravenvoeren - Hoogbos,Voeren,'s-Gravenvoeren,Limburg,Site,Goedgekeurd op basis van kennisregels,1/01/1980,4,wroetsporen,10,Zoogdieren,Suidae,5/08/2022,2015,FS92B,18793.5663561,11842395.0468,317,9,55,73109,Voeren,1976-01-23,1975123003,53709.95,50733587.75,"c(5.76591252853403, 50.7758214855044)"
115971984,Everzwijn,Sus scrofa,432,2016-03-29,2/04/2016,1,sporen,NULL,onbekend,onbekend,249225.052,162352.3656,5.77526685,50.7632051,FS9527,Altenbroek,Voeren,'s-Gravenvoeren,Limburg,ObsMapp,Onbehandeld,1/01/2007,3,NULL,25,Zoogdieren,Suidae,5/08/2022,2016,FS92B,18793.5663561,11842395.0468,317,9,55,73109,Voeren,1976-01-23,1975123003,53709.95,50733587.75,"c(5.77526684575255, 50.7632051026162)"
115972011,Everzwijn,Sus scrofa,432,2016-03-29,2/04/2016,1,sporen,NULL,onbekend,onbekend,251680.6911,161359.3241,5.80979362,50.7538561,FS9826,Altenbroek,Voeren,Sint-Martens-Voeren,Limburg,ObsMapp,Goedgekeurd op basis van kennisregels,1/01/2007,3,NULL,25,Zoogdieren,Suidae,5/08/2022,2016,FS92B,18793.5663561,11842395.0468,317,9,55,73109,Voeren,1976-01-23,1975123003,53709.95,50733587.75,"c(5.8097936159161, 50.7538561025564)"
134734670,Everzwijn,Sus scrofa,432,2016-10-17,19/02/2017,1,sporen,NULL,onbekend,onbekend,250929.6273,162235.5454,5.799391363,50.76186223,FS9727,Altenbroek,Voeren,'s-Gravenvoeren,Limburg,ObsMapp,Onbehandeld,1/01/2007,3,Scherpe,25,Zoogdieren,Suidae,5/08/2022,2016,FS92B,18793.5663561,11842395.0468,317,9,55,73109,Voeren,1976-01-23,1975123003,53709.95,50733587.75,"c(5.79939135868651, 50.7618622322675)"
136760221,Everzwijn,Sus scrofa,432,2017-04-14,14/04/2017,1,sporen,NULL,onbekend,onbekend,251140.4507,161758.1989,5.80224829,50.75753525,FS9726,Altenbroek,Voeren,'s-Gravenvoeren,Limburg,ObsMapp,Onbehandeld,1/01/2007,3,NULL,25,Zoogdieren,Suidae,5/08/2022,2017,FS92B,18793.5663561,11842395.0468,317,9,55,73109,Voeren,1976-01-23,1975123003,53709.95,50733587.75,"c(5.80224828563651, 50.757535252778)"
164185776,Everzwijn,Sus scrofa,432,2018-11-02,2/11/2018,1,ter plaatse,andere sporen,onbekend,onbekend,250198.3599,162615.9473,5.789131641,50.76540756,FS9627,Altenbroek,Voeren,'s-Gravenvoeren,Limburg,ObsMapp,Onbehandeld,1/01/2007,3,NULL,25,Zoogdieren,Suidae,5/08/2022,2018,FS92B,18793.5663561,11842395.0468,317,9,55,73109,Voeren,1976-01-23,1975123003,53709.95,50733587.75,"c(5.78913163671385, 50.7654075645612)"
175006999,Everzwijn,Sus scrofa,432,2019-06-22,23/06/2019,1,ter plaatse,andere sporen,onbekend,onbekend,250814.9089,161550.2814,5.797578692,50.75572291,FS9726,Altenbroek,Voeren,'s-Gravenvoeren,Limburg,ObsMapp,Onbehandeld,1/01/2007,3,NULL,25,Zoogdieren,Suidae,5/08/2022,2019,FS92B,18793.5663561,11842395.0468,317,9,55,73109,Voeren,1976-01-23,1975123003,53709.95,50733587.75,"c(5.79757868819257, 50.7557229103113)"
181950910,Everzwijn,Sus scrofa,432,2019-11-05,6/11/2019,1,ter plaatse,gezien,onbekend,onbekend,251485.2993,161627.6483,5.807098866,50.75630188,FS9726,Altenbroek,Voeren,'s-Gravenvoeren,Limburg,ObsMapp,Onbehandeld,1/01/2007,3,NULL,25,Zoogdieren,Suidae,5/08/2022,2019,FS92B,18793.5663561,11842395.0468,317,9,55,73109,Voeren,1976-01-23,1975123003,53709.95,50733587.75,"c(5.80709886163509, 50.7563018821973)"
182009474,Everzwijn,Sus scrofa,432,2019-11-05,8/11/2019,1,ter plaatse,gezien,onbekend,onbekend,251485.2993,161627.6483,5.807098866,50.75630188,FS9726,Altenbroek,Voeren,'s-Gravenvoeren,Limburg,copied observation,Onbehandeld,1/01/2007,3,NULL,25,Zoogdieren,Suidae,5/08/2022,2019,FS92B,18793.5663561,11842395.0468,317,9,55,73109,Voeren,1976-01-23,1975123003,53709.95,50733587.75,"c(5.80709886163509, 50.7563018821973)"
202713477,Everzwijn,Sus scrofa,432,2020-10-28,3/11/2020,1,ter plaatse,vraatsporen,onbekend,onbekend,250688.5088,162796.3931,5.796127319,50.76694489,FS9727,Altenbroek,Voeren,'s-Gravenvoeren,Limburg,ObsMapp,Onbehandeld,1/01/2007,3,NULL,25,Zoogdieren,Suidae,5/08/2022,2020,FS92B,18793.5663561,11842395.0468,317,9,55,73109,Voeren,1976-01-23,1975123003,53709.95,50733587.75,"c(5.79612731456246, 50.7669448876796)"
235303664,Everzwijn,Sus scrofa,432,2022-03-13,13/03/2022,1,ter plaatse,onbekend,onbekend,onbekend,250872.5257,161940.0627,5.798501492,50.75921631,FS9726,Altenbroek,Voeren,'s-Gravenvoeren,Limburg,ObsMapp,Onbehandeld,1/01/2007,3,NULL,3,Zoogdieren,Suidae,5/08/2022,2022,FS92B,18793.5663561,11842395.0468,317,9,55,73109,Voeren,1976-01-23,1975123003,53709.95,50733587.75,"c(5.79850148726075, 50.7592163116721)"
203060303,Everzwijn,Sus scrofa,432,2020-11-09,10/11/2020,1,ter plaatse,andere sporen,onbekend,onbekend,251914.1164,158940.494,5.812434196,50.73207474,FS9823,Voeren - Commanderiebos,Voeren,Sint-Pieters-Voeren,Limburg,ObsMapp,Onbehandeld,1/01/2007,3,NULL,25,Zoogdieren,Suidae,5/08/2022,2020,FS92D,12139.3141045,6611687.88458,317,9,55,73109,Voeren,1976-01-23,1975123003,53709.95,50733587.75,"c(5.81243419238126, 50.7320747402112)"
186178590,Everzwijn,Sus scrofa,432,2020-02-29,5/03/2020,4,ter plaatse,onbekend,onbekend,onbekend,163355.8755,164307.6348,4.558164,50.789085,FS0927,Huldenberg - Kaalheide,Huldenberg,Huldenberg,Vlaams-Brabant,Site,Onbehandeld,1/01/1980,3,met cameraval opgenomen. filmpje te groot om op te laden op deze site.,8,Zoogdieren,Suidae,5/08/2022,2020,FS02B,20004.2204563,25010552.2504,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.55816399596136, 50.7890850028951)"
199192137,Everzwijn,Sus scrofa,432,2020-08-27,28/08/2020,1,onbekend,andere sporen,onbekend,onbekend,163408.5709,164360.0075,4.558913231,50.7895546,FS0927,Huldenberg - Kaalheide,Huldenberg,Huldenberg,Vlaams-Brabant,ObsMapp,Onbehandeld,1/01/2007,3,NULL,25,Zoogdieren,Suidae,5/08/2022,2020,FS02B,20004.2204563,25010552.2504,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.5589132262579, 50.7895545984151)"
150710349,Everzwijn,Sus scrofa,432,2018-04-10,11/04/2018,1,ter plaatse,andere sporen,onbekend,onbekend,168521.5678,166647.384,4.6315409,50.80997654,FS1429,Neerijse - Doode Bemde - Doode Bemde Zuid,Huldenberg,Neerijse,Vlaams-Brabant,ObsMapp,Goedgekeurd op basis van kennisregels,1/01/2007,3,NULL,25,Zoogdieren,Suidae,5/08/2022,2018,FS12A,20003.9486657,25009872.7388,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.63154089584296, 50.8099765427932)"
155520226,Everzwijn,Sus scrofa,432,2018-04-26,28/04/2018,3,ter plaatse,cameraval,onbekend,onbekend,166457.2665,165229.3277,4.60218878,50.79729101,FS1228,Huldenberg - IJsevallei - Margijsbos,Huldenberg,Loonbeek,Vlaams-Brabant,Site,Goedgekeurd op basis van bewijsmateriaal,1/01/1980,3,1 adult 2 biggen,10,Zoogdieren,Suidae,5/08/2022,2018,FS12A,20003.9486657,25009872.7388,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.60218877650941, 50.7972910129526)"
166370568,Everzwijn,Sus scrofa,432,2019-01-06,6/01/2019,1,ter plaatse,andere sporen,onbekend,onbekend,166973.0363,161913.7843,4.609351815,50.76747069,FS1325,Huldenberg - Laanvallei - Onderbos,Huldenberg,Sint-Agatha-Rode,Vlaams-Brabant,iObs,Goedgekeurd op basis van bewijsmateriaal,1/01/2007,3,NULL,65,Zoogdieren,Suidae,5/08/2022,2019,FS12A,20003.9486657,25009872.7388,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.60935181092472, 50.7674706929018)"
171708094,Everzwijn,Sus scrofa,432,2019-04-29,5/05/2019,1,ter plaatse,onbekend,onbekend,onbekend,165327.4093,164268.4088,4.586122446,50.78868366,FS1127,Huldenberg - IJsevallei - Zone IJsevallei,Huldenberg,Huldenberg,Vlaams-Brabant,ObsMapp,Onbehandeld,1/01/2007,3,NULL,25,Zoogdieren,Suidae,5/08/2022,2019,FS12A,20003.9486657,25009872.7388,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.58612244167694, 50.78868366369)"
176781892,Everzwijn,Sus scrofa,432,2019-07-22,22/07/2019,4,ter plaatse,gezien en gehoord,onbekend,onbekend,168063.1374,163292.8366,4.624872,50.779835,FS1426,Huldenberg - Laanvallei - Molenveld,Huldenberg,Sint-Agatha-Rode,Vlaams-Brabant,Site,Onbehandeld,1/01/1980,3,zeug met drie kleine biggetjes,15,Zoogdieren,Suidae,5/08/2022,2019,FS12A,20003.9486657,25009872.7388,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.62487199594923, 50.7798350022251)"
183572614,Everzwijn,Sus scrofa,432,2019-05-14,29/12/2019,4,ter plaatse,cameraval,onbekend,onbekend,166944.9723,162216.0753,4.6089679,50.770189,FS1325,Huldenberg - Laanvallei - Onderbos,Huldenberg,Sint-Agatha-Rode,Vlaams-Brabant,Site,Goedgekeurd op basis van kennisregels,1/01/1980,3,Cameravalproject Laanvallei (Natuurstudiegroep Dijleland).,25,Zoogdieren,Suidae,5/08/2022,2019,FS12A,20003.9486657,25009872.7388,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.60896789608595, 50.7701890024713)"
183573173,Everzwijn,Sus scrofa,432,2019-09-20,30/12/2019,4,ter plaatse,cameraval,onbekend,onbekend,166944.9793,162216.0753,4.608968,50.770189,FS1325,Huldenberg - Laanvallei - Onderbos,Huldenberg,Sint-Agatha-Rode,Vlaams-Brabant,Site,Goedgekeurd op basis van kennisregels,1/01/1980,3,Cameravalproject Laanvallei (Natuurstudiegroep Dijleland).,25,Zoogdieren,Suidae,5/08/2022,2019,FS12A,20003.9486657,25009872.7388,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.60896799531925, 50.7701890022671)"
183573178,Everzwijn,Sus scrofa,432,2019-09-22,30/12/2019,3,ter plaatse,cameraval,onbekend,onbekend,166944.9793,162216.0753,4.608968,50.770189,FS1325,Huldenberg - Laanvallei - Onderbos,Huldenberg,Sint-Agatha-Rode,Vlaams-Brabant,Site,Goedgekeurd op basis van kennisregels,1/01/1980,3,Cameravalproject Laanvallei (Natuurstudiegroep Dijleland).,25,Zoogdieren,Suidae,5/08/2022,2019,FS12A,20003.9486657,25009872.7388,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.60896799531925, 50.7701890022671)"
183626397,Everzwijn,Sus scrofa,432,2019-04-01,31/12/2019,11,ter plaatse,cameraval,onbekend,onbekend,166917.4,162164.4511,4.60857466,50.76972572,FS1325,Huldenberg - Laanvallei - Onderbos,Overijse,Overijse,Vlaams-Brabant,Site,Goedgekeurd op basis van kennisregels,1/01/1980,3,Cameravalproject Laanvallei (Natuurstudiegroep Dijleland).,10,Zoogdieren,Suidae,5/08/2022,2019,FS12A,20003.9486657,25009872.7388,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.60857465548873, 50.7697257226163)"
184283421,Everzwijn,Sus scrofa,432,2020-01-12,12/01/2020,1,ter plaatse,andere sporen,onbekend,onbekend,166683.3041,162004.4442,4.605248859,50.76829408,FS1325,Huldenberg - Laanvallei - Onderbos,Huldenberg,Sint-Agatha-Rode,Vlaams-Brabant,iObs,Goedgekeurd op basis van bewijsmateriaal,1/01/2007,3,NULL,5,Zoogdieren,Suidae,5/08/2022,2020,FS12A,20003.9486657,25009872.7388,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.60524885476435, 50.7682940859089)"
184982464,Everzwijn,Sus scrofa,432,2020-01-31,1/02/2020,1,ter plaatse,prenten,onbekend,onbekend,165428.5885,166310.773,4.587643,50.807041,FS1129,Loonbeek - Korenheide,Huldenberg,Huldenberg,Vlaams-Brabant,ObsMapp,Onbehandeld,1/01/2007,3,Vergeten mijn meterke ernaast te leggen. Te groot voor ree.,25,Zoogdieren,Suidae,5/08/2022,2020,FS12A,20003.9486657,25009872.7388,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.58764299639646, 50.807041002643)"
186621773,Everzwijn,Sus scrofa,432,2020-03-12,15/03/2020,1,foeragerend,cameraval,juveniel,onbekend,166443.4665,165268.7732,4.6019948,50.797646,FS1228,Huldenberg - IJsevallei - Margijsbos,Huldenberg,Huldenberg,Vlaams-Brabant,Site,Onbehandeld,1/01/1980,3,Teensporen en wroetsporen van neus.,15,Zoogdieren,Suidae,5/08/2022,2020,FS12A,20003.9486657,25009872.7388,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.60199479515485, 50.7976460026973)"
203322330,Everzwijn,Sus scrofa,432,2020-11-16,17/11/2020,1,foeragerend,onbekend,onbekend,onbekend,166853.4149,161841.7943,4.607652845,50.76682701,FS1325,Huldenberg - Laanvallei - Rodebos,Huldenberg,Sint-Agatha-Rode,Vlaams-Brabant,iObs,Goedgekeurd op basis van kennisregels,1/01/2007,3,NULL,8,Zoogdieren,Suidae,5/08/2022,2020,FS12A,20003.9486657,25009872.7388,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.60765284058561, 50.7668270098594)"
203322331,Everzwijn,Sus scrofa,432,2020-11-16,17/11/2020,1,foeragerend,onbekend,onbekend,onbekend,166915.2854,161876.8328,4.608531478,50.76714019,FS1325,Huldenberg - Laanvallei - Rodebos,Huldenberg,Sint-Agatha-Rode,Vlaams-Brabant,iObs,Goedgekeurd op basis van kennisregels,1/01/2007,3,NULL,48,Zoogdieren,Suidae,5/08/2022,2020,FS12A,20003.9486657,25009872.7388,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.60853147426349, 50.7671401959065)"
203322332,Everzwijn,Sus scrofa,432,2020-11-16,17/11/2020,1,foeragerend,onbekend,onbekend,onbekend,167024.0622,161948.6942,4.610076738,50.76778303,FS1325,Huldenberg - Laanvallei - Onderbos,Huldenberg,Sint-Agatha-Rode,Vlaams-Brabant,iObs,Goedgekeurd op basis van kennisregels,1/01/2007,3,NULL,16,Zoogdieren,Suidae,5/08/2022,2020,FS12A,20003.9486657,25009872.7388,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.61007673475586, 50.7677830279329)"
203322334,Everzwijn,Sus scrofa,432,2020-11-16,17/11/2020,1,foeragerend,onbekend,onbekend,onbekend,167170.6829,162043.4257,4.612159569,50.76863031,FS1325,Huldenberg - Laanvallei - Onderbos,Huldenberg,Sint-Agatha-Rode,Vlaams-Brabant,iObs,Goedgekeurd op basis van kennisregels,1/01/2007,3,NULL,24,Zoogdieren,Suidae,5/08/2022,2020,FS12A,20003.9486657,25009872.7388,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.61215956524794, 50.7686303164918)"
208937572,Everzwijn,Sus scrofa,432,2021-03-17,19/03/2021,1,ter plaatse,prenten,onbekend,onbekend,165318.9368,166491.2405,4.586094856,50.80866623,FS1129,Loonbeek - Korenheide,Huldenberg,Huldenberg,Vlaams-Brabant,ObsMapp,Onbehandeld,1/01/2007,3,NULL,4,Zoogdieren,Suidae,5/08/2022,2021,FS12A,20003.9486657,25009872.7388,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.58609485256645, 50.8086662321788)"
210510809,Everzwijn,Sus scrofa,432,2021-04-11,11/04/2021,1,ter plaatse,vraatsporen,onbekend,onbekend,167505.4104,162393.459,4.6169212,50.771767,FS1425,Huldenberg - Laanvallei - Rodebos,Huldenberg,Sint-Agatha-Rode,Vlaams-Brabant,Site,Goedgekeurd op basis van kennisregels,1/01/1980,3,plaques de prairie retournées,5,Zoogdieren,Suidae,5/08/2022,2021,FS12A,20003.9486657,25009872.7388,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.61692119636637, 50.7717670030139)"
230791819,Everzwijn,Sus scrofa,432,2021-12-19,19/12/2021,1,ter plaatse,andere sporen,onbekend,onbekend,165666.4384,165040.0845,4.59096333,50.79561167,FS1228,Huldenberg - Huldenberg Plateau,Huldenberg,Huldenberg,Vlaams-Brabant,iObs,Onbehandeld,1/01/2007,3,NULL,3,Zoogdieren,Suidae,5/08/2022,2021,FS12A,20003.9486657,25009872.7388,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.5909633263361, 50.7956116729546)"
72708197,Everzwijn,Sus scrofa,432,2012-12-16,22/12/2012,1,ter plaatse,NULL,onbekend,onbekend,169119.1902,164744.0848,4.639921188,50.79284734,FS1528,Sint-Agatha-Rode - Grootbroek,Huldenberg,Sint-Agatha-Rode,Vlaams-Brabant,NULL,Goedgekeurd op basis van expertoordeel,1/01/1980,3,sporen langs het knuppelpad,10,Zoogdieren,Suidae,5/08/2022,2012,FS12B,25363.6148568,11683799.0674,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.63992118396304, 50.7928473470205)"
134912399,Everzwijn,Sus scrofa,432,2017-02-26,26/02/2017,1,sporen,NULL,onbekend,onbekend,169046.0639,164640.191,4.638878664,50.79191578,FS1527,Sint-Agatha-Rode - Grootbroek,Huldenberg,Sint-Agatha-Rode,Vlaams-Brabant,ObsMapp,Onbehandeld,1/01/2007,4,NULL,25,Zoogdieren,Suidae,5/08/2022,2017,FS12B,25363.6148568,11683799.0674,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.63887865987066, 50.7919157873059)"
134913225,Everzwijn,Sus scrofa,432,2017-02-26,26/02/2017,1,sporen,NULL,onbekend,onbekend,169062.0582,164606.9458,4.639103785,50.7916164,FS1527,Sint-Agatha-Rode - Vette Weide,Huldenberg,Sint-Agatha-Rode,Vlaams-Brabant,ObsMapp,Onbehandeld,1/01/2007,3,NULL,25,Zoogdieren,Suidae,5/08/2022,2017,FS12B,25363.6148568,11683799.0674,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.63910378126256, 50.7916164021296)"
155673569,Everzwijn,Sus scrofa,432,2018-04-26,1/05/2018,12,ter plaatse,onbekend,juveniel,onbekend,169212.2461,164811.558,4.64124452,50.79345083,FS1528,Sint-Agatha-Rode - Grootbroek,Huldenberg,Sint-Agatha-Rode,Vlaams-Brabant,Site,Goedgekeurd op basis van kennisregels,1/01/1980,3,liepen van de kijktoren in een lange rij terug het gebied in dat niet publiek toegankelijk is,10,Zoogdieren,Suidae,5/08/2022,2018,FS12B,25363.6148568,11683799.0674,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.64124451574075, 50.7934508325383)"
155825809,Everzwijn,Sus scrofa,432,2018-05-03,3/05/2018,1,ter plaatse,vraatsporen,onbekend,onbekend,169241.7727,163891.6024,4.64161523,50.78517983,FS1527,Sint-Agatha-Rode - Vette Weide,Huldenberg,Sint-Agatha-Rode,Vlaams-Brabant,ObsMapp,Goedgekeurd op basis van kennisregels,1/01/2007,3,NULL,25,Zoogdieren,Suidae,5/08/2022,2018,FS12B,25363.6148568,11683799.0674,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.64161522643572, 50.7851798321472)"
156592872,Everzwijn,Sus scrofa,432,2018-05-14,14/05/2018,1,ter plaatse,vraatsporen,onbekend,onbekend,169044.297,165047.232,4.63887466,50.79557497,FS1528,Huldenberg - Laanvallei - De Hoek,Huldenberg,Sint-Agatha-Rode,Vlaams-Brabant,ObsMapp,Onbehandeld,1/01/2007,3,NULL,25,Zoogdieren,Suidae,5/08/2022,2018,FS12B,25363.6148568,11683799.0674,320,12,290,24045,Huldenberg,1982-12-29,1982001920,43414.13,39996718.54,"c(4.63887465566024, 50.7955749729605)"
