id;jaar;Aanwezig;x;y;gemeente;provincie;aantal;gedrag;methode;typewaarne;status;bijzonderh;periode_3jaar;periode_2jaar
42859512;2009;10;185025,91960000000;182342,79800000000;Holsbeek;Vlaams-Brabant;1;ter plaatse;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;1
43813407;2009;10;193403,99060000000;192799,03380000000;Laakdal;Antwerpen;1;sporen;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;1
43813465;2009;10;192153,73410000000;191089,46590000000;Scherpenheuvel-Zichem;Vlaams-Brabant;1;sporen;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;1
43813471;2009;10;191617,59750000000;191493,50840000000;Scherpenheuvel-Zichem;Vlaams-Brabant;1;sporen;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;1
43571947;2009;10;229480,33030000000;220936,83010000000;Hamont-Achel;Limburg;1;sporen;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;Rond het ven zijn er veel omwoelingen. De sporen moeten het werk zijn van meerdere zwijnen. Ook ligt er overal ma?»s rond het ven wat wijst op jacht.;1,00000000000;1
43558385;2009;10;229486,63790000000;220916,02390000000;Hamont-Achel;Limburg;1;sporen;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;1
43813384;2009;10;194984,76230000000;189940,45930000000;Scherpenheuvel-Zichem;Vlaams-Brabant;1;sporen;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;1
43745104;2009;10;226449,60680000000;187946,05280000000;Genk;Limburg;1;ter plaatse;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;1
43745821;2009;10;228407,56290000000;221392,25650000000;Hamont-Achel;Limburg;3;ter plaatse;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;3 zeugen met 6 oudere jongen en minstens een 10-tal pygamakes;1,00000000000;1
43745821;2009;10;228407,56290000000;221392,25650000000;Hamont-Achel;Limburg;6;ter plaatse;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;3 zeugen met 6 oudere jongen en minstens een 10-tal pygamakes;1,00000000000;1
43745821;2009;10;228407,56290000000;221392,25650000000;Hamont-Achel;Limburg;11;ter plaatse;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;3 zeugen met 6 oudere jongen en minstens een 10-tal pygamakes;1,00000000000;1
43744865;2009;10;218915,64960000000;207570,24530000000;Hechtel-Eksel;Limburg;1;sporen;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;omgewoelde grond en zoelplaats;1,00000000000;1
43762136;2009;10;224349,50600000000;185100,86060000000;Genk;Limburg;1;ter plaatse;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;Slechts 1 volwassen exemplaar (wsch. wijfje)foerageerde op de modderige oever van deze vijver (op 30 meter afstand goed kunnen bekijken). Vorig jaar op 27/9 kon ik hier 2 exemplaren zien in de schemering. Dit is nog maar mijn 2de visuele waarneming in di;1,00000000000;1
43965810;2009;10;237601,57390000000;187027,69430000000;Maasmechelen;Limburg;1;sporen;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;1
52638198;2009;10;239407,25160000000;184103,63070000000;Maasmechelen;Limburg;19;ter plaatse;;;Goedgekeurd op basis van bewijsmateriaal;sporen + videobeelden_op Ecoduct KIKBEEK_niet toegankelijk !!!;1,00000000000;1
44349231;2009;10;243537,35620000000;191469,45360000000;Dilsen-Stokkem;Limburg;1;sporen;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;wroetsporen in karresporen;1,00000000000;1
45072315;2009;10;217936,60080000000;195202,99850000000;Houthalen-Helchteren;Limburg;8;foeragerend;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;2 volw.dieren en 6 biggen op de flank v/d mijnterril;1,00000000000;1
47611938;2009;10;225059,80180000000;188628,96150000000;Zonhoven;Limburg;1;ter plaatse;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;waarneming door Fons Gielen;1,00000000000;1
45116047;2009;10;219442,86210000000;195510,95320000000;Houthalen-Helchteren;Limburg;1;sporen;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;1
45150632;2009;10;242030,59910000000;190169,04670000000;Dilsen-Stokkem;Limburg;1;ter plaatse;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;everzwijn was aan zijn avondwandeling bezig toen hij de boslaan overstak.;1,00000000000;1
45396800;2009;10;223330,88680000000;184125,61780000000;Genk;Limburg;2;ter plaatse;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;1
45783402;2009;10;225901,76360000000;187496,28660000000;Zonhoven;Limburg;1;ter plaatse;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;Dit is reeds de tweede maal dat mijn zoon op die plaats een everzwijn ziet. Telkens 's morgens voor dat het klaar is.;1,00000000000;1
46452020;2010;9;217970,27030000000;206186,51200000000;Hechtel-Eksel;Limburg;1;verkeersslachtoffer;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;aanrijding everzwijn met personenwagen.Op terugweg van mijn werk_ van Kerhoven richting Eksel_ kwam plots aan mijn rechterzijde een everzwijn uit het bos gelopen. Ik heb niet meer anticiperen hierop desondanks mijn bruusk remmen. Het dier rolde een 5 tal;1,00000000000;2
46592463;2010;9;227630,02480000000;167697,66360000000;Tongeren;Limburg;1;dood;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;2
46978474;2010;9;187055,89780000000;187374,92200000000;Aarschot;Vlaams-Brabant;1;dood;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;Enkel schedel en kaken met gedeeltelijk ontbonden huid en haren.;1,00000000000;2
47172919;2010;9;219094,66120000000;198619,96650000000;Houthalen-Helchteren;Limburg;2;ter plaatse;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;MD*-GRP NP-AGE-JKE;1,00000000000;2
47229211;2010;9;224625,30360000000;185310,61320000000;Genk;Limburg;1;ter plaatse;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;het stak om 04.00 uur de weg over.;1,00000000000;2
47235371;2010;9;240284,34740000000;180381,40410000000;Lanaken;Limburg;1;ter plaatse;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;2
47249049;2010;9;239088,95220000000;181465,25500000000;Lanaken;Limburg;4;ter plaatse;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;ad vr met 3 biggen;1,00000000000;2
47298033;2010;9;228552,24330000000;220933,11300000000;Hamont-Achel;Limburg;1;sporen;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;Wroetplaatsen en sporen;1,00000000000;2
48010856;2010;9;216936,73420000000;198199,62600000000;Beringen;Limburg;1;ter plaatse;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;adult exemplaar in rietmoeras _ noordwaarts wegrennend door weiland;1,00000000000;2
48792959;2010;9;213831,89370000000;196255,13540000000;Beringen;Limburg;1;sporen;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;wroetsporen in blauwbesplantage;1,00000000000;2
48420642;2010;9;233299,37280000000;177498,70440000000;Bilzen;Limburg;1;sporen;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;2
48506705;2010;9;213007,52960000000;204138,23790000000;Hechtel-Eksel;Limburg;1;sporen;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;2
48506713;2010;9;212751,14660000000;203296,32060000000;Leopoldsburg;Limburg;1;sporen;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;2
48563477;2010;9;240063,46670000000;189837,24550000000;Dilsen-Stokkem;Limburg;1;sporen;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;2
48808306;2010;9;214527,88350000000;205539,91420000000;Hechtel-Eksel;Limburg;1;sporen;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;2
48808407;2010;9;215166,08510000000;205230,43530000000;Hechtel-Eksel;Limburg;1;sporen;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;2
48808435;2010;9;215403,03010000000;205371,92880000000;Hechtel-Eksel;Limburg;1;sporen;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;2
48808515;2010;9;215869,68980000000;205570,99400000000;Hechtel-Eksel;Limburg;1;sporen;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;2
48819577;2010;9;216518,47890000000;198339,70500000000;Beringen;Limburg;1;ter plaatse;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;2
49019800;2010;9;218163,94530000000;198646,75890000000;Houthalen-Helchteren;Limburg;2;ter plaatse;;via wnpda;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;2
49176042;2010;9;237922,85440000000;179049,80230000000;Lanaken;Limburg;1;sporen;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;2
49176124;2010;9;239564,39440000000;178857,20890000000;Lanaken;Limburg;1;sporen;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;2
49311731;2010;9;241441,83220000000;191450,24250000000;Dilsen-Stokkem;Limburg;1;sporen;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;2
49647029;2010;9;229450,21390000000;220948,31230000000;Hamont-Achel;Limburg;1;sporen;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;2
49815608;2010;9;218253,18240000000;197097,16780000000;Houthalen-Helchteren;Limburg;1;ter plaatse;;via wnpda;Goedgekeurd op basis van bewijsmateriaal;;1,00000000000;2
49987704;2010;9;219592,88920000000;198686,58870000000;Hechtel-Eksel;Limburg;3;vluchtend;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;In de schemering vluchtend_ minstens drie gezien_ ook roepend. Leuk!;1,00000000000;2
50738123;2010;9;221751,00560000000;199609,48600000000;Hechtel-Eksel;Limburg;1;ter plaatse;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;GRAAFSPOREN;1,00000000000;2
51584083;2011;8;217876,67370000000;195017,02920000000;Heusden-Zolder;Limburg;1;foeragerend;;;Goedgekeurd op basis van bewijsmateriaal;foeragerende op flank terril (kant Remo stort) - adult met donker bruinzwarte borstellige vacht;2,00000000000;2
51689448;2011;8;228501,11530000000;220807,76200000000;Hamont-Achel;Limburg;1;sporen;;;Goedgekeurd op basis van bewijsmateriaal;weiland omgewoeld_evenals omliggende dreven onder eiken_ goed omgewoeld;2,00000000000;2
52153493;2011;8;240298,61520000000;180366,38990000000;Lanaken;Limburg;12;ter plaatse;;;Goedgekeurd op basis van bewijsmateriaal;waarneming gedaan door een vriend._Op deze lokatie komen de everzwijnen regelmatig voorbij.;2,00000000000;2
52240424;2011;8;243070,06530000000;195039,44030000000;Dilsen-Stokkem;Limburg;2;ter plaatse;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;2
52410591;2011;8;239769,59770000000;180284,98120000000;Lanaken;Limburg;4;ter plaatse;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;2
52846814;2011;8;237236,79130000000;186023,93530000000;Maasmechelen;Limburg;1;ter plaatse;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;2
53040053;2011;8;213721,88650000000;210317,45970000000;Lommel;Limburg;1;sporen;;;Goedgekeurd op basis van bewijsmateriaal;omgeploegde vierkante meters;2,00000000000;2
53065320;2011;8;235467,79560000000;185662,80230000000;Genk;Limburg;1;ter plaatse;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;2
53110020;2011;8;240920,60490000000;180587,36890000000;Lanaken;Limburg;6;ter plaatse;;;Goedgekeurd op basis van bewijsmateriaal;3 volwassen exemplaren en3 biggen;2,00000000000;2
53396720;2011;8;233346,38720000000;178172,51690000000;Zutendaal;Limburg;1;ter plaatse;;;Goedgekeurd op basis van bewijsmateriaal;Uit kanaal gered door brandweer Genk en Natuurhulpcentrum Oplgabbeek;2,00000000000;2
54023569;2011;8;213538,53490000000;196647,73280000000;Beringen;Limburg;1;ter plaatse;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;2
54354847;2011;8;214839,45760000000;199654,16810000000;Beringen;Limburg;1;ter plaatse;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;2
54739329;2011;8;232790,63810000000;177286,63000000000;Bilzen;Limburg;1;ter plaatse;;;Goedgekeurd op basis van bewijsmateriaal;Zien weglopen. Volwassen beest.;2,00000000000;2
55064168;2011;8;240583,82170000000;180317,11350000000;Lanaken;Limburg;1;sporen;;;Goedgekeurd op basis van bewijsmateriaal;zeer grote stukken omgewoeld_ moeten meerdere exemplaren zijn.;2,00000000000;2
55097069;2011;8;224988,51680000000;182914,16650000000;Genk;Limburg;1;sporen;;;Goedgekeurd op basis van bewijsmateriaal;verschillende verse wroetsporen;2,00000000000;2
55268846;2011;8;235175,79590000000;186559,88670000000;As;Limburg;5;ter plaatse;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;2
55268846;2011;8;235175,79590000000;186559,88670000000;As;Limburg;20;ter plaatse;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;2
55313652;2011;8;219182,87900000000;194815,63420000000;Houthalen-Helchteren;Limburg;1;sporen;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;2
55377483;2011;8;229454,80530000000;220949,22670000000;Hamont-Achel;Limburg;1;sporen;;;Goedgekeurd op basis van bewijsmateriaal;wroetsporen_ 3 dagen geleden nog niet aanwezig_ dus zijn ze nog eens langsgeweest.;2,00000000000;2
55379050;2011;8;229485,84850000000;220959,38490000000;Hamont-Achel;Limburg;1;sporen;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;2
56010447;2011;8;217015,29020000000;198800,74900000000;Hechtel-Eksel;Limburg;4;ter plaatse;;via wnpda;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;2
56164486;2011;8;224247,40850000000;185162,47780000000;Genk;Limburg;1;sporen;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;2
56149284;2011;8;230750,36650000000;219452,81370000000;Hamont-Achel;Limburg;1;sporen;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;2
56278314;2011;8;224607,22170000000;182795,23230000000;Genk;Limburg;1;sporen;;;Goedgekeurd op basis van bewijsmateriaal;zeer recente woelsporen langs fietspad_ verschillende pootafdrukken gevonden;2,00000000000;2
56428085;2011;8;219071,65050000000;194966,73380000000;Houthalen-Helchteren;Limburg;1;sporen;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;2
56537435;2011;8;241044,42350000000;184934,67700000000;Maasmechelen;Limburg;1;sporen;;;Goedgekeurd op basis van bewijsmateriaal;relatief veel vroetsporen;2,00000000000;2
56553129;2011;8;219283,40810000000;189453,19160000000;Zonhoven;Limburg;1;sporen;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;2
56563291;2011;8;219234,62540000000;189157,76410000000;Zonhoven;Limburg;1;ter plaatse;;;Goedgekeurd op basis van bewijsmateriaal;Deze nacht door omheining gekropen. Ondertussen weer vertrokken.;2,00000000000;2
61273477;2011;8;220186,66790000000;197882,99540000000;Houthalen-Helchteren;Limburg;2;ter plaatse;;via wnpda;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;2
61495316;2011;8;239624,24810000000;169942,93310000000;Riemst;Limburg;1;dood;;;Goedgekeurd op basis van bewijsmateriaal;verdronken en ronddrijvend in albertkanaal;2,00000000000;2
61551810;2011;8;242376,57950000000;196223,49470000000;Maaseik;Limburg;1;sporen;;;Goedgekeurd op basis van bewijsmateriaal;woelplekken. nog vers: omgekeerde graszoden waren nog groen;2,00000000000;2
61566620;2011;8;242313,44630000000;196209,42090000000;Maaseik;Limburg;1;ter plaatse;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;2
61810388;2011;8;231280,85140000000;177993,93130000000;Bilzen;Limburg;1;verkeersslachtoffer;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;2
61926856;2011;8;229308,47900000000;220908,88560000000;Hamont-Achel;Limburg;1;sporen;;;Goedgekeurd op basis van bewijsmateriaal;Op de verschillende akkertjes talloze are omgeploegd en verschillende 'putten' aanwezig sinds de laatste maand.;2,00000000000;2
62176196;2011;8;228670,48750000000;221237,34380000000;Hamont-Achel;Limburg;1;sporen;;;Goedgekeurd op basis van bewijsmateriaal;woelsporen_grond omgewoeld;2,00000000000;2
62582232;2012;7;245454,35930000000;200265,31190000000;Maaseik;Limburg;1;sporen;;;Goedgekeurd op basis van bewijsmateriaal;Een overvloed aan sporen gezien_ moeilijk om te bepalen hoeveel dieren het zijn..;2,00000000000;3
62622865;2012;7;228473,83690000000;220863,31600000000;Hamont-Achel;Limburg;1;sporen;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;3
62696195;2012;7;239408,43120000000;184075,61080000000;Maasmechelen;Limburg;1;sporen;;;Goedgekeurd op basis van bewijsmateriaal;pootafdruk in zandbed;2,00000000000;3
62696241;2012;7;239409,47340000000;184190,66290000000;Maasmechelen;Limburg;1;sporen;;;Goedgekeurd op basis van bewijsmateriaal;omgewoelde grond;2,00000000000;3
62696261;2012;7;239407,20550000000;184234,98290000000;Maasmechelen;Limburg;1;sporen;;;Goedgekeurd op basis van bewijsmateriaal;spoor van everzwijn in draf;2,00000000000;3
63095230;2012;7;239707,31060000000;187260,12190000000;Maasmechelen;Limburg;1;ter plaatse;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;3
63379865;2012;7;228987,46310000000;221131,32340000000;Hamont-Achel;Limburg;1;sporen;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;3
63650356;2012;7;221754,11870000000;183238,65630000000;Hasselt;Limburg;1;met fotoval;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;3
63784214;2012;7;232178,32480000000;177104,65170000000;Bilzen;Limburg;1;vluchtend;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;3
63782209;2012;7;238255,31140000000;180963,34940000000;Lanaken;Limburg;2;ter plaatse;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;3
63932252;2012;7;220331,33360000000;197298,42870000000;Houthalen-Helchteren;Limburg;1;ter plaatse;;via wnpda;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;3
68410490;2012;7;220175,53260000000;196396,12920000000;Houthalen-Helchteren;Limburg;1;sporen;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;3
68960765;2012;7;174012,53080000000;165446,70020000000;Bierbeek;Vlaams-Brabant;2;met fotoval;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;3
71206044;2012;7;218321,11070000000;193512,14740000000;Houthalen-Helchteren;Limburg;5;ter plaatse;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;3
72073688;2012;7;228473,44760000000;220756,57670000000;Hamont-Achel;Limburg;1;sporen;;;Goedgekeurd op basis van bewijsmateriaal;vers omgewoeld;2,00000000000;3
72993921;2012;7;221558,86280000000;200955,12310000000;Peer;Limburg;1;sporen;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;3
72376882;2012;7;242422,96230000000;196564,67100000000;Maaseik;Limburg;2;ter plaatse;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;3
72777165;2012;7;221041,80050000000;184186,15870000000;Hasselt;Limburg;1;met fotoval;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;3
73152207;2013;6;169755,97050000000;171575,61730000000;Leuven;Vlaams-Brabant;3;dood;;;Goedgekeurd op basis van bewijsmateriaal;met opengesneden buik en verwijderde ingewanden._Vermoedelijk illegaal gedumpt.;2,00000000000;3
74084489;2013;6;215735,05670000000;208751,72360000000;Lommel;Limburg;1;ter plaatse;andere sporen;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;3
74336929;2013;6;223259,15360000000;184053,43500000000;Genk;Limburg;1;met fotoval;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;3
74336959;2013;6;223259,15360000000;184053,43500000000;Genk;Limburg;1;met fotoval;;;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;3
74910403;2013;6;221077,34660000000;167247,76270000000;Borgloon;Limburg;1;dood;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;3
76011071;2013;6;215978,12130000000;198033,67010000000;Beringen;Limburg;2;ter plaatse;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;3
76524641;2013;6;230381,75800000000;194231,60340000000;Meeuwen-Gruitrode;Limburg;1;dood;;ObsMapp;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;3
76858476;2013;6;233406,10690000000;195320,02740000000;Meeuwen-Gruitrode;Limburg;2;met fotoval;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;3
77441889;2013;6;222352,13400000000;199392,96500000000;Houthalen-Helchteren;Limburg;1;dood;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;3
79902602;2013;6;239409,17170000000;184077,22470000000;Maasmechelen;Limburg;8;sporen;;ObsMapp;Goedgekeurd op basis van bewijsmateriaal;op zandbed__naar noord_ _verse prenten_;2,00000000000;3
80484022;2013;6;245641,18140000000;186689,62450000000;Maasmechelen;Limburg;1;sporen;onbekend;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;;2,00000000000;3
80703917;2013;6;239400,95760000000;184078,67370000000;Maasmechelen;Limburg;1;sporen;;losse waarneming;Goedgekeurd op basis van bewijsmateriaal;1 verse prent_ naar noord_;2,00000000000;3
